Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
767	1	-3295.51	-3301.28	5.77238	2.016239	0.1595306	0.0433855	0.0370371	0.0399052	0.0911942	0.0418594	0.0933723	0.0830509	0.166581	0.0386366	0.0287635	0.0186348	0.121029	0.0648146	0.0713698	0.04399236	-0.1372926	0.00972771	0.48946	0.0100149	0.0112032	0.472872	0.00672215	3.177563	0.1431063	-3.123739	9.20642e-05	0.0141553	0.270348	3.7154	0.298221	0.28901	0.128406	0.284364	0.005813747	24.61516
768	0	-3283.28	-3296.91	13.6302	2.157876	0.1759523	0.035125	0.0575355	0.0250151	0.0596613	0.0202015	0.0478049	0.0168786	0.030473	0.0239947	0.0338373	0.0165665	0.0303919	0.0199616	0.0224385	0.02964269	-0.06019333	0.0166585	0.55813	0.00291952	0.00997179	0.401268	0.0110524	14.23219	0.1398027	-3.51854	0.000206672	0.0211549	0.318066	3.66057	0.280089	0.308338	0.125197	0.286376	0.07960933	1.756109
769	1	-3287.55	-3303.38	15.8339	2.016239	0.227589	0.0346278	0.0287943	0.0369912	0.059011	0.0347875	0.0349235	0.040422	0.0996925	0.0149758	0.0387266	0.0281092	0.0388873	0.109105	0.0341865	0.04230014	0.001379026	0.0164786	0.458655	0.00716769	0.0254547	0.490537	0.00170674	2.899124	0.01454498	-3.162965	0.00122641	0.0510529	0.451784	3.49594	0.278486	0.300584	0.132953	0.287977	0.01592401	0.9133996
770	0	-3283.24	-3295.44	12.2046	2.153738	0.1726504	0.0400115	0.0432659	0.0365542	0.077133	0.0330513	0.0367223	0.0168786	0.0539501	0.0283759	0.0421309	0.0393331	0.0246363	0.0296601	0.0580931	0.03634938	0.2780399	0.0161894	0.553354	0.00318107	0.00737967	0.413021	0.0068742	8.850015	0.003672814	-3.314578	0.000177847	0.0196346	0.308643	3.67154	0.287707	0.310611	0.122128	0.279553	0.2817127	0.01303745
771	1	-3292.2	-3300.25	8.05466	2.124125	0.2322021	0.0237287	0.0344479	0.0473538	0.106498	0.0242378	0.0366184	0.023053	0.0610041	0.0462159	0.0781961	0.0279649	0.0388873	0.0385089	0.0420341	0.05868152	-0.02080428	0.0156335	0.541315	0.00452331	0.00977666	0.4264	0.00235076	7.406288	0.06461101	-2.83563	0.00138341	0.0541726	0.46242	3.48202	0.293226	0.31348	0.130346	0.262949	0.04380672	1.474911
772	0	-3289.73	-3298.41	8.67397	2.092303	0.1757833	0.0496695	0.0510644	0.0502298	0.066151	0.0228442	0.0673153	0.0181955	0.0546006	0.011096	0.0742667	0.0402964	0.0267759	0.0350251	0.0607098	0.03799249	0.1977962	0.015916	0.457326	0.00689723	0.00480112	0.512721	0.00233829	7.972099	0.007765333	-3.270367	0.000205117	0.0210757	0.317586	3.66113	0.290462	0.297413	0.146243	0.265882	0.2055615	0.0377762
773	1	-3283.76	-3296.5	12.7473	2.035352	0.1891128	0.0154954	0.0308346	0.0585698	0.0869849	0.0317741	0.0223475	0.0214753	0.0950869	0.032388	0.0306276	0.024418	0.0477667	0.0312315	0.0307821	0.04071955	0.08527234	0.0204408	0.587147	0.0089205	0.0086965	0.37435	0.000445013	5.620915	0.01579395	-3.201047	0.000356942	0.0277402	0.354651	3.61725	0.291205	0.311431	0.125294	0.27207	0.1010663	0.1562732
774	0	-3293.7	-3298.87	5.16334	1.944589	0.1600407	0.0528987	0.0596895	0.0358198	0.102635	0.0199537	0.0880429	0.033486	0.0333876	0.0415416	0.0113827	0.046022	0.030682	0.0364944	0.0138355	0.0464207	-0.06395972	0.0143725	0.46822	0.00356091	0.0062742	0.50419	0.00338208	13.55888	0.1629128	-3.07001	9.46425e-05	0.0143511	0.27186	3.71369	0.299086	0.3073	0.120138	0.273476	0.09895305	1.646364
775	1	-3291	-3303.52	12.5209	2.035352	0.2166407	0.0241798	0.0467383	0.0517878	0.058694	0.0373286	0.0245139	0.0471293	0.128363	0.0182274	0.0496888	0.02806	0.0432762	0.0359227	0.0279468	0.03545417	0.06696748	0.0161828	0.511501	0.00827046	0.0188268	0.444414	0.000804825	4.71529	0.03581721	-3.339515	0.000902696	0.0438931	0.425679	3.52952	0.296211	0.302178	0.126192	0.275418	0.1027847	0.3484684
776	0	-3286.42	-3294.73	8.31654	2.004026	0.1553818	0.103339	0.079131	0.0357714	0.110961	0.0265994	0.0434024	0.0116364	0.0392505	0.0210464	0.0405186	0.0352703	0.0336425	0.0212468	0.0197206	0.03492654	0.06949825	0.00689034	0.540766	0.00350072	0.00958908	0.436763	0.00249015	7.817101	0.02111118	-3.354508	7.30452e-05	0.0126163	0.257993	3.72932	0.281062	0.299683	0.130576	0.288679	0.09060942	0.232991
777	1	-3293.91	-3302.09	8.18702	2.035352	0.1647277	0.0260841	0.0253102	0.0606044	0.0730097	0.0539255	0.0376995	0.0419249	0.0999222	0.033621	0.0418555	0.0460242	0.0432762	0.0294602	0.0797349	0.04695526	0.1011249	0.00491923	0.511016	0.00980556	0.0279564	0.443994	0.00230864	6.334352	0.1477221	-3.05856	0.000121011	0.0162162	0.28567	3.69799	0.290863	0.32037	0.126518	0.262249	0.248847	0.5936263
778	0	-3290.32	-3300.8	10.4794	2.21603	0.2005249	0.0918313	0.0591955	0.0321829	0.0662354	0.0154362	0.0312866	0.026513	0.0364666	0.034313	0.0155352	0.0322376	0.0337075	0.0440336	0.0109851	0.02909574	-0.03657007	0.0129335	0.532823	0.00875603	0.0142521	0.430348	0.000887176	5.952477	0.1751053	-3.537164	0.000540886	0.0340788	0.385026	3.58035	0.287563	0.303581	0.1242	0.284656	0.1385352	1.263977
779	1	-3292.13	-3302.67	10.5396	2.035352	0.2133699	0.0217216	0.0253102	0.0532979	0.0760571	0.0369177	0.068372	0.0603496	0.0741961	0.0274549	0.0286283	0.0266691	0.0589241	0.0557145	0.0543542	0.03777231	-0.01294174	0.00284578	0.507504	0.0101526	0.0167422	0.461411	0.00134503	6.652484	0.01977689	-3.276179	0.000818694	0.041827	0.417643	3.53971	0.309061	0.290065	0.129308	0.271566	0.006835149	2.89341
780	0	-3288.69	-3301.88	13.1866	2.249551	0.1858011	0.0651228	0.0279263	0.0328503	0.0490111	0.0195151	0.022653	0.0145482	0.0207735	0.0397255	0.0340396	0.0476429	0.0267746	0.0335432	0.035645	0.02382236	0.01560859	0.0122211	0.530241	0.00521526	0.0154475	0.435946	0.000929177	9.185907	0.001090914	-3.73713	0.000313368	0.0260067	0.345598	3.62808	0.288128	0.300086	0.150272	0.261515	0.01669951	0.0653261
781	1	-3295.57	-3299.52	3.94924	1.93592	0.1923076	0.0214533	0.0244229	0.0582551	0.0766609	0.036296	0.033879	0.0896727	0.110537	0.0228005	0.0507508	0.0388201	0.0738727	0.0950013	0.168833	0.04915751	0.2757433	0.00723885	0.516914	0.0138777	0.0230484	0.438684	0.000236765	3.506812	0.04466293	-3.012726	0.000402992	0.0294589	0.363285	3.60685	0.297968	0.288608	0.123687	0.289737	0.3204062	0.1393947
782	0	-3289.21	-3300.27	11.0617	2.651534	0.2432974	0.0498449	0.0283376	0.0250839	0.0538741	0.0196649	0.0364333	0.0207037	0.013138	0.0123972	0.0690127	0.0170975	0.0209024	0.0221482	0.00588671	0.02587978	-0.009482526	0.0153383	0.513401	0.00599994	0.00996384	0.453887	0.00140976	11.88904	0.1461412	-3.654293	0.00181396	0.061894	0.487136	3.44916	0.280538	0.283113	0.150117	0.286232	0.1366586	1.069388
783	1	-3287.41	-3293.55	6.14062	1.996088	0.1682095	0.0250674	0.0308111	0.0486901	0.0751685	0.0303874	0.0542614	0.0661122	0.156813	0.054523	0.0540902	0.0293445	0.0542087	0.0950013	0.127824	0.06013182	-0.0983344	0.0103194	0.501375	0.0075324	0.0126381	0.468035	9.96529e-05	3.781697	0.1761922	-2.811216	0.000143966	0.017678	0.295826	3.68635	0.305262	0.293434	0.133559	0.267745	0.0778578	2.263
784	0	-3282.33	-3296.63	14.2915	2.682999	0.2070916	0.0428761	0.0511654	0.0170408	0.0559251	0.0421319	0.0356746	0.0118183	0.0339335	0.0274971	0.0200803	0.0308782	0.0209024	0.0206421	0.0210561	0.02446787	0.1683451	0.0209499	0.511948	0.0129448	0.00599384	0.447271	0.000892051	7.563513	0.05113425	-3.710394	0.000672872	0.0379642	0.401911	3.55945	0.294549	0.301956	0.136602	0.266894	0.2194793	0.2329798
785	1	-3284.46	-3295.33	10.8723	2.039857	0.167571	0.0302778	0.0291864	0.0483899	0.0610166	0.0354439	0.0368366	0.0662264	0.0946538	0.0576811	0.0716708	0.0206104	0.0305644	0.0568149	0.0458531	0.04761234	0.06894038	0.0118172	0.567765	0.00710859	0.00231705	0.410619	0.000372863	5.085301	0.06588581	-3.044663	0.000139528	0.0174052	0.293971	3.68848	0.283198	0.303824	0.132887	0.280091	0.1348262	0.4886722
786	0	-3284.7	-3297.53	12.8295	2.245017	0.2261848	0.0606981	0.0485783	0.0207539	0.0662029	0.0360642	0.0307656	0.00962014	0.055375	0.0193934	0.023842	0.0461753	0.0269184	0.0265646	0.0072701	0.02650598	0.04392491	0.0182494	0.466758	0.0123001	0.00618549	0.495714	0.000793343	5.376991	0.03235171	-3.630385	0.00118111	0.0501149	0.448504	3.5002	0.298449	0.293499	0.138869	0.269184	0.07627663	0.4241367
787	1	-3296.75	-3299.39	2.64361	1.916232	0.17148	0.0858525	0.0454043	0.0527025	0.0971152	0.0413274	0.112953	0.0540881	0.0913655	0.0737589	0.038399	0.0332145	0.0164563	0.0841019	0.0460184	0.0779806	-0.05085714	0.0166407	0.504729	0.00400394	0.0147993	0.458969	0.000858331	5.19837	0.1907379	-2.551295	0.00016839	0.0191091	0.305281	3.67544	0.325518	0.290258	0.141334	0.242891	0.1398808	1.363575
788	0	-3291.8	-3302.86	11.0633	2.118011	0.172521	0.104022	0.0469021	0.0210129	0.0577553	0.0236527	0.0300486	0.0143603	0.0336115	0.00794792	0.058789	0.0299073	0.0224071	0.0152698	0.049727	0.02738501	-0.1275548	0.0194453	0.451037	0.0066807	0.00556502	0.502123	0.0151489	6.125954	0.1447692	-3.597759	0.000176782	0.0195762	0.308272	3.67198	0.315421	0.296674	0.123875	0.26403	0.01721449	8.409732
789	1	-3289.94	-3298.47	8.53462	1.909379	0.2154019	0.027515	0.0403308	0.054018	0.0764434	0.0453984	0.07847	0.0747584	0.146065	0.0642711	0.0237078	0.0215141	0.0135877	0.0742576	0.0737441	0.05781745	-0.002440442	0.0157997	0.445986	0.00633262	0.0120928	0.515996	0.00379197	3.320988	0.01157344	-2.850465	0.000870217	0.0431065	0.422649	3.53337	0.29762	0.288283	0.15471	0.259387	0.009132996	1.267212
790	0	-3290.49	-3302.57	12.0749	1.984022	0.2170623	0.0637147	0.0259752	0.0264937	0.0743955	0.0237631	0.0470548	0.0196162	0.0330128	0.0259378	0.0937867	0.0390139	0.0356042	0.0236151	0.0570098	0.04019072	-0.07725807	0.021822	0.452551	0.0060499	0.00866302	0.503809	0.00710557	5.161954	0.1410637	-3.214119	0.000913935	0.044162	0.426707	3.52822	0.296834	0.280749	0.142031	0.280386	0.0638056	2.210835
791	1	-3296.38	-3300.92	4.54444	1.968493	0.1901239	0.0480502	0.027296	0.0483824	0.0619247	0.0360081	0.0953962	0.0757148	0.139424	0.0795074	0.0407122	0.0216356	0.0442937	0.0661507	0.0305899	0.04620206	0.07769475	0.0149019	0.550486	0.00924586	0.00771709	0.402238	0.0154115	3.938264	0.2635629	-3.074731	0.000371081	0.0282793	0.357395	3.61396	0.30722	0.303087	0.125286	0.264407	0.3412577	0.7723282
792	0	-3292.99	-3305.68	12.6907	2.285916	0.2193603	0.0991315	0.0480265	0.0362185	0.0442677	0.0275594	0.0466248	0.018776	0.0298831	0.0112747	0.043755	0.0627175	0.0404218	0.0352124	0.0301525	0.03902282	-0.0997862	0.0129761	0.487638	0.0052275	0.0165491	0.464785	0.0128242	5.11267	0.1108825	-3.243609	0.000976892	0.0456375	0.432278	3.52111	0.267236	0.310113	0.138057	0.284593	0.01109633	9.992717
793	1	-3292.95	-3302.29	9.34121	2.134907	0.1773211	0.0498783	0.0305552	0.0723835	0.101822	0.0272663	0.0581862	0.0768245	0.160641	0.070667	0.0467585	0.0287145	0.0215539	0.0776211	0.0557277	0.04970665	0.0294184	0.0127842	0.46159	0.00872234	0.00523005	0.505026	0.00664786	3.332048	0.002906764	-3.001616	0.000219589	0.0218011	0.321945	3.65603	0.283569	0.302144	0.161241	0.253045	0.03232517	0.08992262
794	0	-3291.44	-3301.89	10.447	2.271385	0.1863448	0.0679868	0.0314692	0.0394111	0.0381546	0.0191263	0.0256735	0.0316166	0.0325899	0.0147592	0.0684423	0.0843437	0.0628745	0.0447549	0.0511743	0.041075	-0.1053928	0.0184112	0.573392	0.00233318	0.0068575	0.394706	0.00429992	6.208235	0.1532551	-3.192356	0.00032024	0.0262879	0.347091	3.6263	0.283809	0.320897	0.134608	0.260685	0.04786226	3.202003
795	1	-3298.62	-3304.01	5.3862	2.889228	0.1793377	0.0161666	0.0196953	0.0418064	0.0719942	0.0324331	0.0496983	0.0654855	0.127214	0.0232807	0.0377022	0.0234055	0.0237823	0.172024	0.0182802	0.04106683	0.1307391	0.0104771	0.546273	0.0129862	0.00976509	0.416275	0.00422338	5.035901	0.07281194	-3.192554	0.000239698	0.0227699	0.327629	3.64936	0.251785	0.330859	0.131089	0.286267	0.203551	0.3577085
796	0	-3291.61	-3303.2	11.5964	1.929643	0.1558146	0.0460906	0.0375353	0.0400216	0.0520715	0.0331478	0.0282534	0.0316166	0.0767775	0.0393781	0.0415788	0.0193687	0.026397	0.0770297	0.0228114	0.03476987	-0.1636003	0.00716674	0.565228	0.000909584	0.00580062	0.412386	0.00850919	8.383891	0.2216149	-3.359004	7.48728e-05	0.0127723	0.259286	3.72787	0.272175	0.320639	0.136821	0.270365	0.0580146	3.819986
797	1	-3295.8	-3305.57	9.77122	2.372794	0.1668025	0.0174163	0.0235095	0.0610012	0.0533612	0.0374484	0.0526934	0.0805731	0.107745	0.0273265	0.0129015	0.0373909	0.0148562	0.0457903	0.0392353	0.03031784	-0.05646369	0.00594195	0.515456	0.0148804	0.0234819	0.439891	0.000348257	3.991343	0.145691	-3.496019	0.000134325	0.0170796	0.291733	3.69105	0.302138	0.291477	0.140389	0.265995	0.0892273	1.632807
798	0	-3288.93	-3298.98	10.0488	1.877626	0.1851866	0.0316778	0.0481292	0.0251043	0.0565126	0.0331478	0.0443891	0.0329073	0.0561126	0.0130751	0.0354762	0.0352281	0.0336563	0.0349898	0.00972524	0.04362756	-0.2346104	0.0190001	0.557843	0.00258699	0.00587657	0.406998	0.0076953	14.97891	0.2675025	-3.132066	0.000305731	0.0256905	0.343906	3.6301	0.286576	0.304409	0.138179	0.270836	0.03289206	8.132737
799	1	-3286.56	-3298.06	11.4978	2.131277	0.1929331	0.0161357	0.0308026	0.0437873	0.0677362	0.0320597	0.0526906	0.0430148	0.12137	0.038359	0.0787443	0.0298703	0.0643164	0.0496181	0.0456578	0.04229625	-0.00940252	0.013218	0.499808	0.00960971	0.0184108	0.458627	0.000326182	4.062827	0.05270893	-3.163057	0.000412486	0.0298006	0.364963	3.60482	0.300294	0.303408	0.125796	0.270503	0.04330641	1.217116
800	0	-3290.11	-3297.89	7.78006	1.896157	0.1485488	0.0332233	0.0664272	0.0285938	0.0702408	0.0212108	0.0403239	0.0332288	0.0606917	0.032187	0.0420538	0.0352281	0.0406401	0.0763692	0.00763072	0.03960486	-0.3312165	0.0107564	0.469957	0.00187644	0.00825283	0.493768	0.015389	18.78567	0.3750453	-3.228803	4.85068e-05	0.0102909	0.237445	3.75222	0.302383	0.298428	0.134288	0.264901	0.04382886	8.55704
801	1	-3291.34	-3299.82	8.48674	1.846161	0.1676705	0.0326516	0.0295826	0.0454883	0.0565889	0.0420638	0.0440665	0.0709127	0.192641	0.0376515	0.076945	0.0311563	0.0331667	0.0415867	0.0260501	0.04673127	0.1476589	0.0101215	0.557805	0.00450768	0.0251053	0.402216	0.000244727	4.065403	0.09417953	-3.063342	0.000140213	0.0174475	0.29426	3.68815	0.282357	0.324422	0.109264	0.283957	0.2418384	0.3894317
802	0	-3290.68	-3302.91	12.2353	1.908874	0.1729512	0.0467227	0.0368753	0.0244826	0.0653643	0.0201741	0.0403239	0.0242787	0.0794599	0.0295616	0.0337639	0.0377278	0.0401311	0.0627833	0.0161775	0.03421643	-0.1056976	0.00787274	0.59584	0.00463823	0.00678313	0.368394	0.0164719	7.038719	0.1735881	-3.375049	0.00018034	0.0197709	0.309505	3.67054	0.287631	0.317865	0.123084	0.271421	0.06789046	2.556884
803	1	-3289.09	-3296.51	7.41454	1.944462	0.1882944	0.0281159	0.0423898	0.0528782	0.0575619	0.0458073	0.155237	0.113062	0.222231	0.0333987	0.049451	0.0236442	0.0355346	0.0471853	0.0434524	0.05662042	-0.0673835	0.0111335	0.561447	0.00788327	0.01429	0.404842	0.000404018	2.882273	0.09787154	-2.871386	0.000345788	0.0273072	0.352424	3.61992	0.292036	0.310496	0.1273	0.270168	0.03048804	3.210162
804	0	-3301.53	-3303.7	2.1752	2.031469	0.1751383	0.108601	0.037297	0.0372209	0.0653643	0.0631667	0.0426724	0.0141357	0.0788745	0.103501	0.0456095	0.0707159	0.0424358	0.112022	0.0245135	0.05226218	-0.1108439	0.00901587	0.612058	0.0112688	0.00789303	0.357193	0.00257127	4.545193	0.3502401	-2.951482	0.000199263	0.020775	0.315752	3.66327	0.255161	0.322119	0.127092	0.295628	0.2393962	1.463014
805	1	-3300.59	-3303.53	2.94392	1.914873	0.1619411	0.0329044	0.0169387	0.0923083	0.117789	0.0256694	0.0870435	0.132148	0.196221	0.0510254	0.0502042	0.0410868	0.0541914	0.0858688	0.0516836	0.0876541	0.03325417	0.0133466	0.56666	0.00699922	0.00429739	0.408601	9.5599e-05	2.536291	0.04689027	-2.434357	0.00010474	0.015093	0.277478	3.70732	0.299771	0.303238	0.135388	0.261602	0.08014445	0.585072
806	0	-3290.6	-3299.79	9.18442	2.274329	0.1795501	0.114058	0.0321125	0.027283	0.0622914	0.0570891	0.0452109	0.0267846	0.0915674	0.0188343	0.0214493	0.0402405	0.0184434	0.017056	0.0401923	0.03544503	-0.0342035	0.00950162	0.428877	0.0137596	0.00893543	0.535262	0.00366469	5.417974	0.1672843	-3.339772	0.000241893	0.0228731	0.328226	3.64866	0.285755	0.311291	0.143021	0.259934	0.1330808	1.257013
807	1	-3299.02	-3302.1	3.08421	1.914873	0.2086731	0.063617	0.0485554	0.0896452	0.136757	0.0400868	0.0870435	0.0906048	0.173203	0.0239757	0.0201442	0.0183917	0.02285	0.0896997	0.0329197	0.06180987	0.2330882	0.0178046	0.518763	0.00505377	0.0126883	0.44532	0.000370075	3.064888	0.01666666	-2.783692	0.000707743	0.038924	0.405912	3.55446	0.286557	0.293341	0.123065	0.297037	0.2497549	0.06673206
808	0	-3291.04	-3301.26	10.2207	2.274329	0.1849682	0.0771118	0.0533537	0.0220476	0.0913919	0.0536684	0.0360947	0.0420584	0.0437892	0.0599968	0.0481085	0.0194613	0.0180328	0.0679302	0.0215324	0.04381119	-0.04255664	0.0105994	0.471653	0.00600359	0.00698857	0.486908	0.0178473	4.344451	0.156102	-3.127866	0.000303048	0.0255785	0.343304	3.63081	0.298724	0.287926	0.129957	0.283393	0.1135453	1.374799
809	1	-3301.87	-3308.11	6.24872	1.958799	0.1705445	0.0609455	0.0490385	0.0480086	0.117592	0.0281583	0.0568071	0.0638014	0.153015	0.0412513	0.0420825	0.030041	0.0822035	0.0981627	0.0557931	0.05136974	0.1381324	0.0168514	0.470601	0.00318621	0.010625	0.498682	5.48879e-05	3.654527	0.09054129	-2.968706	0.000161109	0.0186941	0.302585	3.67856	0.287183	0.327216	0.152479	0.233122	0.2286737	0.395941
810	0	-3292.97	-3298.72	5.74893	2.264998	0.1956527	0.096726	0.0541451	0.0293922	0.0809156	0.0869434	0.029697	0.032188	0.0372669	0.0337543	0.0306558	0.0483198	0.0167941	0.0341215	0.0721236	0.06620054	-0.09010766	0.0142876	0.451421	0.0117549	0.00694488	0.5048	0.0107917	5.106889	0.1578739	-2.715067	0.000455643	0.0313058	0.372217	3.59602	0.275482	0.318072	0.148332	0.258114	0.06776624	2.329684
811	1	-3296.13	-3303.57	7.44701	1.958799	0.200129	0.0188424	0.0298343	0.0383361	0.100318	0.0376519	0.109005	0.055533	0.109794	0.027029	0.0841643	0.0134227	0.0224675	0.0391007	0.0518644	0.03665681	-0.04142686	0.0209663	0.499696	0.00881242	0.00288784	0.467363	0.000274613	4.401997	0.08523559	-3.306156	0.000533569	0.03385	0.383995	3.58162	0.29233	0.317458	0.142299	0.247913	0.04380873	1.94563
812	0	-3294.56	-3302.62	8.05573	2.296577	0.1697005	0.0622805	0.041301	0.0197808	0.0522715	0.0802309	0.0336299	0.0728618	0.0317854	0.0133193	0.126948	0.0410174	0.0190336	0.0374949	0.04976	0.03855568	-0.03246684	0.0175246	0.537261	0.0166968	6.61493e-05	0.420791	0.00766063	5.250101	0.1343654	-3.255652	0.000154744	0.0183235	0.300147	3.68137	0.277288	0.323376	0.1336	0.265736	0.1018986	1.318619
813	1	-3302.15	-3307.84	5.68463	2.01503	0.2152856	0.04733	0.0658324	0.0592055	0.0518669	0.0254311	0.104918	0.10201	0.257213	0.0293941	0.0391604	0.0363143	0.0175546	0.0498869	0.0283946	0.05665613	-0.02283239	0.0154283	0.61623	0.00773207	0.00111818	0.358977	0.00051488	3.738087	0.07643518	-2.870755	0.000867208	0.0430328	0.422363	3.53374	0.312655	0.295361	0.131731	0.260253	0.0536028	1.425955
814	0	-3298	-3300.17	2.16627	2.145427	0.2006565	0.0658465	0.0388725	0.0257755	0.0755089	0.0663963	0.037474	0.0552772	0.00697138	0.0603533	0.0879573	0.0409812	0.0254861	0.040586	0.150553	0.0449239	0.07512851	0.0107641	0.587791	0.0157525	0.000490994	0.383443	0.00175873	6.321018	0.1323386	-3.102785	0.000543336	0.0341551	0.385369	3.57993	0.286551	0.297638	0.139443	0.276368	0.2074671	0.6378775
815	1	-3297.32	-3303.21	5.89246	2.731173	0.1659462	0.0173276	0.0523581	0.0417468	0.0456456	0.0174747	0.070992	0.0873847	0.120857	0.0285487	0.0174659	0.0529419	0.0235856	0.12608	0.0539289	0.04599293	-0.1757447	0.0198144	0.518129	0.00758195	0.00085674	0.453356	0.000261588	4.121482	0.2340868	-3.079268	0.000128702	0.0167205	0.289235	3.69392	0.278115	0.325856	0.132499	0.263531	0.05834215	4.012311
816	0	-3289.35	-3301.42	12.0735	2.509625	0.1798431	0.0953623	0.0521729	0.0282434	0.0662204	0.0812881	0.0245032	0.0272523	0.0338413	0.0141228	0.0545445	0.044879	0.0130403	0.0468953	0.038945	0.04127692	0.00350144	0.0129362	0.550254	0.01528	0.0056329	0.413812	0.00208555	4.419451	0.01372407	-3.187452	0.000244945	0.0230158	0.329048	3.64769	0.298159	0.327768	0.129558	0.244515	0.01722551	0.7967293
817	1	-3300.05	-3301.9	1.85052	2.44468	0.1559485	0.0461535	0.0276863	0.0417468	0.0511131	0.0233896	0.0240454	0.124297	0.202809	0.04133	0.0647893	0.0495939	0.0282063	0.170459	0.0282791	0.04546513	-0.1575696	0.0132544	0.529463	0.00479608	0.00157444	0.450423	0.00048936	3.187073	0.3012142	-3.09081	7.54456e-05	0.0128209	0.259686	3.72742	0.2961	0.310144	0.132382	0.261374	0.1436445	2.096942
818	0	-3289.41	-3299.6	10.1838	2.110259	0.1872181	0.102753	0.0361002	0.0232589	0.0590198	0.0374722	0.0267321	0.0241739	0.0431152	0.023857	0.0326334	0.132307	0.0237081	0.0592069	0.0899819	0.03531784	-0.0006750368	0.0199867	0.53174	0.0134735	0.00236023	0.424465	0.007974	4.369067	0.007323598	-3.343367	0.000331508	0.0267423	0.349484	3.62344	0.295546	0.301777	0.144212	0.258465	0.006648562	1.101531
819	1	-3297.54	-3302.2	4.66388	2.203422	0.1985216	0.0319282	0.0462738	0.0363373	0.0462481	0.0340875	0.0281491	0.0374019	0.185165	0.0271714	0.0166321	0.0488458	0.0186369	0.0887634	0.0421266	0.06454642	-0.02598658	0.0136905	0.57255	0.00527105	0.00615524	0.401033	0.00129959	4.951108	0.08772207	-2.740371	0.000504574	0.0329269	0.379788	3.58678	0.290632	0.304135	0.143414	0.261819	0.06173549	1.420934
820	0	-3289.23	-3299.21	9.98064	2.176367	0.1886893	0.161815	0.0325614	0.0232589	0.0543709	0.0419282	0.0267321	0.0373745	0.0567369	0.0179539	0.0260473	0.0665744	0.0245482	0.0758288	0.0263656	0.05020941	-0.1414984	0.0133205	0.438606	0.00430251	0.00107329	0.530209	0.0124885	3.375819	0.1701736	-2.991553	0.000351139	0.0275158	0.353499	3.61863	0.299535	0.283656	0.141899	0.274909	0.02867523	5.934518
821	1	-3290.02	-3299.72	9.70327	2.32168	0.1894455	0.049327	0.0233618	0.0648315	0.0499147	0.0372185	0.049667	0.0444951	0.150438	0.0881299	0.0179548	0.0253909	0.0741012	0.0699384	0.0310647	0.04989314	-0.06820499	0.0176092	0.580978	0.0026481	0.0011891	0.394279	0.00329696	3.789821	0.08441428	-2.997872	0.000361551	0.0279171	0.355555	3.61617	0.289693	0.314858	0.132183	0.263267	0.01620929	5.207771
822	0	-3297.32	-3302.35	5.03467	2.404835	0.1854177	0.107114	0.0378543	0.0339312	0.0653971	0.0419282	0.0338558	0.0630497	0.107058	0.0234942	0.0484281	0.139711	0.021551	0.0501656	0.0789125	0.05179118	-0.120252	0.0172335	0.472781	0.00274517	0.00217572	0.501057	0.0040071	4.812697	0.2206813	-2.960535	0.000308587	0.0258092	0.344543	3.62934	0.278372	0.325318	0.132085	0.264225	0.1004293	2.19738
823	1	-3293.8	-3303.18	9.3854	2.293101	0.1865168	0.0547599	0.0455191	0.059214	0.0812069	0.0519104	0.0457925	0.089349	0.151344	0.0392818	0.0330268	0.0178118	0.102439	0.0612246	0.0381246	0.05839324	-0.04428332	0.0163653	0.431405	0.00287183	0.00516909	0.539328	0.00486124	3.157724	0.07424821	-2.840555	0.000322436	0.0263771	0.347563	3.62574	0.295115	0.295442	0.1284	0.281044	0.02996489	2.47784
824	0	-3297.31	-3299.78	2.47105	2.144622	0.1740011	0.132023	0.0571494	0.0248003	0.0493003	0.0146577	0.0345483	0.0405182	0.0892235	0.0172929	0.0515603	0.0295218	0.0373745	0.0686414	0.0781193	0.06696338	0.05417871	0.0160424	0.491247	0.00342383	0.00196915	0.479954	0.00736456	3.758306	0.179097	-2.703609	0.000189248	0.0202499	0.312509	3.66705	0.290759	0.305027	0.131155	0.273059	0.2332757	0.7677482
825	1	-3292.63	-3295.33	2.70754	2.325784	0.1850478	0.0148969	0.0290011	0.0347628	0.0710177	0.0354621	0.0171176	0.0542765	0.188136	0.0371806	0.0373202	0.0323551	0.0643737	0.113981	0.122875	0.06273971	-0.003106205	0.0176966	0.511742	0.00123907	0.00294216	0.460307	0.00607306	3.704193	0.1107875	-2.768761	0.000304025	0.0256193	0.343523	3.63055	0.3025	0.298246	0.142326	0.256928	0.1076813	1.028846
