Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
378	0	-3290.42	-3302.66	12.2436	1.881734	0.2079161	0.0322107	0.0393756	0.0331684	0.0663702	0.0330107	0.0556908	0.0127725	0.0174571	0.0279757	0.0478475	0.0345512	0.0250602	0.0192041	0.0212693	0.02850218	-0.066555	0.015065	0.577394	0.00298759	0.00874761	0.391383	0.0044228	14.69477	0.1519378	-3.557775	0.000690898	0.0384635	0.404	3.55685	0.306503	0.307161	0.11392	0.272416	0.08538283	1.779489
379	1	-3294	-3307.36	13.353	4.433328	0.1511964	0.00794579	0.0172097	0.035028	0.042491	0.025039	0.0268494	0.0122885	0.0664106	0.0249176	0.0129726	0.0200408	0.0117113	0.0388057	0.0128844	0.02019134	0.06294825	0.00688836	0.531193	0.00897952	0.0126104	0.439411	0.000916967	11.09293	0.09635121	-3.902501	5.70955e-05	0.0111607	0.245432	3.74335	0.280554	0.301303	0.141395	0.276748	0.1592995	0.6048433
380	0	-3290.91	-3300.03	9.1206	2.043099	0.1572664	0.0114508	0.073958	0.0258713	0.0801734	0.0152794	0.043609	0.0190107	0.048799	0.0244058	0.00943373	0.0242089	0.022037	0.0298474	0.0261405	0.02580238	0.02200212	0.0153862	0.555928	0.00128664	0.00153812	0.418454	0.00740689	21.75713	0.03076545	-3.657289	8.12645e-05	0.0133036	0.263618	3.723	0.279298	0.327389	0.126484	0.266829	0.05276757	0.5830371
381	1	-3290.64	-3304.33	13.687	4.371479	0.2365233	0.00593221	0.0136377	0.023593	0.019022	0.0117746	0.0196495	0.0230692	0.0568571	0.0234419	0.0318478	0.01641	0.0368533	0.0115144	0.0529148	0.01730915	0.1666022	0.0109522	0.567771	0.00846292	0.0285729	0.383684	0.000556905	8.656626	0.01043891	-4.05652	0.00154205	0.057145	0.472191	3.46912	0.299991	0.295806	0.127177	0.277027	0.1770411	0.05896317
382	0	-3288.12	-3296.25	8.13784	2.32245	0.1572556	0.0071672	0.0757488	0.0324904	0.0867771	0.0235667	0.0336017	0.00984375	0.0285032	0.0184696	0.0336702	0.0400209	0.0168682	0.0347992	0.0264852	0.02737129	-0.01050654	0.00911356	0.55371	0.00504234	0.0116706	0.416785	0.00367877	22.47441	0.1335754	-3.598261	8.12156e-05	0.0132996	0.263586	3.72303	0.304322	0.293174	0.133621	0.268882	0.1230689	1.085371
383	1	-3284.14	-3300.67	16.5311	4.813823	0.2030342	0.00470928	0.0103071	0.0177903	0.0191995	0.0128285	0.0196263	0.0230692	0.0518549	0.02165	0.0425972	0.0144679	0.0121398	0.0214437	0.035894	0.0184964	0.09886909	0.0140245	0.4982	0.0115069	0.0178048	0.457586	0.000877155	8.711265	0.01899432	-3.990179	0.000588935	0.035544	0.39153	3.57234	0.314538	0.300596	0.132004	0.252861	0.1178634	0.1611554
384	0	-3287.84	-3295.92	8.08671	2.32245	0.1581657	0.00898437	0.0485314	0.0288867	0.0915844	0.0251175	0.028573	0.0107507	0.0357361	0.0185564	0.0134868	0.0123142	0.0266039	0.0265604	0.0141293	0.02062105	0.06348895	0.00748915	0.559366	0.00672779	0.00413227	0.421042	0.00124265	38.75983	0.3212617	-3.881443	8.543e-05	0.0136385	0.266295	3.71998	0.304127	0.297849	0.119072	0.278952	0.3847507	0.8349868
385	1	-3278.38	-3297.97	19.5993	5.001069	0.1729944	0.00463949	0.0108849	0.0205271	0.019087	0.0139406	0.0159151	0.0120446	0.0343596	0.0205212	0.0209184	0.0111545	0.00729345	0.014342	0.0344828	0.01369363	0.009581383	0.0175498	0.543989	0.00766298	0.00452696	0.423189	0.00308246	13.36183	0.03123253	-4.290825	0.0001807	0.0197904	0.309629	3.6704	0.301453	0.295059	0.143948	0.25954	0.04081391	0.7652422
386	0	-3289.56	-3301.05	11.4923	2.32245	0.2009458	0.0266466	0.0322263	0.0265966	0.0687978	0.0246173	0.0270884	0.014373	0.0350993	0.0300386	0.047081	0.0436491	0.0134883	0.0635504	0.0195762	0.03043811	-0.3959216	0.00938682	0.539527	0.00332729	0.0159749	0.430984	0.000799918	17.0072	0.4154675	-3.49206	0.000548745	0.0343229	0.386122	3.57901	0.302875	0.29876	0.115969	0.282396	0.01954588	21.25601
387	1	-3284.92	-3305.95	21.0372	5.604054	0.2346761	0.00650579	0.014106	0.0187732	0.0180862	0.0132135	0.0214521	0.0115098	0.0312469	0.0186453	0.0266029	0.012132	0.00904409	0.0193042	0.0186461	0.01670347	-0.004108068	0.0200166	0.460123	0.00696219	0.017818	0.487991	0.00708913	12.59426	0.05784526	-4.092139	0.00147284	0.0558687	0.468037	3.47462	0.283211	0.299277	0.145685	0.271827	0.05373719	1.076447
388	0	-3292.36	-3303.26	10.8962	2.493396	0.1618412	0.0253277	0.0276938	0.0376759	0.0671067	0.0203753	0.0412205	0.0218562	0.0650337	0.0426852	0.047081	0.0175227	0.0173824	0.0557573	0.032468	0.03954087	0.2879316	0.010147	0.59755	0.00855875	0.0177636	0.365473	0.000507205	16.14934	0.01465127	-3.230421	0.00010419	0.0150535	0.277183	3.70766	0.294942	0.303081	0.130246	0.271732	0.3025828	0.0484207
389	1	-3282.2	-3303.84	21.6424	5.126777	0.1778561	0.0235813	0.013995	0.0150839	0.0161285	0.013469	0.0225034	0.0197239	0.0230085	0.0127122	0.0170713	0.00642841	0.0105247	0.0164519	0.0115857	0.01400751	-0.03672082	0.0085856	0.527226	0.00775917	0.011213	0.443299	0.00191771	18.14146	0.0696124	-4.268161	0.000224796	0.0220561	0.323457	3.65426	0.294257	0.31025	0.11923	0.276264	0.03289158	2.11642
390	0	-3289.28	-3297.13	7.84385	2.076425	0.1952329	0.018863	0.0309668	0.0309701	0.0527629	0.042603	0.0314884	0.0181469	0.0439716	0.039919	0.0726495	0.00999045	0.0459307	0.0606494	0.0134868	0.03733157	0.219377	0.0132876	0.490334	0.00346222	0.01559	0.4749	0.00242634	17.59266	0.1500488	-3.287916	0.000448778	0.0310714	0.371102	3.59738	0.308794	0.298033	0.123876	0.269298	0.3694258	0.4061677
391	1	-3282	-3298.24	16.2407	4.73361	0.1774236	0.0149825	0.0148425	0.0153546	0.0232777	0.0116739	0.0222274	0.0254128	0.00925521	0.0534164	0.0240113	0.00888569	0.0146329	0.02169	0.0296131	0.01989944	-0.05149652	0.0203923	0.456884	0.00372973	0.00462539	0.514006	0.000362241	26.20241	0.07273591	-3.917064	0.000220579	0.0218498	0.322235	3.65569	0.291415	0.297287	0.146842	0.264456	0.02123938	3.424577
392	0	-3290.2	-3299.84	9.63699	2.220666	0.2196068	0.00636435	0.0309668	0.0255949	0.059256	0.0432214	0.0322534	0.0300242	0.0494735	0.0412036	0.0427881	0.0688231	0.0256951	0.0354942	0.019561	0.03350374	0.3787428	0.0205341	0.571303	0.00480508	0.0170951	0.374914	0.0113482	17.06855	0.02070675	-3.396098	0.000983815	0.0457968	0.432872	3.52035	0.285209	0.30025	0.125003	0.289538	0.3994495	0.05183823
393	1	-3288.62	-3300.32	11.7036	4.73361	0.1642111	0.0091495	0.0136495	0.0181176	0.0323765	0.0145817	0.0428803	0.0298468	0.0168082	0.0397683	0.0169594	0.0135475	0.0113887	0.0249004	0.0137728	0.02729932	0.3036436	0.0130356	0.49018	0.00698791	0.00423289	0.485312	0.000251344	22.58772	0.03275889	-3.600894	0.000117858	0.0160048	0.284155	3.69972	0.274148	0.326901	0.148895	0.250056	0.3364025	0.09738004
394	0	-3293.52	-3302.87	9.34444	2.353227	0.1618357	0.014655	0.0537688	0.0230051	0.0574229	0.0506154	0.0350043	0.0287129	0.074587	0.0396058	0.0112889	0.014412	0.0367928	0.0455111	0.019561	0.02409518	0.2691574	0.0181	0.479334	0.00415166	0.0127345	0.477582	0.00809709	18.83154	0.01737655	-3.725744	0.000104159	0.0150513	0.277167	3.70768	0.276355	0.309738	0.134228	0.27968	0.2865339	0.06064397
395	1	-3281.09	-3299.89	18.7961	4.885962	0.1863951	0.0199673	0.0162524	0.017651	0.0288073	0.0150162	0.0317532	0.0253516	0.0279025	0.020751	0.0159748	0.00880969	0.0153216	0.0195717	0.0203412	0.01824715	0.0003453055	0.0131268	0.507728	0.0049978	0.0101617	0.463724	0.000261577	16.35655	0.0732884	-4.003747	0.000320882	0.0263139	0.347229	3.62614	0.337864	0.283435	0.126519	0.252182	0.0736337	0.9953105
396	0	-3290.02	-3302.94	12.9219	2.246243	0.2538726	0.0296476	0.0481969	0.0366746	0.0433088	0.0195373	0.0255575	0.0154435	0.0444135	0.0443603	0.0141283	0.00930839	0.0366648	0.02759	0.0595596	0.03143232	-0.1157649	0.0150949	0.499466	0.00283042	0.0101636	0.453154	0.0192913	8.290039	0.167385	-3.459918	0.00229718	0.0695006	0.509582	3.41862	0.290899	0.30028	0.149418	0.259403	0.05162006	3.242634
397	1	-3293.34	-3309.87	16.5294	4.885962	0.1694814	0.0156164	0.0134918	0.0307467	0.0412782	0.0204919	0.0436932	0.0205236	0.0452194	0.020751	0.021216	0.0159771	0.0183295	0.0181612	0.0112536	0.02158592	-0.07074294	0.0118953	0.441503	0.0124589	0.00558312	0.527841	0.000718803	13.15851	0.08898712	-3.835714	0.000153123	0.018228	0.299513	3.68211	0.293353	0.290012	0.139557	0.277077	0.01824418	4.877562
398	0	-3285.64	-3299.25	13.6135	2.227782	0.1743236	0.0138194	0.0310191	0.0289273	0.0437337	0.0331322	0.026167	0.0203741	0.0321077	0.0238805	0.0464885	0.0123819	0.0369198	0.0213519	0.0587156	0.02996261	-0.353869	0.0141272	0.535097	0.000890557	0.00772625	0.424105	0.0180546	14.03523	0.3712568	-3.507805	0.000192049	0.0203981	0.31343	3.66598	0.30345	0.302788	0.123992	0.26977	0.01738778	21.35159
399	1	-3290.25	-3304.4	14.1581	5.043538	0.1901558	0.0634993	0.0132724	0.0144972	0.0358729	0.0164267	0.0438834	0.0236634	0.033263	0.0310525	0.0242516	0.0142046	0.0143194	0.0298755	0.0120102	0.02153908	0.01893962	0.0180216	0.482392	0.00438673	0.00373761	0.487054	0.00440804	14.1405	0.004220758	-3.837886	0.000371534	0.0282964	0.357481	3.61385	0.310289	0.298498	0.134859	0.256353	0.02316038	0.1822404
400	0	-3289.3	-3300.13	10.8293	2.068611	0.1829893	0.0285863	0.0306687	0.0631199	0.0411632	0.043455	0.040652	0.0193105	0.048159	0.0639533	0.019689	0.0125816	0.0425007	0.0280653	0.0594656	0.03263004	0.2039137	0.0140774	0.519199	0.00144537	0.0040506	0.446298	0.0149299	11.75578	0.01802185	-3.422522	0.000279533	0.0245743	0.337828	3.63732	0.309698	0.297628	0.125481	0.267192	0.2219355	0.08120309
401	1	-3282.15	-3299.02	16.8611	5.043538	0.1767947	0.0328701	0.0136184	0.0144972	0.0172018	0.0126064	0.0345203	0.0191668	0.0305057	0.0309269	0.0292726	0.00723545	0.0202101	0.00989731	0.0145394	0.01717875	-0.07755513	0.020385	0.475085	0.00371642	0.00445807	0.492036	0.00431936	15.46472	0.1026879	-4.064082	0.000214552	0.0215514	0.320455	3.65778	0.306728	0.301924	0.14595	0.245398	0.02513276	4.085819
402	0	-3285.23	-3297.3	12.0729	2.057391	0.1480534	0.0457184	0.0294599	0.0309168	0.0511449	0.0312356	0.029664	0.0261778	0.0486397	0.0730605	0.0791633	0.0408611	0.0284266	0.041701	0.0420933	0.03961021	-0.1081783	0.00963984	0.615373	0.00143205	0.00316659	0.358813	0.0115752	8.592479	0.1160657	-3.228668	4.70189e-05	0.0101325	0.235947	3.75387	0.308195	0.301206	0.135599	0.255	0.007887369	14.71539
403	1	-3279.17	-3300	20.8278	5.043538	0.191553	0.00977845	0.0110284	0.0147728	0.0189874	0.0150403	0.0170229	0.0188236	0.0169536	0.0215586	0.0231908	0.0115904	0.0191074	0.0156719	0.0235287	0.01611081	0.0546442	0.00978734	0.498173	0.00471721	0.00883309	0.473583	0.00490641	24.86961	0.01113791	-4.128265	0.00039175	0.0290489	0.361255	3.6093	0.297199	0.31237	0.13395	0.256481	0.06578211	0.1693151
404	0	-3291.07	-3298.7	7.63685	2.057391	0.1502568	0.100298	0.0519062	0.0280992	0.0539054	0.0277128	0.029664	0.0210916	0.0629262	0.0780212	0.039195	0.078158	0.023621	0.0931476	0.0138836	0.04517384	-0.2207396	0.0129621	0.601465	0.0036247	0.00537739	0.367577	0.00899318	5.00656	0.2315318	-3.097237	5.39214e-05	0.0108475	0.242601	3.7465	0.305994	0.300225	0.122097	0.271684	0.0107922	21.45362
405	1	-3286.15	-3303.32	17.1763	5.043538	0.1705188	0.0279879	0.013252	0.0171126	0.0172422	0.0125092	0.0306976	0.0156797	0.0156756	0.013675	0.0297515	0.00906816	0.0152026	0.0215341	0.0309534	0.02232841	-0.03895411	0.0133703	0.551261	0.00950608	0.00399603	0.41425	0.0076171	18.82394	0.09774576	-3.801896	0.000160912	0.0186827	0.302511	3.67865	0.281583	0.308228	0.129101	0.281088	0.05879165	1.662579
406	0	-3290.89	-3300.69	9.80307	2.000727	0.2017995	0.110401	0.0501934	0.0345345	0.106504	0.0562069	0.028804	0.0165545	0.0478933	0.0454738	0.0538871	0.0328862	0.0238238	0.0539418	0.00823896	0.03865933	0.05981561	0.0189086	0.572736	0.00257527	0.0076233	0.389945	0.00821146	3.626374	0.02914652	-3.252967	0.000564932	0.03482	0.388338	3.57628	0.266793	0.330958	0.122824	0.279424	0.08896213	0.3276284
407	1	-3286.2	-3300.95	14.7488	5.155327	0.1869053	0.0222931	0.0135735	0.0192012	0.0245679	0.0158751	0.0519992	0.0325608	0.00770937	0.0137561	0.0217138	0.0138925	0.0158664	0.0348615	0.0355441	0.02236871	0.04111725	0.0133696	0.551231	0.010009	0.00799011	0.414228	0.00317304	16.63265	0.09458514	-3.800092	0.000327439	0.0265791	0.348628	3.62447	0.279209	0.314549	0.127405	0.278837	0.1357024	0.6970042
408	0	-3288.05	-3299.12	11.0618	2.413949	0.2324195	0.138563	0.0510704	0.023715	0.0688166	0.042595	0.0382845	0.0276047	0.0345294	0.028694	0.0590749	0.0195757	0.0279684	0.0649518	0.0290945	0.03784605	-0.2222445	0.0223679	0.490514	0.00420073	0.00678319	0.470793	0.00534098	4.124867	0.2396992	-3.274229	0.00139112	0.0543211	0.462916	3.48137	0.286674	0.306395	0.132267	0.274664	0.01745467	13.73267
409	1	-3291.16	-3301.86	10.7044	4.676371	0.1585275	0.013777	0.0219987	0.021183	0.0470665	0.0169605	0.0599428	0.0159178	0.0312874	0.0271382	0.0178188	0.00878455	0.00902688	0.0348615	0.0360624	0.02572135	0.098959	0.00714015	0.537664	0.0092542	0.0074875	0.434511	0.00394346	18.34864	0.1224813	-3.660434	8.71516e-05	0.0137745	0.267371	3.71877	0.300918	0.309943	0.126047	0.263093	0.2214403	0.5531121
410	0	-3289.9	-3297.94	8.04226	2.312842	0.2004199	0.0808425	0.0362427	0.0331178	0.0744497	0.024323	0.0351763	0.0302846	0.0259903	0.0457667	0.0496266	0.0528258	0.033963	0.0413422	0.0438418	0.06132936	-0.0470109	0.0184221	0.492979	0.00475062	0.00556215	0.473159	0.00512718	7.827138	0.1091253	-2.791497	0.000538939	0.0340181	0.384753	3.58069	0.29767	0.300989	0.133859	0.267482	0.06211439	1.756844
411	1	-3285.55	-3299.41	13.8632	3.32777	0.197325	0.0249674	0.0214159	0.0290491	0.0562624	0.0320387	0.050917	0.0130554	0.056191	0.0218997	0.0128967	0.00988198	0.00708546	0.0265244	0.0143757	0.0233187	-0.05582924	0.00994321	0.559583	0.00736925	0.00699755	0.411809	0.00429773	10.08057	0.05895495	-3.758499	0.000483733	0.0322467	0.376641	3.59063	0.310716	0.288714	0.133761	0.266809	0.003125714	18.86128
412	0	-3286.54	-3294.98	8.43882	2.219544	0.1761899	0.080915	0.0276884	0.0348102	0.049177	0.046701	0.0376159	0.0195847	0.0582919	0.0232894	0.12714	0.0203041	0.0298975	0.0371449	0.0147016	0.03472832	-0.04612571	0.0150965	0.542704	0.00578768	0.00735095	0.426052	0.00300896	6.242843	0.2048249	-3.3602	0.000208872	0.0212663	0.318741	3.65978	0.29194	0.317489	0.126789	0.263783	0.1586992	1.290649
413	1	-3290.76	-3302.14	11.3791	3.603087	0.2157293	0.0249674	0.0215101	0.0244242	0.047748	0.0243719	0.121902	0.0107721	0.0293213	0.0256579	0.0274407	0.0113872	0.0200504	0.023544	0.0363129	0.02256828	0.037874	0.0163474	0.435085	0.007766	0.0148497	0.52194	0.00401232	12.42249	0.01080808	-3.79121	0.000878721	0.0433139	0.423451	3.53236	0.292821	0.287047	0.15363	0.266502	0.04868207	0.2220135
414	0	-3299.41	-3306.57	7.16416	2.403319	0.186744	0.0820798	0.0616745	0.0193351	0.0431598	0.0375947	0.0376159	0.0341736	0.0360108	0.0395249	0.00769367	0.0367583	0.0234598	0.0510789	0.0156068	0.0328178	0.3295395	0.00741088	0.54785	0.0140765	0.0188383	0.408984	0.00284055	8.343929	0.1144627	-3.416784	0.000325355	0.0264951	0.348186	3.62499	0.284869	0.290813	0.136744	0.287574	0.4440022	0.2577975
415	1	-3289.19	-3300.52	11.327	4.0197	0.1924179	0.0320241	0.0247041	0.03284	0.0562469	0.0243392	0.0831132	0.0214211	0.0532381	0.0339838	0.0334742	0.0111203	0.0255852	0.0324642	0.0626641	0.02987236	0.02178619	0.0179743	0.452058	0.00383848	0.0107988	0.511805	0.00352558	9.252284	0.00355049	-3.510822	0.000404655	0.0295191	0.363581	3.6065	0.28558	0.29473	0.143902	0.275788	0.02533668	0.1401324
416	0	-3287.3	-3300.46	13.1544	2.141902	0.1530219	0.0826869	0.028534	0.0369152	0.0431598	0.0444309	0.0277347	0.0208531	0.0498609	0.0441167	0.0238646	0.0104196	0.0229049	0.0389747	0.0498362	0.02654537	0.1437173	0.0103919	0.477591	0.00488296	0.0163618	0.490275	0.000496561	5.040523	0.001812262	-3.6289	6.36777e-05	0.0117835	0.250922	3.73723	0.312882	0.295166	0.136394	0.255558	0.1455296	0.01245288
417	1	-3287.55	-3300.01	12.452	4.300021	0.1520541	0.0402007	0.0153849	0.0408839	0.0299076	0.0133676	0.042974	0.021268	0.0660255	0.0121881	0.0300846	0.00826852	0.0255852	0.0177893	0.0230397	0.02854128	-0.1083027	0.0111121	0.538391	0.00778763	0.00488632	0.437273	0.000549737	11.7844	0.1194756	-3.556404	6.01183e-05	0.011451	0.248013	3.74048	0.287546	0.30836	0.142933	0.261161	0.01117294	10.69331
418	0	-3288.7	-3300.73	12.0348	2.2801	0.1826343	0.0895848	0.0531928	0.0249673	0.042494	0.0295117	0.0252379	0.0188701	0.0330599	0.0776246	0.0322908	0.0492667	0.0168186	0.0591237	0.0523527	0.03633196	-0.04444265	0.0237851	0.49929	0.00858769	0.00203152	0.466218	8.80883e-05	5.301776	0.08294032	-3.315057	0.000275461	0.0243961	0.336842	3.63849	0.310337	0.282496	0.143048	0.264119	0.03849767	2.154425
419	1	-3286.48	-3300.29	13.8169	4.300021	0.165551	0.00939786	0.00966868	0.0345924	0.0431577	0.0353732	0.0303164	0.0100753	0.0555021	0.0125278	0.0109943	0.00867983	0.0205787	0.021339	0.017973	0.01634588	0.1110535	0.0106259	0.550163	0.00646992	0.00521532	0.425213	0.00231259	13.33129	0.04698677	-4.113779	0.000126168	0.016556	0.28808	3.69524	0.31091	0.295476	0.125983	0.267631	0.1580403	0.2973088
420	0	-3293.67	-3306.3	12.6285	2.510827	0.239839	0.0922735	0.0485247	0.0204337	0.0724374	0.0461602	0.037605	0.0310428	0.0591246	0.0191531	0.0185591	0.029827	0.0282484	0.0669442	0.0399856	0.03900703	0.01493898	0.0198252	0.43201	0.00745408	0.00125171	0.539396	6.38617e-05	4.329727	0.06453247	-3.244013	0.00167155	0.0594564	0.479562	3.45931	0.288418	0.295121	0.163809	0.252652	0.07947145	0.8120208
421	1	-3284.68	-3298.49	13.8155	4.386045	0.1780251	0.00929856	0.0140824	0.0285756	0.0447033	0.0269555	0.0303164	0.0135036	0.045734	0.0153567	0.00567268	0.01053	0.0177598	0.0173532	0.0241782	0.02243133	0.02589921	0.0118226	0.531186	0.0103699	0.00674915	0.438273	0.00159882	16.57646	0.08742902	-3.797297	0.000226461	0.022137	0.323934	3.6537	0.304448	0.302639	0.133826	0.259087	0.1133282	0.7714672
422	0	-3294.81	-3306.18	11.3688	2.817428	0.1760419	0.10263	0.0209901	0.0552535	0.0404408	0.0244895	0.0246444	0.0246948	0.0260564	0.0207518	0.0648819	0.0121244	0.0226131	0.042642	0.0205942	0.02783395	-0.004633019	0.0168064	0.511466	0.00274421	0.0185555	0.450295	0.000133585	10.20507	0.04618286	-3.581499	0.0002075	0.0211969	0.318321	3.66027	0.301149	0.291845	0.11957	0.287436	0.04154984	1.111505
423	1	-3286.15	-3298.04	11.8939	4.431088	0.1804525	0.0256783	0.0162204	0.0359699	0.0476992	0.031722	0.0344815	0.0133488	0.0501699	0.0167681	0.0158149	0.0104052	0.00884072	0.0323515	0.0122886	0.01995042	-0.08259384	0.0126987	0.547642	0.00848774	0.00728686	0.419964	0.00392044	10.94148	0.2737684	-3.914505	0.000251383	0.023314	0.330756	3.64568	0.308675	0.298961	0.125326	0.267039	0.1911746	1.432034
424	0	-3296.29	-3307.29	11.0016	2.692945	0.1968685	0.0503956	0.0398882	0.0541767	0.0336064	0.0244895	0.0189444	0.0104798	0.0366499	0.0360782	0.0099527	0.0088943	0.0599496	0.0157737	0.0265128	0.02310537	0.07402298	0.00938134	0.505859	0.000852354	0.0345171	0.449115	0.000275267	10.79573	0.06913771	-3.76769	0.000475946	0.0319887	0.375436	3.5921	0.285149	0.316107	0.116541	0.282203	0.1431607	0.4829378
425	1	-3281.74	-3298.04	16.2993	4.595704	0.1802516	0.0161356	0.0139625	0.0313588	0.0691049	0.0216536	0.0170661	0.0254805	0.0208621	0.0199397	0.0119683	0.0101125	0.0120604	0.02744	0.0230122	0.01756666	0.1683535	0.014426	0.513384	0.0072315	0.0105443	0.447612	0.00680219	15.29387	0.01258478	-4.041752	0.000249247	0.0232155	0.330193	3.64634	0.297617	0.285495	0.137637	0.279251	0.1809383	0.0695529
426	0	-3286.99	-3300.67	13.6781	2.683333	0.169555	0.0335966	0.025856	0.0451117	0.0449111	0.0229721	0.0226169	0.014719	0.028527	0.0139816	0.0466382	0.0226939	0.0372868	0.0260556	0.0233356	0.03437947	-0.02631127	0.00682465	0.477773	0.00380668	0.0253666	0.486152	7.68117e-05	14.15852	0.09607748	-3.370296	0.000153666	0.01826	0.299726	3.68186	0.300663	0.292127	0.143121	0.264089	0.06976621	1.377135
427	1	-3286.86	-3301.28	14.4138	4.595704	0.2025681	0.0269331	0.0092068	0.0291908	0.0540016	0.022219	0.0274205	0.0236147	0.0161235	0.027651	0.00947072	0.0131282	0.00674807	0.0295563	0.00766528	0.01609585	-0.1794246	0.0116566	0.51222	0.00662066	0.00155908	0.456552	0.011391	26.62731	0.2137184	-4.129194	0.000579793	0.0352701	0.390327	3.57382	0.31186	0.288048	0.140319	0.259773	0.03429382	6.23198
428	0	-3290.66	-3303.52	12.8591	2.683333	0.1667869	0.0204785	0.0326016	0.0394362	0.0341008	0.0348401	0.0312364	0.00710348	0.0277602	0.0313285	0.0405496	0.0204006	0.0471914	0.0142252	0.0206004	0.02528238	-0.04128248	0.01873	0.496718	0.00346723	0.00711269	0.4736	0.000372224	17.78096	0.07351359	-3.677648	0.000134221	0.017073	0.291688	3.69111	0.282092	0.285086	0.139143	0.293679	0.0322311	2.280827
429	1	-3285.95	-3301.79	15.8482	4.687976	0.1620096	0.0137467	0.0192426	0.0414919	0.0435227	0.0163235	0.0435995	0.0151407	0.0123381	0.014682	0.0156575	0.01045	0.0135026	0.0109787	0.0219221	0.01781213	-0.05713983	0.00837774	0.463078	0.00564865	0.00425312	0.510395	0.00824761	27.56411	0.06046096	-4.027876	0.000105119	0.0151201	0.27768	3.7071	0.28827	0.315573	0.138332	0.257825	0.003321131	18.20493
430	0	-3290.25	-3302.67	12.4123	2.575264	0.1914347	0.0317833	0.0318165	0.0414641	0.0459384	0.0259178	0.0225809	0.0241009	0.0308452	0.0161367	0.0350518	0.0440991	0.0676197	0.0261544	0.0198758	0.02473987	-0.06662201	0.0175172	0.471716	0.00523624	0.00417258	0.498795	0.00256295	10.60549	0.1698365	-3.699339	0.000390007	0.0289849	0.360936	3.60969	0.302632	0.295245	0.146817	0.255305	0.1032145	1.645471
431	1	-3285.04	-3299.94	14.8968	4.000212	0.2081399	0.0216418	0.0143187	0.0260569	0.0432223	0.0139763	0.0566852	0.0317805	0.018562	0.0114647	0.0229165	0.0130686	0.0130201	0.0192649	0.00803314	0.01843964	-0.1957454	0.0127096	0.501928	0.000950208	0.0119664	0.463659	0.00878714	22.47113	0.2555374	-3.993252	0.000695848	0.0385994	0.404566	3.55614	0.290873	0.304795	0.137556	0.266776	0.05979203	4.27377
432	0	-3290.44	-3300.58	10.1466	2.643024	0.2021483	0.0309787	0.0433606	0.0411074	0.0464567	0.0243686	0.0300541	0.00880954	0.0309693	0.0202565	0.0182748	0.0157256	0.103954	0.0167592	0.020843	0.02049011	0.03177889	0.0137749	0.488393	0.00589632	0.0169465	0.471199	0.00379025	12.29989	0.06963433	-3.887813	0.000571641	0.035024	0.389241	3.57516	0.285874	0.305398	0.139976	0.268752	0.1014132	0.6866395
433	1	-3282.52	-3300.22	17.706	3.660474	0.1943119	0.00930182	0.0151775	0.028092	0.0320571	0.0157139	0.0397247	0.0180534	0.017619	0.00849462	0.0238314	0.0136985	0.0120189	0.012162	0.0193141	0.01929115	-0.05184535	0.0195841	0.520689	0.00403286	0.00599785	0.436362	0.0133341	20.57437	0.1444745	-3.948109	0.000433981	0.0305598	0.36865	3.60036	0.283441	0.289638	0.157847	0.269074	0.0926291	1.559709
434	0	-3295.09	-3304.24	9.14675	3.065387	0.1531324	0.034931	0.0312576	0.0470376	0.0346194	0.0399098	0.0266269	0.00930676	0.0190123	0.00598809	0.00990112	0.00830941	0.0949328	0.0177971	0.00812814	0.01902966	-0.1330771	0.013998	0.542364	0.00327076	0.00989101	0.424895	0.00558146	13.8064	0.1518352	-3.961757	6.40943e-05	0.0118218	0.251253	3.73686	0.272938	0.306347	0.120688	0.300028	0.01875815	8.094364
435	1	-3288.85	-3301.79	12.9377	3.623204	0.2162777	0.0224348	0.0188055	0.0214239	0.0392327	0.0220507	0.0421345	0.0165164	0.0232387	0.0358411	0.0182696	0.00852476	0.00814681	0.00483516	0.0218306	0.01758695	0.05769003	0.0212519	0.536835	0.00456219	0.00598293	0.426886	0.0044826	21.78507	0.09619811	-4.040598	0.000893094	0.0436621	0.424793	3.53065	0.305293	0.305236	0.123413	0.266059	0.1538881	0.6251171
436	0	-3297.27	-3308.24	10.9731	3.252536	0.1371624	0.0236523	0.0211336	0.0497597	0.0366832	0.0141722	0.0379426	0.0171991	0.024042	0.0172102	0.0142878	0.023162	0.0384622	0.0185024	0.00512962	0.01643905	-0.2505526	0.00988303	0.570089	0.0025972	0.0102502	0.404041	0.00313943	36.68926	0.362971	-4.108095	2.23924e-05	0.00700242	0.202855	3.79012	0.300479	0.285443	0.13004	0.284038	0.1124184	3.228751
