Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
100	-3291.25	-3304.29	13.0304	3.46743	0.1758211	0.0128929	0.0460383	0.0450778	0.0601163	0.0225224	0.0183293	0.0149647	0.021662	0.0121366	0.0175973	0.0463696	0.0343421	0.0220669	0.0225684	0.03012786	0.1174378	0.0117797	0.461932	0.00461536	0.0156315	0.503456	0.00258522	15.84135	0.004470947	-3.502305	0.000205464	0.0210934	0.317694	3.66101	0.302707	0.286435	0.139012	0.271846	0.1219088	0.03667452
110	-3290.23	-3304.51	14.2857	3.645489	0.1644659	0.0142267	0.025849	0.0308996	0.0400415	0.0167281	0.00967445	0.0186273	0.0385927	0.00662839	0.0187941	0.0227614	0.0296026	0.0153076	0.0661287	0.02101589	0.1553044	0.009453	0.512296	0.00447802	0.0138395	0.455195	0.00473843	12.69587	0.02409617	-3.862476	0.000119406	0.0161089	0.284903	3.69887	0.309597	0.283948	0.122235	0.284219	0.1794006	0.1343149
120	-3302.86	-3311.5	8.63858	2.942335	0.1439738	0.0165185	0.0506734	0.0256944	0.0656554	0.0205224	0.0243914	0.0135917	0.043156	0.00950929	0.0225716	0.0159164	0.0481601	0.0180144	0.0888547	0.02092052	0.2277038	0.00932532	0.529137	0.00424256	0.0309	0.42293	0.00346535	16.44545	0.01221585	-3.867025	3.60839e-05	0.00888125	0.223582	3.7675	0.309248	0.290153	0.108124	0.292475	0.2399196	0.05091643
130	-3291.66	-3301.47	9.80268	2.770433	0.1815112	0.0427562	0.0432184	0.0284578	0.0440748	0.0125455	0.0209772	0.013949	0.0319129	0.00965277	0.0264895	0.0204755	0.0270267	0.0174955	0.0511636	0.03139486	0.502813	0.0143059	0.572975	0.00463015	0.00413333	0.399752	0.0042037	8.805542	0.006664019	-3.461111	0.000262864	0.0238362	0.333715	3.64219	0.282048	0.287056	0.138024	0.292871	0.5094771	0.01308011
140	-3290.3	-3303.96	13.6549	2.358912	0.1735489	0.0486803	0.0381296	0.0383772	0.0607685	0.0122669	0.0266086	0.0106433	0.0243001	0.0222301	0.0178578	0.013488	0.0272857	0.0311346	0.0100655	0.02174918	0.1339047	0.0105253	0.584913	0.00335502	0.00163421	0.379456	0.0201167	11.5171	0.05931646	-3.828179	0.000185372	0.0200429	0.311216	3.66856	0.286053	0.309796	0.127577	0.276574	0.1932212	0.3069874
150	-3281.78	-3296.28	14.4992	2.885945	0.2075466	0.0432881	0.0345639	0.027358	0.048131	0.0174473	0.0270155	0.0195194	0.0443576	0.0144445	0.0359853	0.0270488	0.0240223	0.0390292	0.0249656	0.0252571	-0.06682312	0.0153264	0.47537	0.00187378	0.00232412	0.499893	0.00521329	11.19178	0.1458597	-3.678648	0.000682778	0.0382394	0.403065	3.55801	0.296579	0.303265	0.133484	0.266671	0.07903661	1.84547
160	-3290.86	-3303.36	12.4973	2.713286	0.207899	0.0293756	0.035379	0.0202405	0.0798178	0.0216031	0.0246179	0.0264484	0.0515643	0.0189255	0.0256389	0.0282238	0.0311283	0.0338931	0.00947372	0.02772673	-0.2137276	0.0174912	0.468402	0.00216225	0.00169678	0.501413	0.00883428	16.52332	0.2738333	-3.585359	0.000690523	0.0384531	0.403957	3.5569	0.297177	0.285369	0.136378	0.281076	0.06010573	4.555861
170	-3286	-3299.6	13.5992	2.446909	0.1669203	0.0500676	0.0508727	0.024218	0.0574515	0.0302169	0.0416791	0.0162422	0.0241246	0.0115856	0.0183147	0.0205314	0.0189723	0.0329081	0.0118156	0.03333003	-0.1612416	0.0123189	0.584577	0.00735157	0.00143473	0.380886	0.0134312	8.536801	0.1725827	-3.401297	0.000135113	0.0171292	0.292076	3.69066	0.296635	0.305537	0.13595	0.261878	0.01134115	15.21739
180	-3289.17	-3298.82	9.65772	2.666332	0.1958967	0.0434923	0.0558012	0.031513	0.107276	0.0321562	0.0547816	0.0302074	0.0293171	0.00804018	0.0178653	0.0139531	0.0123485	0.0211988	0.0345382	0.03227167	-0.0700383	0.0171181	0.545899	0.00445861	0.00613016	0.414348	0.0120459	8.981811	0.1360972	-3.433565	0.000459667	0.0314423	0.372864	3.59523	0.302755	0.283274	0.134064	0.279906	0.06605886	2.060241
190	-3291.67	-3297.43	5.75873	2.754967	0.1962034	0.03077	0.0835003	0.0245021	0.10753	0.0490316	0.0481704	0.0182594	0.024959	0.0143675	0.0236359	0.0451704	0.018638	0.0494656	0.0109517	0.03137798	-0.3600234	0.0145147	0.51014	0.00242578	0.00190915	0.464936	0.00607369	15.83758	0.4273062	-3.461649	0.000464761	0.0316143	0.373677	3.59424	0.301654	0.297302	0.125057	0.275986	0.06728288	6.350891
200	-3289.2	-3296.73	7.53144	2.940289	0.1907919	0.0707092	0.0820081	0.023106	0.127475	0.0538795	0.0370953	0.0307235	0.0418459	0.0139325	0.0316332	0.0328596	0.0134202	0.0277464	0.0108242	0.03696759	0.02172419	0.0127028	0.532555	0.000810761	0.00450068	0.442901	0.00653019	7.649395	0.04036706	-3.297714	0.000380642	0.028638	0.359201	3.61178	0.311131	0.280028	0.136886	0.271955	0.06209126	0.6501248
210	-3289.49	-3298.33	8.83781	2.651762	0.1995	0.0663249	0.0578769	0.0218401	0.111234	0.0184924	0.0281096	0.0330647	0.0324045	0.0157495	0.0131839	0.0703333	0.0229149	0.0280862	0.021847	0.03565293	0.008373244	0.0188894	0.437705	0.00563543	0.00494771	0.529419	0.00340407	8.154025	0.1247937	-3.333924	0.000522086	0.0334875	0.382352	3.58364	0.285253	0.306949	0.151711	0.256088	0.1331669	0.9371222
220	-3295.37	-3300.35	4.97219	2.829609	0.1559304	0.0565524	0.103725	0.0248356	0.0972198	0.020803	0.0211787	0.0326104	0.047464	0.0128488	0.0117115	0.0937225	0.0196998	0.0261378	0.0407192	0.034547	-0.1206274	0.0131916	0.589314	0.00689839	0.00261531	0.383052	0.00492822	9.538252	0.1905011	-3.365434	7.53681e-05	0.0128143	0.259632	3.72748	0.279666	0.333155	0.124062	0.263117	0.06987366	2.726365
230	-3292.57	-3301.28	8.70501	2.725999	0.20516	0.04244	0.0759457	0.0364415	0.125206	0.0188325	0.0238733	0.0203673	0.0403208	0.0221232	0.0163875	0.0614251	0.0263551	0.020585	0.0424728	0.0295803	0.006293955	0.0118057	0.466595	0.00639801	0.0115898	0.502628	0.000983126	10.4321	0.01105498	-3.520647	0.000631933	0.0368043	0.39699	3.56557	0.311493	0.305458	0.142866	0.240183	0.01734894	0.6372137
240	-3284.34	-3297.08	12.7445	3.072846	0.1696175	0.0384315	0.0696187	0.0220911	0.0997723	0.0134143	0.0174827	0.0142632	0.0247681	0.0224032	0.0160995	0.0193961	0.0220297	0.0165011	0.00881118	0.02155428	0.128009	0.0105982	0.498006	0.00600916	0.0106137	0.474222	0.000551037	10.939	0.02569185	-3.837181	0.000154129	0.0182873	0.299907	3.68165	0.315385	0.301265	0.129167	0.254183	0.1537008	0.167155
250	-3291.01	-3302.29	11.2791	3.072846	0.1615657	0.0441507	0.0403284	0.0204648	0.0894139	0.0342348	0.024255	0.0104831	0.0331544	0.0373844	0.0192816	0.0192109	0.01254	0.013579	0.0158503	0.03162413	0.2296564	0.0118391	0.504677	0.00945394	0.0131786	0.457687	0.00316514	12.8752	0.006739753	-3.453835	0.000102683	0.0149449	0.27637	3.70858	0.260243	0.309661	0.145723	0.284373	0.2363962	0.02851042
260	-3289.98	-3301.09	11.1055	3.234783	0.1576614	0.0366779	0.0417872	0.0222036	0.0666751	0.0588169	0.026221	0.0133539	0.0272132	0.0110619	0.033067	0.0222753	0.0156986	0.0101075	0.0223395	0.02235492	0.06040565	0.0102304	0.459517	0.00744547	0.00469474	0.514063	0.00404961	20.32112	0.005742722	-3.800709	8.30743e-05	0.0134501	0.264794	3.72167	0.324843	0.282678	0.135521	0.256959	0.06614837	0.08681577
270	-3291.8	-3303.49	11.6925	3.234783	0.1872951	0.0223028	0.0568706	0.0202553	0.0498376	0.0580625	0.0399375	0.00975792	0.0334753	0.0236533	0.0238581	0.01757	0.0142695	0.012488	0.0213972	0.02377265	0.3379274	0.0103055	0.383425	0.0098501	0.00976813	0.580109	0.00654179	17.8673	0.006312246	-3.739219	0.000332514	0.0267825	0.349695	3.62319	0.289271	0.328118	0.137803	0.244808	0.3442396	0.01833678
280	-3287.3	-3300.21	12.9072	3.345055	0.1666314	0.0545386	0.0428241	0.0102132	0.0515724	0.0388243	0.0285334	0.0297536	0.0185316	0.0166431	0.0350302	0.0287135	0.0124614	0.0270699	0.0334043	0.03299343	0.124641	0.00986721	0.567053	0.00505462	0.0240679	0.388697	0.00526002	8.762543	0.04273946	-3.411447	0.000133187	0.0170075	0.291234	3.69162	0.298317	0.308268	0.117822	0.275593	0.1673804	0.2553432
290	-3296.21	-3303.87	7.66633	3.30162	0.1470817	0.0618674	0.0324115	0.0207905	0.0455582	0.0377818	0.0294867	0.0202707	0.012423	0.0136325	0.0220749	0.0208307	0.00666072	0.0113758	0.00686198	0.02458665	-0.3208657	0.0122875	0.516732	0.0056759	0.016736	0.446241	0.00232806	16.40683	0.4513395	-3.705552	4.42051e-05	0.00982592	0.233007	3.75712	0.295903	0.28362	0.14067	0.279807	0.1304738	3.459234
300	-3284.74	-3295.89	11.1542	3.30162	0.1717897	0.0544496	0.0363842	0.0201528	0.0666418	0.0260891	0.0214896	0.0157028	0.0257233	0.0467082	0.0165675	0.0151233	0.0114589	0.0153961	0.0191532	0.02177037	-0.3204261	0.0109017	0.582323	0.00475698	0.00571114	0.394414	0.00189306	13.60838	0.3603792	-3.827206	0.000170856	0.0192475	0.306172	3.67441	0.287193	0.317477	0.127307	0.268023	0.03995309	9.020059
310	-3286.09	-3300.43	14.3351	3.327231	0.1727176	0.0224372	0.0408444	0.0248001	0.0433192	0.0192899	0.0224327	0.0316695	0.0435448	0.0198047	0.0198256	0.0148004	0.0210198	0.0245177	0.014125	0.0315981	-0.1092537	0.00878282	0.543523	0.00424819	0.00638116	0.432506	0.00455836	20.44476	0.1649979	-3.454658	0.000178401	0.019665	0.308836	3.67132	0.267108	0.331851	0.131816	0.269226	0.0557442	2.959912
320	-3287.49	-3298.44	10.9474	3.167205	0.1935461	0.0552482	0.0244017	0.0287222	0.0522463	0.0283334	0.0204105	0.0171653	0.0373958	0.0367631	0.0240871	0.0753876	0.0176186	0.0512173	0.0309078	0.03799363	-0.1522803	0.0106082	0.486323	0.00330057	0.00748143	0.490727	0.00155953	10.62171	0.1983894	-3.270337	0.000421945	0.0301371	0.366605	3.60284	0.290383	0.305837	0.129051	0.274729	0.04610909	4.302609
330	-3291.78	-3300.9	9.12017	3.147489	0.205955	0.0836449	0.0270254	0.0168065	0.0449753	0.0184317	0.0197441	0.0100231	0.014731	0.0382746	0.0242822	0.0169116	0.0174702	0.0573259	0.00519776	0.02498113	0.2336905	0.0107177	0.468472	0.00950055	0.0130795	0.495525	0.00270531	12.96164	0.09753294	-3.689634	0.000648566	0.0372801	0.39902	3.56305	0.282034	0.27431	0.165144	0.278512	0.3312234	0.2944627
340	-3294.22	-3306.7	12.4735	3.147489	0.189447	0.0601693	0.0303635	0.0130153	0.0591606	0.0105585	0.0194644	0.0163841	0.0139124	0.0208446	0.037986	0.0140666	0.0163678	0.0435217	0.0387516	0.02466833	0.09141285	0.00910002	0.596529	0.00262431	0.00982143	0.37511	0.00681499	10.71666	0.1022159	-3.702235	0.000361572	0.0279179	0.355559	3.61616	0.305999	0.301781	0.119248	0.272973	0.1936287	0.5278963
350	-3289.76	-3300.9	11.1415	3.3594	0.2042251	0.0651361	0.0325318	0.0168044	0.0786132	0.0190963	0.0369453	0.00730042	0.0191448	0.00619821	0.0240046	0.031487	0.0239338	0.0262414	0.0294306	0.02584031	-0.09503016	0.0209473	0.455643	0.0012312	0.0164191	0.499525	0.00623503	10.429	0.1124811	-3.655819	0.000612761	0.036248	0.394595	3.56854	0.308428	0.294992	0.138031	0.25855	0.01745094	6.445562
360	-3290.57	-3300.53	9.95921	2.755628	0.1727272	0.0678929	0.0392014	0.0219859	0.0441239	0.0427805	0.0309314	0.0235621	0.0137743	0.0125254	0.0153782	0.0281186	0.0304668	0.0261006	0.0203743	0.01946453	0.2898065	0.00989631	0.506438	0.00413206	0.0147736	0.45705	0.00770986	9.690603	0.09417909	-3.939162	0.000178481	0.0196694	0.308863	3.67129	0.306728	0.310221	0.117111	0.26594	0.3839856	0.2452673
370	-3287.42	-3303.76	16.3415	2.562083	0.2162002	0.0489215	0.0471811	0.0286333	0.0348955	0.0175227	0.0258764	0.0127102	0.0220068	0.0275319	0.041141	0.0215462	0.0280514	0.0152237	0.0129609	0.02582106	0.06690294	0.00970306	0.589845	0.00734292	0.0136193	0.372053	0.00743621	9.454725	0.04176472	-3.656565	0.000891053	0.0436128	0.424603	3.53089	0.285329	0.290878	0.127	0.296793	0.1086677	0.3843344
380	-3288.5	-3299.6	11.1012	2.981142	0.1855839	0.0356197	0.0366771	0.025163	0.064122	0.0164858	0.0349069	0.0162586	0.0205914	0.0124791	0.0801724	0.0309051	0.0195435	0.009445	0.0337299	0.02421172	0.08464507	0.0158552	0.515204	0.00495349	0.0159857	0.43529	0.0127117	10.50079	0.1049795	-3.720919	0.000310652	0.0258947	0.345	3.62879	0.298432	0.305347	0.139504	0.256717	0.1896246	0.5536177
390	-3287.55	-3302	14.4518	2.761911	0.153787	0.0323981	0.0514635	0.0196261	0.0661187	0.0281317	0.0287123	0.013453	0.0202603	0.0461157	0.0204094	0.0152832	0.0133478	0.0191155	0.0409455	0.02771497	0.1326473	0.0194551	0.460945	0.00323503	0.00642012	0.497724	0.0122212	10.5526	0.01090497	-3.585783	6.66058e-05	0.0120501	0.253217	3.73467	0.331222	0.282072	0.13177	0.254935	0.1435523	0.07596515
400	-3285.72	-3301.12	15.4026	2.761911	0.1869437	0.0451979	0.0297683	0.0196261	0.0528427	0.0238848	0.0329883	0.0132652	0.022289	0.0160852	0.0324576	0.0325046	0.0287073	0.018711	0.034356	0.02925013	0.2747738	0.0185768	0.458211	0.00221044	0.00378023	0.512514	0.00470663	8.709495	0.004235032	-3.531871	0.000327936	0.0265991	0.348733	3.62434	0.270497	0.313363	0.144223	0.271918	0.2790089	0.01517884
410	-3286.47	-3301.99	15.5175	3.136783	0.1789242	0.0660036	0.0358607	0.017952	0.0427252	0.0137998	0.0296514	0.0069126	0.0437713	0.0196379	0.0350936	0.0142607	0.0283672	0.0137695	0.0331812	0.02536742	0.04932746	0.0163224	0.645733	0.00070091	0.0119566	0.311297	0.0139901	6.750389	0.004421636	-3.67429	0.000235467	0.0225696	0.326467	3.65073	0.290092	0.312045	0.124076	0.273787	0.0537491	0.08226438
420	-3280.18	-3297.44	17.2578	3.136783	0.1756897	0.0234488	0.0278467	0.017952	0.0466418	0.015948	0.0167898	0.0102621	0.0195374	0.00969367	0.022461	0.0230303	0.0174324	0.0188394	0.0593873	0.01841695	0.009197795	0.0210292	0.585077	0.00115208	0.00509722	0.380993	0.0066516	11.63586	0.01545525	-3.994484	0.000204259	0.0210319	0.31732	3.66144	0.279586	0.30418	0.140401	0.275833	0.02465304	0.6269103
430	-3282.04	-3297.97	15.9304	3.820506	0.1836209	0.0204097	0.0280365	0.0214142	0.0457156	0.0250665	0.0226713	0.0169435	0.0191597	0.0197234	0.00975303	0.0146721	0.0126169	0.0195055	0.0268605	0.01973906	-0.09894764	0.0164653	0.500103	0.000912677	0.00971672	0.472017	0.00078543	20.06045	0.2575916	-3.925156	0.000286888	0.0248928	0.33958	3.63524	0.301784	0.298632	0.137623	0.26196	0.158644	1.623709
440	-3280.91	-3298.27	17.3501	3.567513	0.1658444	0.0114564	0.0242821	0.0198748	0.0305677	0.026327	0.0180774	0.0199762	0.0224505	0.0149765	0.0227842	0.0385681	0.0130222	0.0227683	0.00707889	0.01552602	-0.2545373	0.0176065	0.489652	0.00528143	0.0116977	0.474702	0.0010605	27.96171	0.2592538	-4.165238	0.000128046	0.016678	0.288937	3.69426	0.282597	0.299247	0.145772	0.272384	0.00471644	54.96811
450	-3281.16	-3296.05	14.885	3.573106	0.1507858	0.0142312	0.0231477	0.0153298	0.0325925	0.034138	0.0176312	0.0149662	0.0475961	0.02329	0.0211296	0.0376497	0.0168603	0.0227683	0.0196891	0.02690243	0.1393724	0.01216	0.58247	0.00191143	0.00654535	0.393447	0.00346624	27.24108	0.1022624	-3.615539	5.5691e-05	0.0110232	0.244195	3.74473	0.30287	0.300713	0.131712	0.264705	0.2416348	0.4232104
460	-3285.11	-3299.74	14.6326	3.573106	0.1806768	0.0156998	0.0350833	0.0148458	0.0324466	0.0360765	0.0273041	0.0201173	0.0201149	0.0480773	0.0187649	0.00732698	0.0128257	0.0119485	0.0183776	0.02375153	0.06473689	0.0169078	0.525658	0.00251226	0.00504896	0.442189	0.00768382	20.10708	0.05778804	-3.740108	0.000253784	0.0234242	0.331384	3.64494	0.303364	0.27859	0.133546	0.284499	0.1225249	0.4716431
470	-3283.99	-3299.28	15.2842	3.573106	0.1621272	0.0153777	0.0333099	0.0166648	0.0502349	0.017289	0.0197215	0.00927566	0.0142451	0.045843	0.00815927	0.0200981	0.0173504	0.025851	0.00744432	0.01832933	-0.08396	0.0109663	0.565342	0.00382123	0.00798076	0.39699	0.0148989	28.37316	0.09405109	-3.999253	0.000105771	0.0151667	0.278027	3.7067	0.322128	0.290256	0.118456	0.26916	0.01009109	9.320212
480	-3287.79	-3301.05	13.2641	3.645226	0.1721314	0.0225675	0.0322058	0.0154426	0.0503936	0.0202872	0.021219	0.00930581	0.0258282	0.0114042	0.0131059	0.0537795	0.0173504	0.0237526	0.00504854	0.0201449	0.1669717	0.00863383	0.533941	0.0126466	0.00770985	0.420387	0.0166815	21.84278	0.08717417	-3.904804	0.000173606	0.0194007	0.307153	3.67327	0.302969	0.293259	0.121654	0.282117	0.2541459	0.3430084
490	-3294.6	-3309.36	14.7567	3.766735	0.2013311	0.0173915	0.0213477	0.0144372	0.0270554	0.0134303	0.0269516	0.0180996	0.0529281	0.012222	0.0160185	0.0240519	0.0205248	0.0510691	0.0194533	0.02041756	-0.3694124	0.0122619	0.473349	0.0157669	0.00352057	0.4876	0.00750177	17.85668	0.4003993	-3.89136	0.000556009	0.0345469	0.387123	3.57777	0.326797	0.306855	0.12502	0.241328	0.03098683	12.92159
500	-3291.15	-3302.61	11.4584	3.724603	0.1746183	0.015354	0.0288765	0.0142706	0.0422844	0.0123331	0.0209437	0.00914402	0.0316865	0.0557879	0.0251367	0.0148557	0.0174154	0.0554645	0.0789027	0.02984143	0.03897391	0.0144512	0.466857	0.0142295	0.00696009	0.491458	0.00604358	10.29258	0.03486798	-3.511857	0.000194636	0.020534	0.31427	3.665	0.302228	0.284227	0.148214	0.265331	0.07384189	0.4721978
510	-3290.97	-3300.13	9.15323	3.262179	0.1855397	0.0283117	0.0356695	0.01962	0.0593966	0.00974583	0.0183275	0.0146875	0.0601777	0.0366269	0.0283748	0.0314921	0.0200638	0.0599153	0.0333385	0.02868093	-0.0198321	0.0120402	0.603867	0.00345962	0.00471523	0.368418	0.00750002	11.66245	0.2654007	-3.551523	0.000310102	0.0258719	0.344878	3.62894	0.304705	0.293456	0.123091	0.278748	0.2455686	1.08076
520	-3289.68	-3303.4	13.7189	3.11533	0.1430741	0.0362602	0.0366711	0.030972	0.0447373	0.00974583	0.0182875	0.0230452	0.0228788	0.0141762	0.0254358	0.0202779	0.0228766	0.0252259	0.0746941	0.02118574	-0.008995196	0.0128943	0.570659	0.00306344	0.00842164	0.398771	0.0061911	11.66772	0.03391015	-3.854427	3.39684e-05	0.008618	0.220848	3.7705	0.29294	0.283146	0.132873	0.29104	0.02491496	1.361036
530	-3286.13	-3299.57	13.4401	2.953422	0.1742658	0.0362602	0.0305079	0.0301188	0.0313579	0.0297925	0.0236722	0.0123744	0.0253595	0.0199444	0.083253	0.0294184	0.031879	0.031142	0.0198955	0.0325181	0.104971	0.0112056	0.524247	0.00499216	0.0133542	0.437541	0.00866019	12.91178	0.02058196	-3.425958	0.000191545	0.0203715	0.313265	3.66617	0.283625	0.303727	0.131557	0.281091	0.125553	0.1639305
540	-3290.41	-3301	10.5893	2.953422	0.1684403	0.0686443	0.0445391	0.0260279	0.0410096	0.0219637	0.038878	0.0093967	0.0402355	0.0182032	0.066677	0.0268476	0.0317431	0.0247905	0.0370438	0.03080239	0.05074039	0.0126516	0.489618	0.00705977	0.00609057	0.475068	0.00951247	8.560851	0.1276165	-3.480163	0.000145596	0.0177772	0.296496	3.68558	0.284611	0.30331	0.14421	0.26787	0.1783569	0.715512
550	-3284.01	-3299.89	15.8847	2.953422	0.2073441	0.036465	0.0270546	0.0290797	0.0403099	0.0135696	0.0150791	0.00968788	0.0389326	0.0294473	0.0236067	0.0327263	0.0273597	0.0217396	0.0341406	0.02647693	0.1585406	0.0149895	0.526134	0.000416455	0.0109425	0.438737	0.0087811	10.3114	0.0175636	-3.631482	0.000678358	0.0381169	0.402552	3.55865	0.290408	0.303107	0.130117	0.276368	0.1761042	0.09973412
560	-3286.41	-3300.95	14.5359	3.033492	0.1842971	0.0183311	0.0322125	0.0194086	0.0391164	0.0185921	0.0160997	0.0128515	0.0326276	0.00941347	0.0162718	0.0236041	0.0234653	0.0578332	0.00710215	0.02009896	0.02892555	0.0139106	0.486363	0.000206344	0.00539786	0.477897	0.0162252	21.15506	0.1181993	-3.907087	0.000294918	0.0252359	0.341451	3.63302	0.29878	0.310403	0.1414	0.249417	0.1471248	0.8033945
570	-3284.53	-3300.2	15.6714	2.977648	0.1921426	0.0152491	0.0415525	0.0187546	0.034047	0.0264487	0.0223217	0.0147753	0.0257724	0.0272035	0.0148069	0.053572	0.0165743	0.0165479	0.0135918	0.02580106	-0.1211895	0.0103331	0.45956	0.00237521	0.00624728	0.508129	0.0133553	21.55776	0.1489508	-3.65734	0.000400515	0.0293691	0.362841	3.60739	0.294432	0.307475	0.14709	0.251004	0.02776126	5.365419
