Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
522	0	-18.1625	0	-18.1625	10.09001	66.3296	0.131753	0.179419	0.191761	0.479413	0.358441	0.146091	0.0725905	0.273075	0.107525	0.190733	0.2399	0.0815668	0.312655	0.187311	0.2154899	-0.05943893	0.109401	0.250648	0.0436213	0.255936	0.258684	0.0817109	13.65155	0.07640647	-1.534841	0.848528	0.955945	1.03545	1.16008	0.331588	0.0319253	0.488247	0.14824	0.01696754	4.503096
523	1	-22.4709	0	-22.4709	11.63312	4.102909	0.0865089	0.248692	0.246326	0.426888	0.116718	0.387904	0.442547	0.0864147	0.22385	0.113946	0.135844	0.116759	0.357248	0.125138	0.2075891	-0.006512059	0.188773	0.0195617	0.40893	0.16562	0.00789231	0.209223	46.85117	0.1237554	-1.572195	0.459928	0.778694	1.08437	1.67701	0.312756	0.359372	0.280172	0.0477001	0.1172434	1.055543
524	0	-21.6453	0	-21.6453	8.576864	69.20327	0.228443	0.0996035	0.186751	0.656093	0.24408	0.0761806	0.119403	0.420142	0.115855	0.185992	0.122351	0.109709	0.187607	0.261518	0.2333653	-0.05861062	0.336232	0.23075	0.0193766	0.148112	0.0966055	0.168924	31.85658	0.1067538	-1.45515	0.851606	0.956953	1.0348	1.15665	0.0909164	0.380541	0.193098	0.335445	0.04814317	2.217423
525	1	-12.7444	0	-12.7444	3.465878	5.254997	0.0841735	0.192568	0.27934	0.35998	0.116553	0.261589	0.2363	0.218327	0.198568	0.0447728	0.171789	0.186965	0.385244	0.166402	0.1999544	0.04839478	0.139348	0.0175712	0.52066	0.114073	0.00752018	0.200828	5.754368	0.04779659	-1.609666	0.512336	0.809824	1.08283	1.59501	0.717767	0.164939	0.105089	0.0122045	0.09619136	0.4968906
526	0	-26.3873	0	-26.3873	21.98167	93.81446	0.272032	0.0774105	0.267539	0.657336	0.222602	0.124656	0.0764453	0.425753	0.244059	0.141474	0.127332	0.0984323	0.121524	0.254097	0.1637416	-0.04234596	0.259102	0.319973	0.0249953	0.104777	0.1042	0.186953	28.28055	0.08383603	-1.809466	0.871986	0.963504	1.03041	1.1341	0.46717	0.0495616	0.0939009	0.389367	0.04149007	2.020629
527	1	-16.7077	0	-16.7077	8.440864	5.05696	0.137625	0.237073	0.243469	0.204342	0.141174	0.489342	0.396645	0.156475	0.188994	0.0677082	0.195031	0.260153	0.301035	0.163189	0.2169518	0.0852433	0.0811542	0.0406224	0.416585	0.239385	0.00839104	0.213862	10.59268	0.03774449	-1.52808	0.504426	0.805312	1.0832	1.60706	0.755237	0.0963933	0.130163	0.0182067	0.1229878	0.3068962
528	0	-20.963	0	-20.963	24.74934	90.32797	0.312432	0.110773	0.206226	0.355385	0.179932	0.0944259	0.151621	0.421143	0.118479	0.107635	0.152655	0.0893694	0.0974345	0.177813	0.1335216	-0.01170588	0.570975	0.190205	0.033032	0.0544577	0.106371	0.044959	26.18413	0.06233827	-2.013492	0.869605	0.962749	1.03093	1.13672	0.138521	0.489176	0.103716	0.268587	0.05063239	1.231193
529	1	-22.8046	0	-22.8046	13.72237	4.274345	0.169167	0.208828	0.436151	0.284909	0.0884861	0.297034	0.238972	0.152733	0.15409	0.0827994	0.225872	0.283423	0.293017	0.100399	0.2280869	0.00613244	0.0504839	0.0603818	0.556042	0.0665385	0.00268839	0.263865	37.06614	0.03946483	-1.478029	0.468826	0.784192	1.08427	1.66271	0.87382	0.0744564	0.0278803	0.0238435	0.04559727	0.8655086
530	0	-20.2841	0	-20.2841	35.16061	105.0246	0.431248	0.233484	0.218949	0.164032	0.146947	0.0994498	0.220441	0.395545	0.100227	0.0810401	0.1689	0.0873393	0.112137	0.138597	0.1834618	-0.003391795	0.273806	0.11258	0.134358	0.147783	0.237594	0.093879	36.19422	0.03456231	-1.695749	0.878836	0.965657	1.0289	1.1266	0.45611	0.34935	0.123634	0.0709063	0.03117051	1.108814
531	1	-23.1014	0	-23.1014	19.4166	3.965177	0.0983399	0.223736	0.614424	0.25226	0.120164	0.175026	0.124811	0.229882	0.215774	0.102923	0.249763	0.207423	0.381776	0.18579	0.1847267	-0.004797246	0.148185	0.0674624	0.36536	0.283996	0.0043516	0.130645	35.69206	0.04842197	-1.688878	0.452439	0.773996	1.08441	1.68916	0.185796	0.118252	0.475064	0.220888	0.04362472	1.109966
532	0	-21.8879	0	-21.8879	38.06135	116.6652	0.179817	0.182846	0.273011	0.109009	0.125512	0.0951414	0.137229	0.528828	0.120696	0.0863486	0.195823	0.139516	0.0968623	0.0835788	0.1666078	-0.002126184	0.296097	0.0922138	0.148772	0.209719	0.19905	0.0541485	42.97779	0.02279657	-1.792113	0.884893	0.967542	1.02756	1.12	0.137082	0.467345	0.252705	0.142868	0.02067039	1.102861
533	1	-25.5685	0	-25.5685	20.10646	5.259971	0.0667988	0.197354	0.760285	0.260445	0.186337	0.185654	0.156086	0.291178	0.180245	0.113608	0.168	0.232445	0.480129	0.118965	0.1883813	0.008869687	0.209179	0.0898808	0.164431	0.251328	0.00748145	0.2777	26.1557	0.06528158	-1.669287	0.512529	0.809934	1.08282	1.59472	0.354544	0.234788	0.145182	0.265486	0.07415127	0.8803839
534	0	-18.0079	0	-18.0079	32.95954	146.5579	0.173014	0.17732	0.213174	0.0939137	0.114691	0.168433	0.110034	0.341436	0.127256	0.0989873	0.18394	0.18616	0.137212	0.0950053	0.1502637	0.001052995	0.315864	0.0351893	0.378731	0.0967663	0.130784	0.0426649	44.66796	0.01460856	-1.895363	0.897042	0.971267	1.02483	1.10686	0.251616	0.0224291	0.174434	0.551521	0.01566156	0.9327656
535	1	-26.5855	0	-26.5855	6.500463	4.448946	0.0925501	0.255618	0.81532	0.626153	0.232849	0.222005	0.178239	0.599187	0.0990485	0.247396	0.22659	0.161904	0.363303	0.102862	0.2266606	0.0383064	0.168801	0.304824	0.158264	0.144846	0.00775596	0.21551	38.15514	0.02300547	-1.484302	0.477444	0.789431	1.0841	1.64902	0.0741897	0.513848	0.108478	0.303484	0.06131187	0.3752204
536	0	-21.0217	0	-21.0217	25.10334	133.0617	0.182762	0.252469	0.237799	0.156546	0.254491	0.113796	0.146951	0.398404	0.189006	0.161937	0.291582	0.19208	0.119229	0.270652	0.1988338	-0.03445427	0.29452	0.123408	0.102987	0.161463	0.280295	0.0373273	30.15705	0.04006237	-1.615286	0.892058	0.969748	1.02596	1.11224	0.178553	0.0405843	0.434882	0.345981	0.005608107	7.143654
537	1	-27.155	0	-27.155	13.35546	4.599139	0.191673	0.259221	0.829152	0.764236	0.172291	0.266586	0.141636	0.549663	0.157057	0.196621	0.216982	0.307579	0.354565	0.0843443	0.3104765	0.02456883	0.248538	0.402693	0.147645	0.125202	0.0170856	0.0588368	17.77646	0.009737835	-1.169647	0.484526	0.793674	1.08392	1.63788	0.0885809	0.52662	0.329929	0.0548708	0.03430666	0.2838468
538	0	-19.3714	0	-19.3714	12.17075	142.3764	0.211573	0.111043	0.190593	0.246876	0.184436	0.0934519	0.325126	0.308134	0.174301	0.139956	0.290473	0.342692	0.147741	0.269115	0.1757496	-0.01444103	0.116028	0.0820895	0.181502	0.0434979	0.507912	0.0689712	25.94567	0.01899586	-1.738695	0.895573	0.970821	1.02517	1.10844	0.156403	0.131666	0.227826	0.484104	0.004554837	4.170481
539	1	-30.4424	0	-30.4424	30.6656	6.080112	0.167156	0.354765	0.796587	0.676066	0.301453	0.277608	0.0942922	0.343726	0.168471	0.140167	0.3052	0.213541	0.2222	0.08481	0.2170448	0.0194095	0.161295	0.341951	0.234857	0.139649	0.0267911	0.0954576	42.14239	0.01111368	-1.527652	0.54157	0.825968	1.08108	1.55138	0.194795	0.46154	0.155488	0.188177	0.03052318	0.3641062
540	0	-18.5021	0	-18.5021	13.28982	158.0538	0.340757	0.161886	0.280494	0.349994	0.2474	0.103453	0.255485	0.147813	0.13204	0.221452	0.372071	0.369539	0.175276	0.163552	0.210471	-0.009870486	0.072858	0.146181	0.178267	0.0431238	0.344542	0.215028	17.65908	0.01988265	-1.558407	0.900782	0.972399	1.02399	1.10283	0.186491	0.504166	0.259782	0.0495613	0.01001217	1.985849
541	1	-19.9384	0	-19.9384	10.95471	7.367082	0.214216	0.398352	0.410554	0.463035	0.144691	0.45099	0.119749	0.410236	0.178981	0.173746	0.304794	0.121904	0.187664	0.178051	0.2549311	0.002268635	0.145403	0.147941	0.527719	0.13775	0.0319308	0.009256	12.64789	0.0243704	-1.366762	0.578083	0.845027	1.0781	1.49879	0.243472	0.131975	0.441327	0.183226	0.02663903	0.9148379
542	0	-18.7073	0	-18.7073	9.670557	161.8262	0.221031	0.178019	0.368526	0.707419	0.215277	0.118594	0.072185	0.234842	0.107057	0.195722	0.300177	0.304185	0.148274	0.205108	0.2364274	-0.005541098	0.0609441	0.0432861	0.337343	0.0329993	0.274427	0.251	9.921863	0.02113989	-1.442114	0.901922	0.972743	1.02373	1.10161	0.501076	0.46258	0.00938267	0.0269623	0.01559879	1.355226
543	1	-15.902	0	-15.902	4.817461	5.610316	0.187657	0.264811	0.266136	0.314297	0.132169	0.262206	0.150728	0.391654	0.331443	0.10684	0.341045	0.131341	0.181009	0.113748	0.2750055	-0.03231978	0.0966547	0.352498	0.394986	0.145168	0.00759807	0.00309541	7.503779	0.04599619	-1.290964	0.525608	0.817255	1.08211	1.57503	0.291799	0.0795359	0.572996	0.0556691	0.01367641	3.363177
544	0	-20.622	0	-20.622	12.23384	190.4935	0.162268	0.17085	0.157196	0.725641	0.182972	0.106877	0.0948168	0.203151	0.155734	0.267413	0.257907	0.448499	0.353224	0.163369	0.2354003	-0.03590244	0.0175156	0.0154256	0.276892	0.117254	0.37535	0.197563	14.88795	0.04641451	-1.446468	0.909465	0.975001	1.022	1.09353	0.320604	0.141355	0.283698	0.254344	0.01051207	4.415355
545	1	-20.4471	0	-20.4471	3.842342	4.973918	0.221388	0.163206	0.323829	0.505137	0.281152	0.0990305	0.285712	0.500861	0.312751	0.0831748	0.122675	0.273394	0.293723	0.0934396	0.2295774	-0.02540619	0.0201074	0.408549	0.37368	0.131668	0.0627221	0.00327398	13.63107	0.04385042	-1.471515	0.500991	0.803333	1.08335	1.61233	0.124543	0.00303414	0.0273316	0.845091	0.01844424	2.37746
546	0	-20.8586	0	-20.8586	26.90363	247.5029	0.126072	0.223387	0.0845632	0.491622	0.123675	0.179158	0.107551	0.123543	0.247784	0.182091	0.223987	0.35812	0.229952	0.195204	0.1834297	-0.01093605	0.0268255	0.077023	0.303577	0.245224	0.188504	0.158847	38.06033	0.04196122	-1.695924	0.920399	0.978225	1.01947	1.08191	0.0645395	0.251515	0.177857	0.506088	0.03102517	1.352489
547	1	-21.6239	0	-21.6239	10.39562	5.265205	0.135709	0.26404	0.227781	0.528767	0.274084	0.0622289	0.28811	0.714988	0.24849	0.103094	0.142929	0.205065	0.157296	0.165873	0.187603	-0.129067	0.0321227	0.376272	0.226826	0.233522	0.121455	0.00980159	34.41645	0.1883327	-1.673427	0.512733	0.810049	1.08281	1.59441	0.0114929	0.00406338	0.280418	0.704026	0.05926567	3.17777
548	0	-23.3118	0	-23.3118	22.98318	200.9068	0.0896592	0.163377	0.096749	0.828605	0.23076	0.211952	0.115819	0.14936	0.141556	0.131721	0.331811	0.411569	0.117366	0.172538	0.2011314	-0.014056	0.0180312	0.0829501	0.361478	0.28019	0.18751	0.069841	26.23316	0.1015544	-1.603797	0.911801	0.975694	1.02146	1.09104	0.0164089	0.660007	0.188989	0.134595	0.08749839	1.160643
549	1	-22.8117	0	-22.8117	12.13465	6.083348	0.129132	0.534718	0.264253	0.260832	0.176596	0.0637574	0.44374	0.521274	0.205029	0.136529	0.238542	0.147658	0.264474	0.235854	0.1860492	-0.1070617	0.114451	0.261564	0.195442	0.145277	0.260979	0.0222871	18.90814	0.1203297	-1.681744	0.541674	0.826025	1.08107	1.55123	0.416227	0.0464644	0.305723	0.231586	0.01326793	9.069211
550	0	-27.364	0	-27.364	10.0941	204.1281	0.08625	0.105922	0.0701855	1.02184	0.228356	0.293942	0.116322	0.178927	0.133575	0.210423	0.618956	0.466312	0.105884	0.227536	0.2171602	-0.1122261	0.0820144	0.171259	0.179721	0.451399	0.0527725	0.0628341	12.97525	0.1899752	-1.52712	0.912487	0.975898	1.0213	1.09031	0.364938	0.0490716	0.475736	0.110255	0.0777491	2.443439
551	1	-25.6968	0	-25.6968	12.10277	6.751366	0.161162	0.401571	0.168632	0.240333	0.212867	0.11554	0.260377	0.439273	0.27169	0.137253	0.269164	0.362526	0.452119	0.183209	0.2455345	-0.1046864	0.355799	0.0849363	0.118191	0.218362	0.135589	0.0871232	36.15861	0.1269432	-1.404318	0.561767	0.836656	1.07953	1.52204	0.306919	0.107654	0.403212	0.182215	0.02225681	5.703568
552	0	-27.0826	0	-27.0826	10.97063	186.6331	0.10589	0.147047	0.0594912	0.551991	0.37661	0.373183	0.207537	0.156732	0.342214	0.20609	0.496195	0.444512	0.0837827	0.347409	0.2019915	-0.09052846	0.0948839	0.170425	0.187439	0.315014	0.165898	0.0663406	26.42074	0.1514544	-1.59953	0.90855	0.974728	1.02221	1.09451	0.473357	0.195958	0.144049	0.186636	0.0609259	2.485878
553	1	-19.7419	0	-19.7419	9.53701	8.239957	0.161861	0.352465	0.251076	0.334021	0.191347	0.300941	0.318325	0.313271	0.211642	0.272425	0.221721	0.545474	0.533964	0.227095	0.2315325	-0.01162039	0.171901	0.144564	0.0635525	0.238881	0.201729	0.179372	11.11775	0.03820936	-1.463035	0.598321	0.855099	1.0761	1.47048	0.0116178	0.230651	0.647512	0.11022	0.02658897	1.437038
554	0	-29.3482	0	-29.3482	26.57103	281.9055	0.0847568	0.259944	0.0482938	0.427681	0.409044	0.265424	0.281559	0.255649	0.433929	0.138854	0.330421	0.324379	0.171899	0.232612	0.2336077	-0.04385502	0.338851	0.0916123	0.144043	0.0880303	0.193737	0.143726	44.17285	0.1022321	-1.454112	0.925341	0.979663	1.01831	1.07669	0.416461	0.369045	0.133773	0.08072	0.05837706	1.751237
555	1	-14.4284	0	-14.4284	1.269445	8.651037	0.201464	0.402264	0.32442	0.215248	0.162204	0.26863	0.306743	0.424562	0.208148	0.742144	0.334704	0.642076	0.348823	0.354419	0.2964422	-0.01385553	0.0747948	0.171407	0.0309908	0.470284	0.13771	0.114813	2.485203	0.07031397	-1.215903	0.606877	0.859256	1.07519	1.45868	0.0778666	0.0403442	0.437127	0.444662	0.05645844	1.245411
556	0	-22.0843	0	-22.0843	28.58183	341.9166	0.22758	0.149971	0.0580991	0.24615	0.237017	0.222743	0.178771	0.278733	0.317176	0.16683	0.295887	0.27694	0.203371	0.0985827	0.1777026	-0.01819743	0.0550677	0.148366	0.277465	0.171538	0.0759808	0.271582	29.48959	0.06164955	-1.727644	0.932119	0.981616	1.01671	1.06955	0.408081	0.0444441	0.0702136	0.477262	0.04345212	1.418793
557	1	-16.4456	0	-16.4456	1.012215	7.012513	0.359148	0.248575	0.497496	0.300682	0.156101	0.233228	0.571897	0.269129	0.311252	0.539623	0.341142	0.798826	0.654601	0.238053	0.317522	-0.1233093	0.023985	0.539894	0.0306582	0.161488	0.139397	0.104578	2.055812	0.1598209	-1.147208	0.56892	0.840354	1.07892	1.5118	0.156728	0.0623353	0.348938	0.431999	0.03651162	4.377262
558	0	-21.8448	0	-21.8448	15.87135	285.5574	0.380935	0.193715	0.0451104	0.14121	0.33679	0.241167	0.176473	0.405063	0.152014	0.151099	0.1065	0.36306	0.262864	0.141192	0.2085544	-0.03952138	0.0573749	0.125026	0.319229	0.147336	0.070081	0.280953	18.07638	0.1747318	-1.567555	0.925814	0.9798	1.0182	1.07619	0.846816	0.0447517	0.0730336	0.0353991	0.1352104	1.292295
559	1	-21.5464	0	-21.5464	2.429564	5.806604	0.56076	0.313988	0.520119	0.252928	0.151514	0.393069	0.519124	0.316927	0.290295	0.445825	0.287821	0.415477	1.07047	0.356581	0.4068034	-0.2389677	0.0244447	0.538949	0.0536236	0.119945	0.180668	0.0823701	2.923091	0.2647554	-0.8994251	0.532482	0.821037	1.08169	1.5648	0.0147742	0.113276	0.342787	0.529163	0.02578774	10.26672
560	0	-18.0534	0	-18.0534	5.182693	255.7088	0.647138	0.217245	0.0942213	0.139061	0.382249	0.32424	0.251773	0.217644	0.264398	0.138115	0.132905	0.361101	0.437703	0.266251	0.2457358	0.05215316	0.0826878	0.0182282	0.311223	0.165855	0.1506	0.271406	7.264245	0.03509665	-1.403498	0.921667	0.978595	1.01917	1.08057	0.0613044	0.185492	0.0938703	0.659334	0.08724982	0.4022548
561	1	-22.0425	0	-22.0425	1.112784	6.191719	0.360384	0.300008	0.284776	0.214339	0.255699	1.25399	0.376928	0.365848	0.26187	0.36181	0.268209	0.435863	0.608497	0.227966	0.2771469	-0.1041126	0.144157	0.292114	0.0445217	0.149211	0.325491	0.044505	6.36773	0.189246	-1.283208	0.545126	0.827877	1.08083	1.54617	0.411809	0.249234	0.283932	0.0550253	0.08513337	2.222935
562	0	-24.7658	0	-24.7658	3.956782	230.7615	0.912505	0.306023	0.132197	0.0949448	0.188303	0.815284	0.415068	0.143975	0.152467	0.205765	0.189756	0.203048	0.585286	0.342961	0.2477382	-0.02078878	0.107871	0.0254054	0.288233	0.154675	0.354104	0.0697123	13.14872	0.08514692	-1.395383	0.917608	0.977407	1.02012	1.08487	0.221847	0.25076	0.0998906	0.427502	0.06435814	1.323017
563	1	-29.2718	0	-29.2718	3.820495	5.663375	0.298686	0.606135	0.533006	0.299077	0.183669	1.31508	0.202748	0.234538	0.154368	0.456486	0.218524	0.457938	0.611949	0.240295	0.2569521	-0.3149106	0.0574137	0.190535	0.139451	0.331883	0.239354	0.0413626	21.50404	0.3986603	-1.358865	0.527496	0.818299	1.082	1.57221	0.478649	0.219569	0.174412	0.12737	0.08374966	4.760142
564	0	-31.1707	0	-31.1707	4.609698	318.124	0.988105	0.241342	0.169889	0.0812776	0.258991	0.539451	0.534947	0.379606	0.14358	0.299137	0.178371	0.221159	0.554672	0.677248	0.306163	0.03708969	0.114566	0.0458754	0.483366	0.0491382	0.0617861	0.245269	46.96003	0.06092433	-1.183638	0.92966	0.98091	1.01729	1.07214	0.318431	0.201246	0.0734901	0.406833	0.09801402	0.6215879
565	1	-31.1749	0	-31.1749	2.220318	6.659093	0.333467	0.725153	0.660182	0.404514	0.282226	2.12029	0.368669	0.146336	0.263511	0.313993	0.162659	0.349989	0.641707	0.184974	0.3856778	-0.4597122	0.0256246	0.138599	0.267301	0.463898	0.0923251	0.0122523	30.75683	0.5111303	-0.9527531	0.559151	0.835293	1.07975	1.52581	0.509274	0.231133	0.041173	0.21842	0.05141816	9.940657
566	0	-33.3733	0	-33.3733	23.15326	299.4748	0.992615	0.0791864	0.238289	0.0880371	0.207115	0.36292	0.314583	0.361351	0.136587	0.310924	0.139223	0.241986	0.635151	0.463845	0.2159349	-0.08642362	0.175523	0.0438079	0.644377	0.0288784	0.0314985	0.0759157	23.40724	0.1349415	-1.532778	0.927533	0.980297	1.01779	1.07437	0.45295	0.0823685	0.106369	0.358313	0.04851785	2.781275
567	1	-37.143	0	-37.143	4.029085	6.292454	0.395512	0.525687	0.41288	0.368772	0.267515	2.56946	0.447923	0.175418	0.210667	0.170575	0.087376	0.123811	0.956353	0.208964	0.2922831	-0.1477977	0.0660499	0.0609336	0.252664	0.342916	0.239914	0.0375233	46.01029	0.2967791	-1.230032	0.548265	0.829552	1.0806	1.54159	0.266963	0.265952	0.268362	0.198724	0.1489814	1.992055
568	0	-30.4273	0	-30.4273	17.55182	302.0118	0.353271	0.0628927	0.29181	0.0682928	0.0846368	0.91176	0.189683	0.418521	0.210429	0.364414	0.206548	0.17422	0.379568	0.474045	0.2050002	-0.02394438	0.263086	0.227421	0.30128	0.0727907	0.0329802	0.102441	17.90139	0.07089286	-1.584744	0.927834	0.980384	1.01772	1.07406	0.399379	0.223053	0.13702	0.240548	0.04694848	1.510014
569	1	-43.8261	0	-43.8261	8.748219	6.159423	0.384509	0.566265	0.84468	0.3794	0.284541	1.93523	0.439831	0.219436	0.221321	0.454918	0.0962979	0.0954399	1.25874	0.136135	0.3302066	0.02803765	0.160199	0.0661648	0.200052	0.242005	0.20595	0.125628	47.13689	0.1815556	-1.108037	0.544106	0.827331	1.0809	1.54766	0.0284432	0.0515982	0.859564	0.0603948	0.2095932	0.8662282
570	0	-21.2243	0	-21.2243	9.945488	285.9719	0.222672	0.165163	0.232873	0.104333	0.144076	0.44776	0.184682	0.240398	0.298792	0.283959	0.294457	0.469316	0.26951	0.73369	0.2341049	0.0254815	0.208128	0.34975	0.275311	0.0766043	0.0187652	0.0714412	10.99856	0.04154298	-1.451986	0.925867	0.979815	1.01819	1.07613	0.164363	0.120936	0.166677	0.548024	0.06702448	0.619818
571	1	-35.3504	0	-35.3504	3.673476	5.80405	0.427851	0.544833	0.650767	0.182493	0.464303	1.67852	0.548473	0.389588	0.20047	0.439637	0.0986349	0.175707	1.10288	0.142691	0.3199465	-0.1135555	0.0918147	0.0642923	0.384495	0.243618	0.103368	0.112412	43.17056	0.1572028	-1.139601	0.532394	0.820989	1.08169	1.56492	0.0141745	0.319826	0.629181	0.0368184	0.04364739	3.601655
572	0	-17.3143	0	-17.3143	3.867283	359.6448	0.259679	0.0702503	0.285008	0.114693	0.296313	0.289743	0.196182	0.222694	0.373313	0.260855	0.221945	0.432839	0.240558	0.4984	0.2515011	-0.06723153	0.317876	0.497728	0.0697198	0.0370389	0.0263219	0.0513153	4.484756	0.1656253	-1.380308	0.933792	0.982095	1.01632	1.0678	0.314967	0.276614	0.322764	0.0856548	0.09839379	1.68329
573	1	-36.8001	0	-36.8001	9.606999	6.390162	0.203563	0.788324	0.469208	0.351533	0.189697	2.32799	0.598494	0.303238	0.402698	0.245441	0.257105	0.137979	1.1197	0.155039	0.3497577	-0.0939182	0.199499	0.0671943	0.1917	0.158295	0.146481	0.23683	15.32978	0.1583413	-1.050515	0.551246	0.831135	1.08037	1.53725	0.0435898	0.133935	0.547758	0.274717	0.06442314	2.457833
574	0	-16.2245	0	-16.2245	2.582629	526.8594	0.194772	0.0723262	0.245578	0.185087	0.360367	0.253812	0.288879	0.186177	0.327594	0.247343	0.211661	0.490923	0.290917	0.632234	0.299244	0.09461747	0.178486	0.482264	0.0987027	0.107192	0.0639387	0.0694164	2.982906	0.09086429	-1.206496	0.945178	0.985318	1.0136	1.05591	0.0833516	0.316678	0.30736	0.29261	0.1854818	0.4898826
575	1	-39.0877	0	-39.0877	11.53821	5.670326	0.280252	0.86487	0.734226	0.347126	0.164788	1.519	0.578754	0.383408	0.349382	0.145925	0.160379	0.102575	0.804836	0.321565	0.2925688	0.02519462	0.205326	0.0435691	0.114918	0.373045	0.102739	0.160403	29.1115	0.07696653	-1.229055	0.527742	0.818434	1.08198	1.57184	0.345509	0.165503	0.0679301	0.421058	0.1021612	0.7533835
576	0	-14.5503	0	-14.5503	1.849574	726.5793	0.311917	0.116354	0.305168	0.200473	0.382815	0.469866	0.398992	0.193472	0.327261	0.320161	0.235514	0.463388	0.225673	0.365518	0.2727134	0.1904322	0.240719	0.509307	0.118298	0.0339511	0.0568871	0.040837	2.681999	0.06827065	-1.299334	0.953245	0.987565	1.01165	1.04754	0.0458035	0.332551	0.106939	0.514706	0.2587028	0.2638961
577	1	-43.4955	0	-43.4955	13.80261	4.451876	0.249752	0.684327	1.58659	0.341693	0.175083	2.04188	1.17962	0.425083	0.385435	0.307928	0.285427	0.161066	1.29626	0.524403	0.4207616	0.09854351	0.54011	0.033717	0.0522585	0.0983095	0.114362	0.161242	39.46692	0.06740483	-0.865689	0.477585	0.789516	1.0841	1.6488	0.196007	0.32306	0.0470307	0.433902	0.1659483	0.4061796
578	0	-18.5056	0	-18.5056	2.701652	650.3292	0.600629	0.195154	0.573217	0.232443	0.405329	0.380001	0.523524	0.224087	0.51803	0.313942	0.363009	0.430971	0.265238	0.343791	0.2886864	0.03120457	0.349354	0.274139	0.214438	0.0947088	0.0188356	0.0485244	2.814731	0.1153208	-1.242414	0.950605	0.986833	1.01229	1.05027	0.0481472	0.124047	0.277902	0.549903	0.1465254	0.7870364
579	1	-38.2021	0	-38.2021	6.452826	4.393415	0.259523	0.669298	1.56454	0.363261	0.21219	0.554008	1.19904	0.421988	0.346598	0.35737	0.335271	0.281208	0.524048	0.375901	0.4277599	-0.01760889	0.504976	0.0123353	0.0509003	0.116813	0.230592	0.0843828	45.28697	0.2490209	-0.8491932	0.47475	0.787802	1.08416	1.65329	0.114578	0.0904806	0.0548689	0.740072	0.231412	1.076093
580	0	-23.316	0	-23.316	5.421094	851.592	0.545609	0.266782	0.385025	0.35401	0.556564	0.462637	0.534343	0.415407	0.357874	0.262256	0.301393	0.225278	0.307827	0.282668	0.3182615	-0.05158231	0.154318	0.292826	0.273145	0.211439	0.0171988	0.0510722	11.74837	0.1344815	-1.144882	0.956784	0.988541	1.01079	1.04389	0.366446	0.0681486	0.475723	0.0896827	0.08289914	1.62223
581	1	-36.5928	0	-36.5928	8.066308	4.767736	0.243732	0.310491	2.18412	0.57086	0.181877	0.337436	1.00393	0.318581	0.441135	0.453266	0.254768	0.637506	0.351287	0.749806	0.3612113	0.06235882	0.268264	0.0191311	0.0758215	0.0706371	0.44192	0.124226	14.00241	0.1021537	-1.018292	0.492135	0.798174	1.08368	1.62601	0.0659086	0.199392	0.0504904	0.684209	0.1645126	0.620948
582	0	-30.7608	0	-30.7608	20.0283	844.8288	0.528474	0.280082	0.2583	0.378104	0.52823	0.630622	0.437403	0.441842	0.219336	0.424409	0.266312	0.150768	0.269121	0.433696	0.427857	0.1212664	0.212591	0.450832	0.162734	0.104506	0.0222649	0.0470728	38.16204	0.0595163	-0.8489662	0.956613	0.988494	1.01083	1.04406	0.274103	0.185377	0.111704	0.428816	0.1807827	0.3292146
583	1	-39.194	0	-39.194	8.029548	3.939077	0.288335	0.375898	1.80323	0.617178	0.206517	0.235889	1.11749	0.320508	0.357406	1.17378	0.477753	0.708354	0.415583	1.16594	0.4947073	0.1224107	0.541528	0.0226126	0.0912095	0.0195162	0.22141	0.103724	13.21423	0.0556337	-0.7037891	0.450984	0.773076	1.08441	1.69153	0.271029	0.313431	0.169356	0.246184	0.1780444	0.312471
584	0	-30.1188	0	-30.1188	7.625296	937.5861	0.289924	0.282965	0.211233	0.259831	0.44148	0.541798	0.181967	0.477319	0.141887	0.567344	0.318574	0.484843	0.195439	0.361751	0.3009072	0.1630657	0.385997	0.318316	0.122931	0.0589411	0.0693191	0.0444965	47.87742	0.07013514	-1.200953	0.958798	0.989094	1.0103	1.04181	0.137966	0.0786604	0.263904	0.519469	0.2332008	0.30075
585	1	-32.1165	0	-32.1165	4.418366	3.899655	0.324899	0.315516	1.2158	0.654961	0.185581	0.198808	1.18044	0.42596	0.290629	0.81015	0.724194	0.345252	0.678091	0.77607	0.4086806	0.1344596	0.206523	0.0707727	0.139358	0.0669411	0.346183	0.170223	8.256843	0.02463507	-0.8948215	0.448763	0.771666	1.0844	1.69517	0.0146915	0.0114001	0.903248	0.07066	0.1590947	0.1548454
