Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
2300	-28.18	0	-28.18	21.26505	3.113442	0.278464	0.359848	0.131307	0.310995	0.217215	0.118876	0.264385	0.325316	0.227065	0.264976	0.113984	1.17246	0.238288	0.469366	0.2087852	0.06070969	0.119679	0.269507	0.024624	0.131387	0.252224	0.202578	29.17974	0.003661523	-1.566449	0.397852	0.737622	1.08302	1.7815	0.317082	0.0712343	0.354659	0.257024	0.06437122	0.05688137
2310	-31.8735	0	-31.8735	36.58889	2.695134	0.633856	0.39041	0.197788	0.646042	0.213756	0.125915	0.312398	0.376032	0.286948	0.278215	0.137697	0.823868	0.321248	0.350552	0.2871236	0.1446962	0.103889	0.189952	0.0487878	0.322833	0.143927	0.190611	42.18719	0.003526715	-1.247842	0.36421	0.713117	1.08053	1.84214	0.371695	0.0215747	0.236095	0.370635	0.1482229	0.02379331
2320	-32.6987	0	-32.6987	38.27574	2.438238	0.302423	0.456946	0.373792	0.434215	0.189991	0.0975631	0.230032	0.207134	0.481092	0.168047	0.138259	0.713597	0.212629	0.32884	0.2665944	0.225457	0.0811823	0.113175	0.090375	0.426134	0.0322857	0.256848	48.19984	0.00300061	-1.322027	0.340522	0.694765	1.07789	1.88682	0.00956845	0.0135941	0.674294	0.302543	0.2284576	0.01313421
2330	-30.6245	0	-30.6245	36.65028	2.399434	0.58136	0.389584	0.269557	0.410142	0.211128	0.237258	0.24877	0.0784022	0.228375	0.251783	0.110564	0.295485	0.299361	0.387846	0.32261	0.1548516	0.0446572	0.131515	0.156909	0.184922	0.0231106	0.458886	43.00891	0.004119925	-1.131311	0.33671	0.69172	1.07739	1.89418	0.0490182	0.0620512	0.08653	0.802401	0.1589716	0.02591611
2340	-32.1795	0	-32.1795	21.61588	2.393798	0.401542	0.28106	0.227803	0.611232	0.368569	0.210462	0.307156	0.0952301	0.451103	0.254925	0.0776002	0.498272	0.429328	0.327839	0.3095657	0.01260611	0.0470356	0.0947361	0.29035	0.180474	0.0422369	0.345168	42.84411	0.01084772	-1.172585	0.336151	0.691271	1.07731	1.89526	0.0112224	0.381826	0.117631	0.489321	0.02345383	0.4625137
2350	-27.5001	0	-27.5001	24.82777	2.636052	0.196163	0.233293	0.207173	0.590029	0.300342	0.256362	0.265544	0.178032	0.241307	0.319797	0.0919942	0.462716	0.398537	0.477302	0.3091969	0.01864434	0.332573	0.0411713	0.40144	0.096435	0.0356692	0.0927118	35.3345	0.01470477	-1.173777	0.358987	0.709154	1.08002	1.85184	0.210977	0.246597	0.239018	0.303409	0.03334911	0.4409343
2360	-31.2735	0	-31.2735	17.86027	2.201631	0.191537	0.461637	0.350232	0.604243	0.336692	0.249487	0.259514	0.17892	0.209481	0.247955	0.0511888	0.213683	0.411193	0.912187	0.3673369	0.04100645	0.268286	0.0303426	0.544746	0.0564913	0.0620461	0.0380885	18.61599	0.01504222	-1.001476	0.316211	0.674874	1.0743	1.93461	0.0934269	0.490588	0.392524	0.0234609	0.05604868	0.2683778
2370	-26.0543	0	-26.0543	13.7518	2.670051	0.188296	0.285879	0.626795	0.465605	0.373448	0.402343	0.140187	0.145155	0.086977	0.168976	0.0597301	0.215063	0.340768	0.587881	0.2386518	0.0410117	0.247346	0.176932	0.322258	0.0457125	0.135735	0.0720165	15.60931	0.01425219	-1.43275	0.362008	0.711452	1.08032	1.84622	0.122749	0.128247	0.459247	0.289757	0.05526389	0.2578934
2380	-28.4116	0	-28.4116	12.91941	3.0089	0.114147	0.158627	0.566062	0.332358	0.442254	0.194045	0.222842	0.208577	0.0756988	0.224164	0.133067	0.110311	0.297987	0.797421	0.1925222	0.02251382	0.159195	0.309149	0.185773	0.0437681	0.200673	0.101442	40.07194	0.01334681	-1.647544	0.389949	0.73202	1.08256	1.79547	0.206316	0.312154	0.295793	0.185737	0.03586063	0.3721856
2390	-25.1215	0	-25.1215	15.16598	2.985505	0.113998	0.0849233	0.560973	0.33843	0.211883	0.354217	0.272456	0.35762	0.136954	0.167274	0.128184	0.0772978	0.268009	0.437389	0.2385028	0.1360782	0.127191	0.116364	0.527957	0.0139636	0.126891	0.0876325	19.1107	0.006411737	-1.433374	0.388137	0.730722	1.08244	1.7987	0.0499025	0.242765	0.293054	0.414279	0.1424899	0.04499782
2400	-22.4759	0	-22.4759	10.32927	3.109082	0.262665	0.123465	0.388912	0.326628	0.202306	0.463085	0.175962	0.390056	0.129402	0.165157	0.111515	0.130491	0.161264	0.410923	0.2006595	0.03677733	0.347882	0.127439	0.315718	0.0251039	0.0677752	0.116082	28.16547	0.007243304	-1.606146	0.397528	0.737394	1.083	1.78207	0.112729	0.262725	0.460074	0.164472	0.04402064	0.1645434
2410	-19.6261	0	-19.6261	17.61208	3.027899	0.345667	0.280017	0.274068	0.274108	0.22415	0.255861	0.153008	0.267302	0.304838	0.117683	0.135659	0.155314	0.0936818	0.410174	0.2624947	0.05008567	0.149505	0.152397	0.370136	0.0252356	0.132744	0.169982	18.38416	0.01306637	-1.337524	0.391409	0.733061	1.08265	1.79288	0.28121	0.331062	0.253155	0.134573	0.06315204	0.2069034
2420	-23.622	0	-23.622	11.5205	2.838178	0.319739	0.252804	0.270562	0.2337	0.223723	0.166784	0.216646	0.381103	0.669541	0.261188	0.0769007	0.352183	0.143717	0.297622	0.2092096	0.08321592	0.210382	0.153752	0.364072	0.0179267	0.0987908	0.155076	37.85123	0.01411424	-1.564419	0.376342	0.722156	1.08159	1.81991	0.59199	0.231618	0.0313834	0.145009	0.09733016	0.145014
2430	-18.3545	0	-18.3545	10.10593	2.89073	0.361441	0.296616	0.16232	0.256599	0.145237	0.158284	0.248223	0.334776	0.358455	0.274106	0.104482	0.280702	0.124768	0.320798	0.2075475	0.04553854	0.0814171	0.627207	0.135727	0.0212479	0.0882006	0.0462009	10.93207	0.01536558	-1.572395	0.380628	0.725293	1.08192	1.81216	0.109395	0.33528	0.0349442	0.520381	0.06090411	0.2522913
2440	-23.1492	0	-23.1492	15.4846	3.222254	0.241297	0.243866	0.186417	0.287145	0.143483	0.153369	0.394891	0.128626	0.252906	0.432771	0.0944837	0.143939	0.152232	0.331745	0.178901	0.0798426	0.28682	0.39706	0.0377755	0.164561	0.0779212	0.0358613	45.65608	0.03387725	-1.720923	0.405757	0.743136	1.08341	1.76769	0.287942	0.175524	0.0868626	0.449671	0.1137199	0.2979009
2450	-24.6333	0	-24.6333	17.37947	3.094006	0.307396	0.162721	0.223885	0.111904	0.141829	0.0717177	0.330722	0.0727213	0.724866	0.299749	0.0665042	0.112085	0.224157	0.194506	0.1625763	-0.01200531	0.36897	0.279421	0.0293499	0.118184	0.14784	0.0562362	34.68	0.06760924	-1.816608	0.396406	0.736603	1.08294	1.78405	0.250284	0.272	0.22269	0.255026	0.05560394	1.215907
2460	-17.7212	0	-17.7212	7.818338	3.447631	0.304208	0.206401	0.216337	0.141461	0.17972	0.106062	0.27552	0.0730608	0.408577	0.292378	0.109886	0.111577	0.157061	0.145002	0.1357867	-0.09845704	0.114987	0.456273	0.0187996	0.123704	0.106841	0.179396	20.00397	0.1385552	-1.99667	0.421178	0.753643	1.08398	1.7412	0.420451	0.524662	0.0076884	0.0471994	0.04009816	3.4554
2470	-22.8945	0	-22.8945	34.0823	3.950133	0.227315	0.125252	0.27134	0.18988	0.304428	0.106356	0.236469	0.0715024	0.353454	0.252615	0.160965	0.133558	0.162517	0.131693	0.1949374	-0.1485227	0.306042	0.181301	0.0152231	0.076286	0.262459	0.158689	35.65062	0.2461866	-1.635077	0.451602	0.773467	1.08441	1.69053	0.187652	0.182426	0.182392	0.447529	0.09766388	2.520754
2480	-14.8098	0	-14.8098	9.898132	4.170646	0.240397	0.156391	0.207293	0.114229	0.28142	0.10661	0.217319	0.178056	0.358811	0.218322	0.103559	0.239216	0.128844	0.128533	0.1790213	-0.09981369	0.508475	0.0103463	0.013888	0.157662	0.167613	0.142016	28.96739	0.2013328	-1.720251	0.463498	0.780911	1.08434	1.67125	0.278258	0.37628	0.312424	0.0330378	0.1015192	1.983201
2490	-21.7104	0	-21.7104	7.85181	4.344271	0.291215	0.0891652	0.201256	0.109324	0.224248	0.0964038	0.259495	0.0702192	0.222976	0.104064	0.0982946	0.280991	0.222091	0.12978	0.1125553	-0.2035386	0.116904	0.0371875	0.0624567	0.35962	0.130823	0.29301	38.02895	0.3819579	-2.18431	0.47233	0.786332	1.08421	1.65713	0.276147	0.0434834	0.620953	0.0594175	0.1784193	2.140788
2500	-16.3067	0	-16.3067	11.39214	5.494643	0.231125	0.12048	0.105637	0.157907	0.170618	0.123455	0.240481	0.0830406	0.40194	0.0930872	0.112361	0.219573	0.382502	0.162103	0.1482666	0.01965759	0.0792557	0.0191636	0.21026	0.39203	0.169594	0.129698	12.32349	0.1097824	-1.908743	0.521409	0.814923	1.08235	1.58132	0.28229	0.0166235	0.117194	0.583893	0.12944	0.8481336
2510	-19.3488	0	-19.3488	23.53248	6.401374	0.198502	0.178414	0.120878	0.268216	0.151976	0.074903	0.163504	0.0827823	0.267642	0.085992	0.164129	0.385462	0.194327	0.116043	0.1751282	0.05141658	0.0561064	0.103736	0.156419	0.369925	0.196895	0.116919	35.20182	0.05887618	-1.742237	0.551585	0.831314	1.08035	1.53676	0.193792	0.0584836	0.110009	0.637716	0.1102928	0.5338173
2520	-20.2652	0	-20.2652	20.75822	6.287888	0.196605	0.112874	0.112597	0.231077	0.223347	0.0967527	0.186773	0.0668769	0.159649	0.0651565	0.132114	0.513986	0.124565	0.151014	0.1457217	-0.01655035	0.0803524	0.0594358	0.207188	0.180729	0.457219	0.0150757	47.48148	0.05105833	-1.926057	0.548124	0.829477	1.08061	1.54179	0.0134937	0.0866436	0.104602	0.795261	0.03450797	1.47961
2530	-22.421	0	-22.421	34.8366	5.484742	0.186405	0.0966374	0.151344	0.203141	0.206272	0.0855724	0.140679	0.0782252	0.20395	0.0992736	0.17997	0.579866	0.0681083	0.171168	0.1485327	0.02110164	0.123917	0.0509563	0.29536	0.219501	0.286239	0.0240269	35.02132	0.07776661	-1.90695	0.521044	0.81472	1.08237	1.58186	0.0385372	0.774415	0.145132	0.0419155	0.09886825	0.7865681
2540	-25.4381	0	-25.4381	24.25875	6.442197	0.212735	0.150364	0.233037	0.455054	0.216052	0.0826261	0.254538	0.113348	0.196872	0.231079	0.106031	0.679062	0.124766	0.191586	0.2112006	-0.00674401	0.0779693	0.0386814	0.349341	0.193813	0.309559	0.0306362	33.13925	0.0851774	-1.554947	0.55281	0.831962	1.08025	1.53498	0.528113	0.29739	0.0280422	0.146454	0.07843339	1.085984
2550	-22.6243	0	-22.6243	15.4516	5.324227	0.210189	0.12458	0.276736	0.44776	0.269052	0.121314	0.307073	0.0679391	0.192339	0.227658	0.0843036	0.319659	0.132144	0.273415	0.155181	0.1182277	0.0408405	0.0207056	0.529137	0.134442	0.257956	0.0169189	24.31446	0.0408573	-1.863163	0.515011	0.811336	1.0827	1.59096	0.145691	0.223244	0.387975	0.24309	0.159085	0.2568269
2560	-21.8127	0	-21.8127	35.68591	6.144735	0.153395	0.192347	0.240164	0.170656	0.110921	0.140971	0.218072	0.0628529	0.241692	0.226424	0.108656	0.151872	0.133742	0.390137	0.1932291	0.007858654	0.0871833	0.0184747	0.438989	0.132526	0.316714	0.00611335	43.23249	0.02595424	-1.643879	0.54364	0.827081	1.08093	1.54835	0.261952	0.251155	0.0469489	0.439944	0.03381289	0.7675841
2570	-17.695	0	-17.695	13.78017	5.135477	0.189544	0.137737	0.348787	0.47851	0.149029	0.235704	0.277441	0.158878	0.158383	0.231764	0.123025	0.0936988	0.206514	0.253308	0.2152426	-0.07197796	0.136088	0.0419136	0.210408	0.145024	0.456886	0.00968009	27.06319	0.09635789	-1.53599	0.507609	0.807135	1.08306	1.6022	0.140825	0.352019	0.476232	0.0309238	0.02437993	3.952345
2580	-19.9709	0	-19.9709	13.05691	4.795973	0.209598	0.197877	0.240055	0.349644	0.13963	0.163316	0.573267	0.145298	0.1032	0.284986	0.202832	0.115144	0.316639	0.245245	0.2076244	-0.0756894	0.0520503	0.0141389	0.618657	0.0366178	0.274553	0.00398301	23.29891	0.0931864	-1.572024	0.493377	0.798902	1.08364	1.62408	0.174496	0.43419	0.326887	0.0644271	0.017497	5.32585
2590	-21.9741	0	-21.9741	17.72238	4.595816	0.177159	0.10043	0.255017	0.37214	0.312071	0.29431	0.410468	0.0786835	0.118799	0.191826	0.177791	0.10005	0.210689	0.28717	0.2010433	-0.006752497	0.194268	0.00829787	0.531825	0.113148	0.135532	0.0169295	30.09235	0.04911892	-1.604235	0.484372	0.793583	1.08393	1.63812	0.38633	0.130658	0.474918	0.00809413	0.04236643	1.159383
2600	-20.3316	0	-20.3316	9.761172	4.764531	0.09092	0.109833	0.390678	0.512432	0.189167	0.330137	0.392131	0.108026	0.222539	0.177989	0.188638	0.0939646	0.407031	0.168169	0.18981	-0.003882227	0.0850035	0.00829419	0.288087	0.547393	0.0187667	0.0524551	9.891308	0.09016268	-1.661732	0.491994	0.798091	1.08369	1.62623	0.626004	0.204723	0.0918626	0.0774097	0.08628046	1.044995
2610	-22.4709	0	-22.4709	11.63312	4.102909	0.0865089	0.248692	0.246326	0.426888	0.116718	0.387904	0.442547	0.0864147	0.22385	0.113946	0.135844	0.116759	0.357248	0.125138	0.2075891	-0.006512059	0.188773	0.0195617	0.40893	0.16562	0.00789231	0.209223	46.85117	0.1237554	-1.572195	0.459928	0.778694	1.08437	1.67701	0.312756	0.359372	0.280172	0.0477001	0.1172434	1.055543
2620	-12.7444	0	-12.7444	3.465878	5.254997	0.0841735	0.192568	0.27934	0.35998	0.116553	0.261589	0.2363	0.218327	0.198568	0.0447728	0.171789	0.186965	0.385244	0.166402	0.1999544	0.04839478	0.139348	0.0175712	0.52066	0.114073	0.00752018	0.200828	5.754368	0.04779659	-1.609666	0.512336	0.809824	1.08283	1.59501	0.717767	0.164939	0.105089	0.0122045	0.09619136	0.4968906
2630	-16.7077	0	-16.7077	8.440864	5.05696	0.137625	0.237073	0.243469	0.204342	0.141174	0.489342	0.396645	0.156475	0.188994	0.0677082	0.195031	0.260153	0.301035	0.163189	0.2169518	0.0852433	0.0811542	0.0406224	0.416585	0.239385	0.00839104	0.213862	10.59268	0.03774449	-1.52808	0.504426	0.805312	1.0832	1.60706	0.755237	0.0963933	0.130163	0.0182067	0.1229878	0.3068962
2640	-22.8046	0	-22.8046	13.72237	4.274345	0.169167	0.208828	0.436151	0.284909	0.0884861	0.297034	0.238972	0.152733	0.15409	0.0827994	0.225872	0.283423	0.293017	0.100399	0.2280869	0.00613244	0.0504839	0.0603818	0.556042	0.0665385	0.00268839	0.263865	37.06614	0.03946483	-1.478029	0.468826	0.784192	1.08427	1.66271	0.87382	0.0744564	0.0278803	0.0238435	0.04559727	0.8655086
2650	-23.1014	0	-23.1014	19.4166	3.965177	0.0983399	0.223736	0.614424	0.25226	0.120164	0.175026	0.124811	0.229882	0.215774	0.102923	0.249763	0.207423	0.381776	0.18579	0.1847267	-0.004797246	0.148185	0.0674624	0.36536	0.283996	0.0043516	0.130645	35.69206	0.04842197	-1.688878	0.452439	0.773996	1.08441	1.68916	0.185796	0.118252	0.475064	0.220888	0.04362472	1.109966
2660	-25.5685	0	-25.5685	20.10646	5.259971	0.0667988	0.197354	0.760285	0.260445	0.186337	0.185654	0.156086	0.291178	0.180245	0.113608	0.168	0.232445	0.480129	0.118965	0.1883813	0.008869687	0.209179	0.0898808	0.164431	0.251328	0.00748145	0.2777	26.1557	0.06528158	-1.669287	0.512529	0.809934	1.08282	1.59472	0.354544	0.234788	0.145182	0.265486	0.07415127	0.8803839
2670	-26.5855	0	-26.5855	6.500463	4.448946	0.0925501	0.255618	0.81532	0.626153	0.232849	0.222005	0.178239	0.599187	0.0990485	0.247396	0.22659	0.161904	0.363303	0.102862	0.2266606	0.0383064	0.168801	0.304824	0.158264	0.144846	0.00775596	0.21551	38.15514	0.02300547	-1.484302	0.477444	0.789431	1.0841	1.64902	0.0741897	0.513848	0.108478	0.303484	0.06131187	0.3752204
2680	-27.155	0	-27.155	13.35546	4.599139	0.191673	0.259221	0.829152	0.764236	0.172291	0.266586	0.141636	0.549663	0.157057	0.196621	0.216982	0.307579	0.354565	0.0843443	0.3104765	0.02456883	0.248538	0.402693	0.147645	0.125202	0.0170856	0.0588368	17.77646	0.009737835	-1.169647	0.484526	0.793674	1.08392	1.63788	0.0885809	0.52662	0.329929	0.0548708	0.03430666	0.2838468
2690	-30.4424	0	-30.4424	30.6656	6.080112	0.167156	0.354765	0.796587	0.676066	0.301453	0.277608	0.0942922	0.343726	0.168471	0.140167	0.3052	0.213541	0.2222	0.08481	0.2170448	0.0194095	0.161295	0.341951	0.234857	0.139649	0.0267911	0.0954576	42.14239	0.01111368	-1.527652	0.54157	0.825968	1.08108	1.55138	0.194795	0.46154	0.155488	0.188177	0.03052318	0.3641062
2700	-19.9384	0	-19.9384	10.95471	7.367082	0.214216	0.398352	0.410554	0.463035	0.144691	0.45099	0.119749	0.410236	0.178981	0.173746	0.304794	0.121904	0.187664	0.178051	0.2549311	0.002268635	0.145403	0.147941	0.527719	0.13775	0.0319308	0.009256	12.64789	0.0243704	-1.366762	0.578083	0.845027	1.0781	1.49879	0.243472	0.131975	0.441327	0.183226	0.02663903	0.9148379
2710	-15.902	0	-15.902	4.817461	5.610316	0.187657	0.264811	0.266136	0.314297	0.132169	0.262206	0.150728	0.391654	0.331443	0.10684	0.341045	0.131341	0.181009	0.113748	0.2750055	-0.03231978	0.0966547	0.352498	0.394986	0.145168	0.00759807	0.00309541	7.503779	0.04599619	-1.290964	0.525608	0.817255	1.08211	1.57503	0.291799	0.0795359	0.572996	0.0556691	0.01367641	3.363177
2720	-20.4471	0	-20.4471	3.842342	4.973918	0.221388	0.163206	0.323829	0.505137	0.281152	0.0990305	0.285712	0.500861	0.312751	0.0831748	0.122675	0.273394	0.293723	0.0934396	0.2295774	-0.02540619	0.0201074	0.408549	0.37368	0.131668	0.0627221	0.00327398	13.63107	0.04385042	-1.471515	0.500991	0.803333	1.08335	1.61233	0.124543	0.00303414	0.0273316	0.845091	0.01844424	2.37746
2730	-21.6239	0	-21.6239	10.39562	5.265205	0.135709	0.26404	0.227781	0.528767	0.274084	0.0622289	0.28811	0.714988	0.24849	0.103094	0.142929	0.205065	0.157296	0.165873	0.187603	-0.129067	0.0321227	0.376272	0.226826	0.233522	0.121455	0.00980159	34.41645	0.1883327	-1.673427	0.512733	0.810049	1.08281	1.59441	0.0114929	0.00406338	0.280418	0.704026	0.05926567	3.17777
2740	-22.8117	0	-22.8117	12.13465	6.083348	0.129132	0.534718	0.264253	0.260832	0.176596	0.0637574	0.44374	0.521274	0.205029	0.136529	0.238542	0.147658	0.264474	0.235854	0.1860492	-0.1070617	0.114451	0.261564	0.195442	0.145277	0.260979	0.0222871	18.90814	0.1203297	-1.681744	0.541674	0.826025	1.08107	1.55123	0.416227	0.0464644	0.305723	0.231586	0.01326793	9.069211
2750	-25.6968	0	-25.6968	12.10277	6.751366	0.161162	0.401571	0.168632	0.240333	0.212867	0.11554	0.260377	0.439273	0.27169	0.137253	0.269164	0.362526	0.452119	0.183209	0.2455345	-0.1046864	0.355799	0.0849363	0.118191	0.218362	0.135589	0.0871232	36.15861	0.1269432	-1.404318	0.561767	0.836656	1.07953	1.52204	0.306919	0.107654	0.403212	0.182215	0.02225681	5.703568
2760	-19.7419	0	-19.7419	9.53701	8.239957	0.161861	0.352465	0.251076	0.334021	0.191347	0.300941	0.318325	0.313271	0.211642	0.272425	0.221721	0.545474	0.533964	0.227095	0.2315325	-0.01162039	0.171901	0.144564	0.0635525	0.238881	0.201729	0.179372	11.11775	0.03820936	-1.463035	0.598321	0.855099	1.0761	1.47048	0.0116178	0.230651	0.647512	0.11022	0.02658897	1.437038
2770	-14.4284	0	-14.4284	1.269445	8.651037	0.201464	0.402264	0.32442	0.215248	0.162204	0.26863	0.306743	0.424562	0.208148	0.742144	0.334704	0.642076	0.348823	0.354419	0.2964422	-0.01385553	0.0747948	0.171407	0.0309908	0.470284	0.13771	0.114813	2.485203	0.07031397	-1.215903	0.606877	0.859256	1.07519	1.45868	0.0778666	0.0403442	0.437127	0.444662	0.05645844	1.245411
2780	-16.4456	0	-16.4456	1.012215	7.012513	0.359148	0.248575	0.497496	0.300682	0.156101	0.233228	0.571897	0.269129	0.311252	0.539623	0.341142	0.798826	0.654601	0.238053	0.317522	-0.1233093	0.023985	0.539894	0.0306582	0.161488	0.139397	0.104578	2.055812	0.1598209	-1.147208	0.56892	0.840354	1.07892	1.5118	0.156728	0.0623353	0.348938	0.431999	0.03651162	4.377262
2790	-21.5464	0	-21.5464	2.429564	5.806604	0.56076	0.313988	0.520119	0.252928	0.151514	0.393069	0.519124	0.316927	0.290295	0.445825	0.287821	0.415477	1.07047	0.356581	0.4068034	-0.2389677	0.0244447	0.538949	0.0536236	0.119945	0.180668	0.0823701	2.923091	0.2647554	-0.8994251	0.532482	0.821037	1.08169	1.5648	0.0147742	0.113276	0.342787	0.529163	0.02578774	10.26672
2800	-22.0425	0	-22.0425	1.112784	6.191719	0.360384	0.300008	0.284776	0.214339	0.255699	1.25399	0.376928	0.365848	0.26187	0.36181	0.268209	0.435863	0.608497	0.227966	0.2771469	-0.1041126	0.144157	0.292114	0.0445217	0.149211	0.325491	0.044505	6.36773	0.189246	-1.283208	0.545126	0.827877	1.08083	1.54617	0.411809	0.249234	0.283932	0.0550253	0.08513337	2.222935
2810	-29.2718	0	-29.2718	3.820495	5.663375	0.298686	0.606135	0.533006	0.299077	0.183669	1.31508	0.202748	0.234538	0.154368	0.456486	0.218524	0.457938	0.611949	0.240295	0.2569521	-0.3149106	0.0574137	0.190535	0.139451	0.331883	0.239354	0.0413626	21.50404	0.3986603	-1.358865	0.527496	0.818299	1.082	1.57221	0.478649	0.219569	0.174412	0.12737	0.08374966	4.760142
2820	-31.1749	0	-31.1749	2.220318	6.659093	0.333467	0.725153	0.660182	0.404514	0.282226	2.12029	0.368669	0.146336	0.263511	0.313993	0.162659	0.349989	0.641707	0.184974	0.3856778	-0.4597122	0.0256246	0.138599	0.267301	0.463898	0.0923251	0.0122523	30.75683	0.5111303	-0.9527531	0.559151	0.835293	1.07975	1.52581	0.509274	0.231133	0.041173	0.21842	0.05141816	9.940657
2830	-37.143	0	-37.143	4.029085	6.292454	0.395512	0.525687	0.41288	0.368772	0.267515	2.56946	0.447923	0.175418	0.210667	0.170575	0.087376	0.123811	0.956353	0.208964	0.2922831	-0.1477977	0.0660499	0.0609336	0.252664	0.342916	0.239914	0.0375233	46.01029	0.2967791	-1.230032	0.548265	0.829552	1.0806	1.54159	0.266963	0.265952	0.268362	0.198724	0.1489814	1.992055
2840	-43.8261	0	-43.8261	8.748219	6.159423	0.384509	0.566265	0.84468	0.3794	0.284541	1.93523	0.439831	0.219436	0.221321	0.454918	0.0962979	0.0954399	1.25874	0.136135	0.3302066	0.02803765	0.160199	0.0661648	0.200052	0.242005	0.20595	0.125628	47.13689	0.1815556	-1.108037	0.544106	0.827331	1.0809	1.54766	0.0284432	0.0515982	0.859564	0.0603948	0.2095932	0.8662282
2850	-35.3504	0	-35.3504	3.673476	5.80405	0.427851	0.544833	0.650767	0.182493	0.464303	1.67852	0.548473	0.389588	0.20047	0.439637	0.0986349	0.175707	1.10288	0.142691	0.3199465	-0.1135555	0.0918147	0.0642923	0.384495	0.243618	0.103368	0.112412	43.17056	0.1572028	-1.139601	0.532394	0.820989	1.08169	1.56492	0.0141745	0.319826	0.629181	0.0368184	0.04364739	3.601655
2860	-36.8001	0	-36.8001	9.606999	6.390162	0.203563	0.788324	0.469208	0.351533	0.189697	2.32799	0.598494	0.303238	0.402698	0.245441	0.257105	0.137979	1.1197	0.155039	0.3497577	-0.0939182	0.199499	0.0671943	0.1917	0.158295	0.146481	0.23683	15.32978	0.1583413	-1.050515	0.551246	0.831135	1.08037	1.53725	0.0435898	0.133935	0.547758	0.274717	0.06442314	2.457833
2870	-39.0877	0	-39.0877	11.53821	5.670326	0.280252	0.86487	0.734226	0.347126	0.164788	1.519	0.578754	0.383408	0.349382	0.145925	0.160379	0.102575	0.804836	0.321565	0.2925688	0.02519462	0.205326	0.0435691	0.114918	0.373045	0.102739	0.160403	29.1115	0.07696653	-1.229055	0.527742	0.818434	1.08198	1.57184	0.345509	0.165503	0.0679301	0.421058	0.1021612	0.7533835
2880	-43.4955	0	-43.4955	13.80261	4.451876	0.249752	0.684327	1.58659	0.341693	0.175083	2.04188	1.17962	0.425083	0.385435	0.307928	0.285427	0.161066	1.29626	0.524403	0.4207616	0.09854351	0.54011	0.033717	0.0522585	0.0983095	0.114362	0.161242	39.46692	0.06740483	-0.865689	0.477585	0.789516	1.0841	1.6488	0.196007	0.32306	0.0470307	0.433902	0.1659483	0.4061796
2890	-38.2021	0	-38.2021	6.452826	4.393415	0.259523	0.669298	1.56454	0.363261	0.21219	0.554008	1.19904	0.421988	0.346598	0.35737	0.335271	0.281208	0.524048	0.375901	0.4277599	-0.01760889	0.504976	0.0123353	0.0509003	0.116813	0.230592	0.0843828	45.28697	0.2490209	-0.8491932	0.47475	0.787802	1.08416	1.65329	0.114578	0.0904806	0.0548689	0.740072	0.231412	1.076093
2900	-36.5928	0	-36.5928	8.066308	4.767736	0.243732	0.310491	2.18412	0.57086	0.181877	0.337436	1.00393	0.318581	0.441135	0.453266	0.254768	0.637506	0.351287	0.749806	0.3612113	0.06235882	0.268264	0.0191311	0.0758215	0.0706371	0.44192	0.124226	14.00241	0.1021537	-1.018292	0.492135	0.798174	1.08368	1.62601	0.0659086	0.199392	0.0504904	0.684209	0.1645126	0.620948
2910	-39.194	0	-39.194	8.029548	3.939077	0.288335	0.375898	1.80323	0.617178	0.206517	0.235889	1.11749	0.320508	0.357406	1.17378	0.477753	0.708354	0.415583	1.16594	0.4947073	0.1224107	0.541528	0.0226126	0.0912095	0.0195162	0.22141	0.103724	13.21423	0.0556337	-0.7037891	0.450984	0.773076	1.08441	1.69153	0.271029	0.313431	0.169356	0.246184	0.1780444	0.312471
2920	-32.1165	0	-32.1165	4.418366	3.899655	0.324899	0.315516	1.2158	0.654961	0.185581	0.198808	1.18044	0.42596	0.290629	0.81015	0.724194	0.345252	0.678091	0.77607	0.4086806	0.1344596	0.206523	0.0707727	0.139358	0.0669411	0.346183	0.170223	8.256843	0.02463507	-0.8948215	0.448763	0.771666	1.0844	1.69517	0.0146915	0.0114001	0.903248	0.07066	0.1590947	0.1548454
2930	-28.6291	0	-28.6291	2.072223	4.18284	0.305156	0.341974	1.51821	0.487961	0.168354	0.241999	1.27224	0.457045	0.311676	0.612032	0.309376	0.465613	0.508888	0.306964	0.3638441	0.4426859	0.329724	0.101447	0.140059	0.0860284	0.164392	0.178349	3.160911	0.06485762	-1.01103	0.464133	0.781304	1.08433	1.67023	0.198519	0.0809388	0.615629	0.104912	0.5075436	0.1277873
