Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
100	8.23332	0	8.23332	8.23385	1.737807	0.0255189	0.0198684	0.0193868	0.0111794	0.127617	0.00831807	0.0361099	0.0181018	0.0649546	0.0164201	0.0132927	0.0388814	0.0287811	0.0109849	0.02400588	-0.01805178	0.392854	0.0861465	0.028298	0.144834	0.132066	0.215802	12.73814	0.09375049	-3.729457	0.259834	0.623883	1.06179	2.05449	0.0934689	0.294695	0.459573	0.152263	0.0756987	1.238469
110	4.45967	0	4.45967	8.281321	1.639067	0.023889	0.0546155	0.0232089	0.0182575	0.179163	0.00924239	0.0180126	0.0130515	0.047095	0.0209572	0.0279222	0.0892685	0.0211093	0.0189126	0.0346708	0.06577408	0.176436	0.189413	0.0341783	0.287586	0.153231	0.159156	9.035682	0.03072586	-3.361857	0.246028	0.610178	1.05764	2.08615	0.154863	0.312809	0.208217	0.324111	0.09649994	0.3184029
120	-3.52999	0	-3.52999	10.95479	1.493454	0.0215901	0.0393215	0.0243199	0.0175489	0.20698	0.0165336	0.00849292	0.0162128	0.0908672	0.0171693	0.0464202	0.10336	0.0359441	0.0146516	0.03545989	0.07888304	0.138551	0.126249	0.0492737	0.290918	0.217896	0.177113	23.00386	0.07144266	-3.339353	0.22431	0.587463	1.05003	2.13819	0.411361	0.322335	0.260648	0.00565574	0.1503257	0.4752525
130	3.39095	0	3.39095	10.27139	1.723236	0.0154889	0.0542344	0.0233754	0.0203236	0.217557	0.0152903	0.020931	0.0249759	0.0513039	0.0139904	0.0579853	0.0525484	0.0349242	0.0207844	0.03152333	0.1390286	0.13447	0.143459	0.0563204	0.226503	0.23987	0.199378	45.9316	0.03941212	-3.457027	0.257841	0.621938	1.06123	2.059	0.351618	0.116441	0.520959	0.0109816	0.1784408	0.2208695
140	0.197913	0	0.197913	13.67301	1.874084	0.0294888	0.0796502	0.0346472	0.0160413	0.181974	0.0248494	0.0387685	0.0316314	0.0359983	0.0102185	0.0580769	0.050428	0.055432	0.0260163	0.04488433	-0.02692928	0.170738	0.0815194	0.191919	0.0737824	0.362652	0.119389	15.09974	0.1762032	-3.103666	0.277766	0.640919	1.06649	2.01482	0.345813	0.217883	0.281323	0.154981	0.1492739	1.180402
150	2.50075	0	2.50075	5.174307	1.966258	0.0235396	0.0838696	0.0325492	0.0240792	0.126469	0.0192919	0.0393884	0.0189297	0.05256	0.00519482	0.0496216	0.0387354	0.0515171	0.0353532	0.02983467	-0.08936657	0.0539144	0.0843589	0.236416	0.107567	0.325635	0.192109	13.66621	0.1761613	-3.512084	0.289213	0.651377	1.06912	1.99029	0.168939	0.179268	0.131407	0.520386	0.0867947	2.029632
160	0.701569	0	0.701569	5.520764	2.107968	0.0215374	0.0702658	0.0318457	0.0174051	0.116289	0.0201701	0.0329338	0.0200627	0.0468327	0.00329234	0.0309796	0.0500175	0.0385955	0.0329659	0.02719314	-0.008090576	0.0493465	0.0955705	0.397923	0.0280825	0.140696	0.288381	26.42765	0.04909966	-3.604791	0.305831	0.666025	1.07247	1.95567	0.0691044	0.423534	0.24436	0.263002	0.04100908	1.197287
170	-1.11605	0	-1.11605	11.96443	1.880452	0.0358788	0.090602	0.04125	0.0104757	0.106113	0.0310584	0.0439606	0.0263199	0.0798079	0.00481476	0.0328317	0.0326797	0.0517342	0.0230749	0.028867	-0.03452043	0.147473	0.075859	0.400952	0.0257112	0.196152	0.153852	23.07712	0.06068743	-3.545056	0.278574	0.641668	1.06669	2.01307	0.0854723	0.0206483	0.682798	0.211082	0.026167	2.319235
180	4.69581	0	4.69581	6.173208	2.044347	0.0385412	0.0460384	0.050536	0.0152903	0.0977539	0.0152951	0.0543425	0.0169948	0.0324477	0.00440237	0.0213414	0.0209041	0.0472433	0.013462	0.02624343	0.04005789	0.257489	0.0218526	0.127031	0.145527	0.247637	0.200463	15.49373	0.05868357	-3.64034	0.298512	0.659648	1.07106	1.97078	0.148039	0.0501978	0.0849871	0.716776	0.09874146	0.5943154
190	4.10263	0	4.10263	5.585015	1.645075	0.0311732	0.0266707	0.0391256	0.0116447	0.0908967	0.0167747	0.0371341	0.0231064	0.0483919	0.00589923	0.0432125	0.0134868	0.0605564	0.0103157	0.02414194	0.01644152	0.134614	0.0110237	0.468825	0.0948686	0.1602	0.130468	37.80705	0.05779904	-3.723805	0.246889	0.611049	1.05792	2.08415	0.266926	0.45803	0.109955	0.165089	0.07424056	0.7785373
200	6.01582	0	6.01582	10.82338	1.913966	0.0294264	0.025234	0.0264107	0.0204995	0.102606	0.0144542	0.0224374	0.0498968	0.0550709	0.00678369	0.0394501	0.022827	0.0459382	0.00896414	0.02587302	0.01228831	0.0282672	0.0127057	0.34452	0.366765	0.118453	0.129289	12.45126	0.1251241	-3.654555	0.282784	0.645542	1.06768	2.00399	0.286792	0.17897	0.229518	0.304719	0.1374124	0.9105735
210	6.41301	0	6.41301	5.731105	2.026611	0.0276828	0.0275661	0.0207858	0.0147947	0.117715	0.00975521	0.051082	0.0534498	0.0693393	0.0139699	0.0436257	0.0211698	0.0411003	0.00995602	0.02835853	0.2414205	0.0149446	0.0281352	0.124972	0.480162	0.173648	0.178138	11.87316	0.07733387	-3.562827	0.296431	0.657814	1.07064	1.97511	0.202092	0.470499	0.289071	0.0383373	0.3187544	0.2426127
220	5.81129	0	5.81129	7.574405	2.262887	0.0273934	0.0201345	0.0309074	0.0197825	0.0931321	0.0247513	0.0379777	0.0347563	0.120863	0.0172869	0.0558968	0.0180424	0.0305437	0.0124406	0.03242539	0.1210123	0.00811035	0.0138216	0.278641	0.2897	0.329285	0.0804421	27.07767	0.02109652	-3.428813	0.322758	0.680343	1.07536	1.92154	0.34628	0.46553	0.177807	0.0103831	0.1421088	0.1484533
230	4.29397	0	4.29397	17.51588	2.567955	0.0288334	0.054682	0.0204271	0.0243454	0.0620365	0.0367216	0.0797898	0.0138118	0.0941662	0.0262562	0.0544911	0.0151818	0.0293365	0.0401786	0.03039398	0.04184871	0.0184112	0.0397208	0.187689	0.232813	0.312038	0.209328	20.96403	0.02786855	-3.493511	0.352806	0.704403	1.07936	1.86343	0.0686579	0.365731	0.422155	0.143456	0.06971726	0.3997367
240	-7.37763	0	-7.37763	9.05095	2.824611	0.0528286	0.0621483	0.0140699	0.0591987	0.059401	0.0836374	0.21437	0.0132176	0.102225	0.0340002	0.0483024	0.0210828	0.0409689	0.0395728	0.03989988	0.03525203	0.0481922	0.0330769	0.123481	0.0859885	0.476636	0.232626	31.60156	0.1034702	-3.221382	0.375221	0.72133	1.0815	1.82195	0.613366	0.18028	0.184914	0.0214397	0.1387223	0.7458806
250	-5.96468	0	-5.96468	5.844014	2.340475	0.0362415	0.0904776	0.0141497	0.0308509	0.0863257	0.0528961	0.167062	0.0123799	0.092817	0.0250224	0.0588719	0.0286293	0.0635767	0.0636293	0.04338297	-0.09244084	0.170598	0.0153282	0.125122	0.152649	0.237208	0.299094	24.16238	0.195721	-3.137688	0.330791	0.686938	1.07657	1.9057	0.173166	0.445456	0.358601	0.0227761	0.1032802	1.895049
260	0.335528	0	0.335528	5.914705	2.607486	0.028465	0.0525266	0.0145262	0.0442837	0.0753412	0.0430592	0.105356	0.0244035	0.0655405	0.0254757	0.06182	0.0278133	0.0525134	0.0646314	0.03419073	-0.3141076	0.0515297	0.0113407	0.0948437	0.389607	0.25564	0.197039	29.74172	0.4449811	-3.375801	0.356416	0.707185	1.07975	1.85665	0.694041	0.0950295	0.178063	0.0328666	0.1308735	3.400085
270	4.17711	0	4.17711	3.02852	2.165612	0.036035	0.0261372	0.0294922	0.0230039	0.0862898	0.035387	0.0848351	0.0195085	0.113156	0.0257207	0.089075	0.0226302	0.0645033	0.040109	0.04320857	-0.01411738	0.260383	0.00529602	0.0893248	0.222032	0.0660591	0.356905	16.17241	0.1649052	-3.141716	0.312274	0.671543	1.07363	1.94255	0.366789	0.0803542	0.298882	0.253975	0.1507878	1.093624
280	3.19626	0	3.19626	7.992171	1.922502	0.0351825	0.0354301	0.034512	0.0247773	0.0403544	0.0388919	0.0765238	0.0322121	0.138154	0.0207053	0.0598908	0.039421	0.0665306	0.0217458	0.03470778	-0.1711332	0.044644	0.00541615	0.0551046	0.415836	0.0935023	0.385497	14.9403	0.2060727	-3.360791	0.283845	0.646511	1.06792	2.00172	0.13843	0.269469	0.58699	0.00511086	0.0349395	5.897988
290	-4.33474	0	-4.33474	37.81715	2.057758	0.0592637	0.0222046	0.0588835	0.0185071	0.0704152	0.0433901	0.0711279	0.0694654	0.0853265	0.0242664	0.0470503	0.0214582	0.0722499	0.0682692	0.03526906	0.03499592	0.0248534	0.0205376	0.0756956	0.444664	0.143481	0.290769	48.04162	0.09128734	-3.344749	0.300073	0.661018	1.07137	1.96754	0.0440137	0.245015	0.679258	0.0317135	0.1262833	0.7228776
300	-4.59421	0	-4.59421	44.09073	2.373224	0.0288758	0.0188382	0.0424991	0.0287407	0.0885267	0.0389906	0.0789922	0.09637	0.0255568	0.0234476	0.0396206	0.0122701	0.0831535	0.0407317	0.04022481	0.01239595	0.0573454	0.0766378	0.0747495	0.173894	0.166422	0.450951	45.0622	0.03477918	-3.213271	0.334098	0.689618	1.07703	1.89925	0.585434	0.199937	0.153866	0.0607626	0.04717513	0.7372355
310	-1.72264	0	-1.72264	22.6909	2.425752	0.0197108	0.0142812	0.036607	0.025762	0.069372	0.0544858	0.0934954	0.0949567	0.027527	0.0121926	0.0335016	0.0242147	0.0757696	0.0283113	0.02945744	0.0386835	0.115312	0.0538114	0.202583	0.211044	0.162916	0.254334	30.34976	0.03036678	-3.524809	0.339302	0.693794	1.07773	1.88917	0.0793873	0.146173	0.00165889	0.772781	0.06905028	0.4397778
320	-9.31472	0	-9.31472	20.79451	2.624351	0.0165205	0.0210132	0.0508347	0.0244708	0.0670179	0.0652504	0.0698723	0.169361	0.0301786	0.0211461	0.0297472	0.0250514	0.147877	0.0314282	0.04116841	0.1329502	0.0447624	0.0309981	0.209748	0.173447	0.250098	0.290946	44.51497	0.009348057	-3.190084	0.357938	0.708351	1.07991	1.8538	0.0803385	0.537867	0.0849323	0.296862	0.1422983	0.0656934
330	-2.33619	0	-2.33619	11.42341	2.961234	0.0208926	0.0174567	0.0438905	0.0288174	0.139297	0.0512003	0.048985	0.149726	0.0688444	0.0198806	0.0755578	0.0301623	0.15583	0.0227686	0.04313366	0.05048435	0.0142362	0.0530352	0.302132	0.156065	0.374788	0.099744	13.03106	0.004835228	-3.143452	0.38624	0.729359	1.08232	1.80208	0.00507568	0.39884	0.470817	0.125267	0.05531958	0.08740537
340	-1.24006	0	-1.24006	17.32705	2.777997	0.0249172	0.014762	0.0335821	0.0310047	0.0773128	0.0484788	0.0392088	0.137867	0.0530629	0.0143598	0.0448434	0.0294254	0.113654	0.0477698	0.03277878	0.03226773	0.0167599	0.119988	0.198481	0.147909	0.315018	0.201845	24.27118	0.003566329	-3.417974	0.371323	0.718445	1.08118	1.82906	0.0105557	0.075455	0.34983	0.564159	0.03583406	0.09952346
350	-1.31519	0	-1.31519	14.3461	2.921136	0.0525614	0.0256597	0.023136	0.0720598	0.0529982	0.0549702	0.0334218	0.0810799	0.0436549	0.010753	0.0318276	0.020728	0.115108	0.0445927	0.05083812	0.1037654	0.0533199	0.0613584	0.173648	0.142212	0.36479	0.204672	47.93246	0.004426825	-2.979109	0.383067	0.727066	1.0821	1.80777	0.142472	0.107368	0.587737	0.162422	0.1081922	0.0409163
360	4.39147	0	4.39147	17.2818	2.363842	0.0440655	0.014436	0.0192429	0.0554139	0.0423183	0.0340038	0.0388713	0.0677205	0.0267191	0.0121681	0.0389842	0.0261025	0.0726368	0.0476741	0.03352302	0.1986302	0.0500746	0.101834	0.0811406	0.404173	0.331338	0.0314397	26.12476	0.004188807	-3.395523	0.333156	0.688856	1.0769	1.90109	0.0403451	0.401038	0.374834	0.183783	0.202819	0.02065293
370	9.68683	0	9.68683	7.359437	2.017547	0.0517233	0.022487	0.0286999	0.0264213	0.0536139	0.0215244	0.0407663	0.0578568	0.0151828	0.0104282	0.0386413	0.0226974	0.0481472	0.0549241	0.03386045	0.1933361	0.0846939	0.0839067	0.223427	0.108379	0.482727	0.0168671	20.83243	0.004465661	-3.385508	0.29536	0.656867	1.07042	1.97735	0.131777	0.240781	0.353469	0.273973	0.1978018	0.02257645
380	3.52861	0	3.52861	9.992342	2.147216	0.0824632	0.036492	0.0364962	0.0270388	0.0488371	0.0297927	0.0287627	0.0507422	0.0145193	0.00677134	0.0336269	0.0192764	0.0425092	0.0772557	0.03373139	0.1687137	0.0628191	0.0316654	0.14637	0.2905	0.430449	0.038197	44.32402	0.004385316	-3.389326	0.310237	0.669808	1.07327	1.94668	0.0424707	0.570627	0.278498	0.108405	0.173099	0.02533414
390	2.40203	0	2.40203	13.18205	2.085699	0.0666133	0.054574	0.0291575	0.0261882	0.0571357	0.0235902	0.0439376	0.0320741	0.0198114	0.00749458	0.0373604	0.0178531	0.056305	0.121766	0.03299272	0.09502618	0.138399	0.136703	0.2725	0.138111	0.169023	0.145264	15.61018	0.01829367	-3.411468	0.303294	0.663828	1.07199	1.96088	0.179109	0.134085	0.227359	0.459446	0.1133199	0.1614339
400	2.57012	0	2.57012	11.32021	2.895891	0.0410208	0.0438858	0.0519552	0.0317137	0.068995	0.0179166	0.0424487	0.0266044	0.0484695	0.00730494	0.0768552	0.0160784	0.0337339	0.0722746	0.03417926	0.2091685	0.0325005	0.117014	0.413108	0.0166617	0.258951	0.161765	33.40807	0.06203732	-3.376136	0.381044	0.725596	1.08195	1.81141	0.149716	0.61337	0.208209	0.0287045	0.2712058	0.2287462
410	12.0215	0	12.0215	3.553005	3.315621	0.0208936	0.0325049	0.0518998	0.0507438	0.0552847	0.0286529	0.0385054	0.0352824	0.0458909	0.0087263	0.0458943	0.0224623	0.0184373	0.0601605	0.03477942	0.04360366	0.0614968	0.346613	0.311828	0.00543597	0.223104	0.0515221	6.269286	0.122504	-3.358729	0.412295	0.74763	1.08369	1.75639	0.271107	0.398312	0.263393	0.0671886	0.1661077	0.7374977
420	13.0776	0	13.0776	3.322517	3.631691	0.0344636	0.032536	0.0337167	0.048675	0.0460492	0.0513216	0.0673075	0.0327552	0.0525318	0.00639341	0.0330071	0.0233816	0.0205507	0.0349727	0.03231191	-0.2125076	0.0503039	0.257158	0.358565	0.00371555	0.239423	0.0908345	3.40931	0.2716811	-3.432319	0.432909	0.761425	1.08425	1.72141	0.0226116	0.00643003	0.483218	0.48774	0.05917346	4.591266
430	11.315	0	11.315	2.049493	2.795237	0.0403876	0.0330608	0.04121	0.0753043	0.0487292	0.0637028	0.0445945	0.0289745	0.0462001	0.0111832	0.0270835	0.02452	0.0264888	0.0488737	0.03941505	0.01244313	0.284263	0.23964	0.156208	0.0156447	0.192627	0.111617	6.365972	0.1370679	-3.233607	0.372774	0.719521	1.0813	1.82641	0.0258882	0.266963	0.057231	0.649917	0.1495111	0.9167745
440	10.9801	0	10.9801	3.162406	2.867441	0.0755253	0.0233445	0.051227	0.0813395	0.0466414	0.0518145	0.0293066	0.0431651	0.0307034	0.0411532	0.0242543	0.0293077	0.0108392	0.0503153	0.03732229	0.2224134	0.0281424	0.457871	0.196792	0.00608757	0.266838	0.0442698	5.266075	0.01493684	-3.288164	0.37874	0.723914	1.08178	1.81557	0.435993	0.136982	0.136586	0.290439	0.2373502	0.06293167
450	8.21641	0	8.21641	3.516725	3.575207	0.0519195	0.0367731	0.0357787	0.134914	0.0556766	0.043529	0.017733	0.034353	0.0597123	0.0561905	0.0357188	0.0132317	0.020323	0.0545159	0.04043225	0.5441144	0.109751	0.228299	0.185561	0.0414459	0.400892	0.0340507	4.6556	0.0129546	-3.208127	0.429386	0.759107	1.08419	1.72732	0.613469	0.129876	0.151262	0.105393	0.557069	0.02325494
460	8.50365	0	8.50365	4.402132	3.425516	0.0505862	0.0316365	0.0381382	0.0563486	0.086856	0.0406034	0.0195511	0.0912599	0.0292461	0.0641548	0.0251527	0.0145203	0.0235741	0.0397592	0.04125806	0.30307	0.045934	0.16701	0.155274	0.100783	0.497385	0.0336153	15.51772	0.0121668	-3.187909	0.419718	0.752663	1.08394	1.74368	0.04857	0.776835	0.0669301	0.107665	0.3152368	0.03859574
470	3.14709	0	3.14709	4.864925	2.948999	0.0574247	0.0529549	0.041013	0.0494027	0.094148	0.0419878	0.0131661	0.0897597	0.0488687	0.0332049	0.0457463	0.0167366	0.0228816	0.022696	0.04176206	0.3689751	0.0525539	0.238337	0.291701	0.0967975	0.286542	0.0340688	45.84293	0.01655219	-3.175767	0.385278	0.728664	1.08225	1.80381	0.128782	0.0567049	0.374671	0.439842	0.3855273	0.0429339
480	2.54347	0	2.54347	15.77388	3.339494	0.0803632	0.0459649	0.0439568	0.0284398	0.102895	0.0312202	0.0145395	0.0612988	0.0419355	0.0383373	0.0464665	0.0226315	0.0294231	0.022308	0.04020936	0.1319522	0.0997725	0.134423	0.153335	0.285434	0.297987	0.0290485	41.38988	0.01408907	-3.213656	0.413932	0.748747	1.08375	1.75358	0.0892809	0.721184	0.080333	0.109202	0.1460413	0.09647322
490	2.18574	0	2.18574	27.63548	2.540594	0.0955901	0.0462257	0.055487	0.0352723	0.0406566	0.0438029	0.0145624	0.0739547	0.0417085	0.0466778	0.0305886	0.0144861	0.0230325	0.0278986	0.03441012	0.1074404	0.0750172	0.0751295	0.217131	0.367965	0.233608	0.0311493	46.58887	0.01167067	-3.369405	0.350272	0.702436	1.07907	1.86822	0.300952	0.0045234	0.561273	0.133251	0.119111	0.09798146
500	2.11604	0	2.11604	17.19135	2.755382	0.078514	0.0385621	0.037589	0.0351173	0.0768931	0.0640791	0.0132818	0.0696003	0.0182398	0.0232696	0.0364206	0.0122841	0.0443087	0.0186634	0.02662178	0.029507	0.120924	0.102015	0.119648	0.282222	0.325144	0.0500475	22.16492	0.01428303	-3.626026	0.369406	0.717017	1.08101	1.83257	0.191511	0.0229856	0.318434	0.467069	0.04379003	0.3261707
510	-1.09177	0	-1.09177	23.80847	2.238681	0.0858564	0.0376142	0.0450352	0.0705019	0.0358475	0.091796	0.0100163	0.0982971	0.0453633	0.0268509	0.0326767	0.0236096	0.0452829	0.0255529	0.03928886	0.00103594	0.0579369	0.119861	0.0638167	0.633718	0.111932	0.0127357	30.32514	0.02948532	-3.236814	0.320193	0.67821	1.07496	1.92664	0.0527087	0.669723	0.0984276	0.179141	0.03052126	0.9660584
520	-4.48008	0	-4.48008	26.40415	2.356008	0.111052	0.0631625	0.0157634	0.0908344	0.0261889	0.0602606	0.00965841	0.0503319	0.0326032	0.0245854	0.0475356	0.0133244	0.0418066	0.0204934	0.04385568	-0.02043822	0.150348	0.321215	0.121243	0.141479	0.244999	0.020715	31.31395	0.03332539	-3.126851	0.332366	0.688217	1.07679	1.90263	0.00945182	0.351696	0.588615	0.0502372	0.01288717	2.585935
530	-1.20253	0	-1.20253	24.44673	2.12831	0.075207	0.0671812	0.0183432	0.0498187	0.0289442	0.0265889	0.00587658	0.0441003	0.050337	0.0435808	0.0482932	0.0453465	0.0559159	0.0208236	0.04165928	-0.05800563	0.282714	0.222474	0.0909638	0.260935	0.0938424	0.0490719	48.47679	0.07627016	-3.178231	0.308125	0.667999	1.07289	1.95098	0.0853359	0.162995	0.469651	0.282018	0.01826453	4.175862
540	3.96289	0	3.96289	16.4666	2.112636	0.0523479	0.0272888	0.0266488	0.0277328	0.0288266	0.0357636	0.0109741	0.0209585	0.0602475	0.0596544	0.0534158	0.0475258	0.0273131	0.0364324	0.03192935	-0.03123038	0.221886	0.0924481	0.234304	0.230355	0.168016	0.0529914	38.98838	0.04959988	-3.44423	0.306359	0.666481	1.07257	1.95459	0.113364	0.205002	0.537235	0.144399	0.01836951	2.70012
550	3.7967	0	3.7967	14.78926	1.966416	0.0537891	0.0451687	0.0369058	0.068404	0.044011	0.0236706	0.0198151	0.0153454	0.110863	0.0377592	0.057783	0.04592	0.0186125	0.065188	0.03993693	-0.07955877	0.31132	0.0540407	0.0902331	0.164677	0.196478	0.183251	18.26426	0.08471208	-3.220454	0.289232	0.651394	1.06913	1.99025	0.213777	0.298242	0.466249	0.0217324	0.00515331	16.43838
560	2.98906	0	2.98906	6.46923	1.801128	0.0492313	0.0532523	0.0265427	0.0771663	0.045771	0.0127258	0.0259667	0.0131747	0.092315	0.0369127	0.0747442	0.0539695	0.0184426	0.0961004	0.04977914	-0.1948184	0.045662	0.138683	0.219739	0.259777	0.106211	0.229928	9.309184	0.2040132	-3.000159	0.268321	0.63205	1.06411	2.03552	0.272315	0.18088	0.434812	0.111993	0.00919478	22.18793
570	0.311045	0	0.311045	7.829089	1.946726	0.0859155	0.0609499	0.0211051	0.0856322	0.027416	0.017626	0.0220369	0.0118234	0.0758519	0.0232564	0.0648047	0.0546384	0.0270751	0.120807	0.03921017	-0.1556876	0.0361646	0.0525468	0.164886	0.229569	0.117395	0.399438	40.49041	0.1591697	-3.238819	0.286831	0.649226	1.0686	1.99534	0.0362704	0.420248	0.523465	0.0200163	0.003482178	45.70983
580	1.8811	0	1.8811	18.32249	2.373701	0.0698171	0.0927868	0.0226951	0.0322775	0.0370316	0.024362	0.0242827	0.00637264	0.0786077	0.00933181	0.0569441	0.0317333	0.0522412	0.0402991	0.03060287	-0.07418593	0.100742	0.088292	0.0858648	0.226265	0.0955395	0.403297	21.02654	0.0871899	-3.486662	0.334146	0.689657	1.07704	1.89916	0.158734	0.0876998	0.187456	0.56611	0.01300398	6.704865
590	3.18326	0	3.18326	8.296261	2.302919	0.0659329	0.124636	0.018294	0.0199225	0.0488666	0.0249744	0.0292672	0.0151666	0.0434218	0.0199532	0.0654389	0.0299445	0.0612645	0.026411	0.02740955	-0.06665721	0.0851489	0.0999774	0.441061	0.0606277	0.209272	0.103913	26.02873	0.07942163	-3.596864	0.326938	0.68379	1.076	1.91327	0.591092	0.0207593	0.189668	0.198481	0.01276442	6.222113
