Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	alpha_morpho	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	branch_rates_morpho	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
5150	-3806.11	-3744.66	-61.4554	6.053021	0.1993861	1.147663	0.0164136	0.0490465	0.00699823	0.00818873	0.0166237	0.0213543	0.0199942	0.0230483	0.0157874	0.0200016	0.00501167	0.0332804	0.0131657	0.00704123	0.00751903	0.0141749	0.0236198	0.0216486	0.0168912	0.0383012	0.0139054	0.0124999	0.0137627	0.0174331	0.0114543	0.0109784	0.0495996	0.0208629	0.0170329	0.0528084	0.0275888	0.0164555	0.00807782	0.032027	0.0210096	0.0395041	0.0227416	0.0149611	0.0943933	0.0425225	0.0161391	0.0378144	0.01787355	0.0303737	0.04724443	0.0158762	0.579541	0.00595083	0.0163748	0.379834	0.00242246	14.47511	0.1759839	-4.024433	4	39.29321	0.4857979	0.000520025	0.0334221	0.382054	3.584	0.16544	0.517042	1.02073	2.29679	0.26335	0.30771	0.125073	0.303867	0.2232283	0.7883582
5160	-3799.56	-3740.07	-59.4932	6.053021	0.2451743	1.779965	0.0181111	0.0219803	0.0198248	0.00883517	0.0512788	0.0103402	0.0235655	0.0314944	0.0102183	0.0241189	0.00712063	0.0393821	0.0225748	0.00831613	0.00932166	0.00893655	0.0190016	0.0196062	0.0113098	0.035456	0.00862042	0.0122533	0.0114234	0.00730744	0.00971285	0.00914906	0.0376316	0.0376162	0.0136187	0.0144076	0.021406	0.0722596	0.0262182	0.0139572	0.0325685	0.0338637	0.0219144	0.0261482	0.0375603	0.0128946	0.0446435	0.017226	0.02032485	0.02932708	0.04724443	0.0238622	0.467648	0.0135665	0.00838908	0.480721	0.00581306	14.47511	0.1759839	-3.895911	4	39.29321	0.4857979	0.00189443	0.0632277	0.491198	3.44368	0.265515	0.629371	1.06336	2.04175	0.286948	0.294886	0.144952	0.273214	0.2232283	0.7883582
5170	-3795.51	-3740.12	-55.3857	6.053021	0.1915641	2.35722	0.0284673	0.013813	0.0146139	0.0303967	0.0208615	0.0192009	0.0224148	0.0221789	0.0168259	0.0374203	0.00696988	0.0132287	0.0161175	0.00831007	0.0109994	0.014563	0.0198968	0.0250899	0.0161688	0.048094	0.0115073	0.035512	0.0126114	0.0107353	0.00911224	0.0174384	0.0258127	0.0482723	0.0103847	0.0194427	0.0200104	0.0512369	0.0151929	0.011154	0.00251028	0.0187917	0.0464125	0.00903115	0.00934971	0.0121568	0.01637	0.010596	0.01562992	0.04195178	0.04724443	0.0166424	0.476446	0.00192673	0.00196456	0.489766	0.0132546	14.47511	0.1759839	-4.158568	4	39.29321	0.4857979	0.000391913	0.029055	0.361285	3.60927	0.332488	0.688316	1.07681	1.90239	0.289117	0.300984	0.147728	0.262171	0.2232283	0.7883582
5180	-3798.19	-3741.17	-57.0227	6.053021	0.2176249	1.699098	0.0112334	0.0432512	0.0144801	0.0168578	0.0219389	0.0107585	0.0345887	0.00912475	0.0229235	0.0588677	0.0069184	0.032832	0.0139975	0.00856935	0.0118242	0.0443184	0.0234372	0.0182311	0.0134804	0.0402781	0.00965856	0.0214092	0.0141928	0.00648408	0.0195165	0.0137609	0.0258127	0.0448735	0.033817	0.0198228	0.0243558	0.0134647	0.0162475	0.0356634	0.0068723	0.0110316	0.0231389	0.029604	0.0238627	0.0246521	0.0269075	0.0130608	0.01975592	0.02958689	0.04724443	0.01431	0.449712	0.0016646	0.00198868	0.521644	0.0106809	14.47511	0.1759839	-3.924302	4	39.29321	0.4857979	0.000929083	0.0445217	0.428076	3.52647	0.254506	0.618658	1.06025	2.06658	0.312077	0.288293	0.127403	0.272228	0.2232283	0.7883582
5190	-3819.32	-3742.64	-76.6819	6.053021	0.186329	0.9191657	0.0107809	0.0423895	0.00455758	0.0568942	0.020842	0.0175914	0.0385469	0.0304882	0.0300959	0.014935	0.013121	0.0832194	0.0242129	0.0123192	0.014865	0.0146846	0.0272767	0.0250077	0.0138225	0.0541548	0.0236443	0.0787253	0.0115239	0.0147202	0.0276438	0.00807869	0.102097	0.0775349	0.0370807	0.021823	0.0568063	0.0246148	0.0330909	0.0175806	0.0146494	0.0049659	0.0152554	0.039214	0.0313416	0.0246521	0.0114972	0.0248653	0.02249702	0.02356691	0.04724443	0.0120129	0.430476	0.00467726	0.00203573	0.544338	0.00646007	14.47511	0.1759839	-3.794372	4	39.29321	0.4857979	0.000320038	0.0262796	0.347048	3.62635	0.120556	0.45103	0.985199	2.44321	0.282428	0.325712	0.123254	0.268606	0.2232283	0.7883582
5200	-3802.39	-3743.03	-59.3632	6.053021	0.1869783	1.259583	0.0385879	0.00842523	0.00847187	0.0251652	0.0514669	0.0199244	0.0234763	0.00757559	0.0344642	0.00719717	0.0244085	0.0146836	0.0208696	0.00614706	0.00751208	0.0195974	0.0153159	0.0292236	0.0222814	0.0448869	0.0464464	0.0114675	0.0122804	0.00805789	0.042972	0.0258835	0.0304567	0.0414552	0.0133422	0.0133695	0.0160445	0.00453967	0.0109605	0.0151034	0.020288	0.00837924	0.0221279	0.0072755	0.0171906	0.018822	0.017971	0.0445129	0.0195665	0.02772793	0.04724443	0.0133871	0.521892	0.00584996	0.0079222	0.444828	0.00612032	14.47511	0.1759839	-3.933937	4	39.29321	0.4857979	0.000328385	0.0266172	0.348828	3.62423	0.185685	0.542946	1.03252	2.23885	0.298099	0.317589	0.139985	0.244327	0.2232283	0.7883582
5210	-3796.1	-3744.75	-51.355	6.053021	0.2464841	1.224321	0.00653841	0.0284867	0.0108371	0.0139554	0.0156222	0.022541	0.0251725	0.00800636	0.0125084	0.0232521	0.0167056	0.0290053	0.0182744	0.00974561	0.0104069	0.0106338	0.0181827	0.019806	0.0159541	0.0332872	0.0144039	0.0231882	0.013676	0.0118701	0.0139272	0.0061586	0.0481814	0.05223	0.0506462	0.0187058	0.0227625	0.0283889	0.0220855	0.0252815	0.0124255	0.032451	0.0290424	0.0183415	0.00693132	0.0171275	0.0159682	0.0164285	0.01824551	0.0309847	0.04724443	0.00940918	0.563057	0.00978865	0.00666257	0.409006	0.00207682	14.47511	0.1759839	-4.003836	4	39.29321	0.4857979	0.00195192	0.0641628	0.494012	3.43987	0.179433	0.535158	1.0291	2.25631	0.304461	0.278946	0.121605	0.294988	0.2232283	0.7883582
5220	-3806.75	-3742.07	-64.6722	6.053021	0.1683041	1.086299	0.0298244	0.0150651	0.0245088	0.0339517	0.00962364	0.0296279	0.0317625	0.0197588	0.011141	0.0313849	0.0213912	0.0443379	0.0292554	0.00692584	0.0206911	0.0271432	0.0158612	0.0290496	0.0147559	0.0316952	0.0417849	0.0100413	0.0119822	0.00594745	0.0183894	0.019654	0.0481814	0.0234542	0.0165166	0.0443273	0.0328478	0.0134638	0.0510751	0.041991	0.0333538	0.00818478	0.0226954	0.00536695	0.0145063	0.0504197	0.0116327	0.00723664	0.0179092	0.0271299	0.04724443	0.0107825	0.473709	0.012074	0.0125354	0.484925	0.00597462	14.47511	0.1759839	-4.022441	4	39.29321	0.4857979	0.000144633	0.0177186	0.296101	3.68604	0.153844	0.501238	1.01295	2.33197	0.30358	0.295166	0.137223	0.264031	0.2232283	0.7883582
5230	-3822.85	-3745.55	-77.3073	6.053021	0.1783334	0.5598255	0.024534	0.0255404	0.0976297	0.0673557	0.0585194	0.0210519	0.0412762	0.0466806	0.0300961	0.033779	0.0254454	0.0752499	0.0165575	0.00885054	0.00950373	0.0316773	0.0266267	0.0317337	0.0135077	0.048511	0.039086	0.0411221	0.0116011	0.00885771	0.00653376	0.00925261	0.0228664	0.0571869	0.0692772	0.044113	0.0346931	0.0134638	0.0344435	0.021	0.00748403	0.0213984	0.0318225	0.0347326	0.0320012	0.023764	0.0222539	0.0219797	0.02711961	0.0324094	0.04724443	0.0103968	0.479041	0.0071967	0.0123606	0.470399	0.0206061	14.47511	0.1759839	-3.607498	4	39.29321	0.4857979	0.00022952	0.0222849	0.324803	3.65268	0.0449426	0.289189	0.859352	2.80652	0.287914	0.312272	0.133537	0.266276	0.2232283	0.7883582
5240	-3804.04	-3744.94	-59.097	6.053021	0.1782623	1.018484	0.00511329	0.0055374	0.0323787	0.00690339	0.0213601	0.0465319	0.041284	0.00778463	0.0200727	0.0325148	0.0200831	0.0256182	0.0119201	0.00663397	0.00447693	0.0164475	0.0300539	0.0368259	0.0178037	0.0372101	0.0288364	0.0224993	0.0260568	0.00605324	0.00997649	0.00848568	0.0103662	0.0185932	0.0126803	0.0277717	0.0291952	0.00950439	0.0273587	0.0219426	0.0308265	0.0182387	0.0315675	0.0311737	0.0163818	0.0187478	0.00715798	0.0114163	0.01912457	0.02785673	0.04724443	0.00795642	0.546065	0.0036639	0.00983638	0.426749	0.00572993	14.47511	0.1759839	-3.956781	4	39.29321	0.4857979	0.000228812	0.0222508	0.324603	3.65292	0.140627	0.482238	1.003	2.37414	0.286146	0.315961	0.127191	0.270702	0.2232283	0.7883582
5250	-3803.63	-3741.6	-62.0381	6.053021	0.1724734	1.486816	0.0174332	0.0234156	0.0294755	0.0103554	0.0330341	0.0312889	0.0263972	0.0277103	0.0163096	0.0210651	0.0161051	0.0189378	0.012909	0.00275301	0.0132681	0.0183433	0.0220809	0.0300903	0.0187531	0.0331782	0.0322387	0.00690375	0.0116863	0.00369203	0.0170553	0.0358431	0.0198345	0.0206635	0.0162761	0.035785	0.0435129	0.00487921	0.0229611	0.0404936	0.030738	0.0146226	0.0164775	0.0239456	0.0413141	0.00542277	0.00966395	0.00602783	0.0172485	0.03456234	0.04724443	0.017319	0.448559	0.00449686	0.0114046	0.514762	0.00345837	14.47511	0.1759839	-4.06003	4	39.29321	0.4857979	0.000176392	0.0195547	0.308135	3.67213	0.223279	0.586347	1.04964	2.14074	0.321321	0.276624	0.137017	0.265038	0.2232283	0.7883582
5260	-3789.45	-3737.84	-51.6172	6.053021	0.186274	1.860437	0.0101293	0.0137463	0.00430132	0.0119096	0.0392416	0.0129779	0.0164095	0.0414231	0.0134472	0.023277	0.0136827	0.0169411	0.0154601	0.00657744	0.0072337	0.0188855	0.0205064	0.0275393	0.020552	0.0368189	0.0172026	0.00945857	0.0153	0.0083761	0.0119329	0.00860319	0.0381187	0.0413199	0.0127112	0.0123813	0.0327259	0.00542655	0.0156647	0.0142235	0.0381378	0.011539	0.0114049	0.0240116	0.0274181	0.00630877	0.0257003	0.0198418	0.01721191	0.03459254	0.04724443	0.0146035	0.566667	0.00979564	0.00429012	0.40245	0.00219348	14.47511	0.1759839	-4.062154	4	39.29321	0.4857979	0.000319339	0.0262512	0.346897	3.62653	0.276026	0.639302	1.06607	2.0186	0.307127	0.300514	0.128668	0.26369	0.2232283	0.7883582
5270	-3803.34	-3743.48	-59.8609	6.053021	0.1696072	0.3630978	0.0211745	0.0219629	0.0232611	0.0331591	0.0450267	0.0295016	0.0289802	0.0242998	0.0329063	0.0112235	0.014853	0.00787774	0.0223049	0.00539134	0.00861331	0.0317585	0.018963	0.028289	0.0127069	0.05238	0.00886481	0.0246206	0.0191311	0.0185202	0.022082	0.0133987	0.0147665	0.0913653	0.0108529	0.0112007	0.029281	0.0170763	0.0413224	0.0132902	0.02722	0.0457755	0.0215751	0.0255668	0.00773423	0.0303938	0.0146021	0.0185655	0.01925297	0.01844704	0.04724443	0.0128764	0.533963	0.0100891	0.00498197	0.43577	0.00232043	14.47511	0.1759839	-3.95009	4	39.29321	0.4857979	0.000154052	0.0182828	0.299877	3.68169	0.0117704	0.153703	0.688048	3.14648	0.281779	0.317433	0.131128	0.26966	0.2232283	0.7883582
5280	-3799.79	-3739.39	-60.395	6.053021	0.1785463	2.539387	0.0327356	0.0235095	0.00569999	0.0307743	0.0142782	0.0249061	0.0377779	0.00762667	0.0182463	0.0249865	0.00913858	0.0165277	0.039909	0.0069025	0.00690656	0.0317189	0.0266674	0.0355968	0.014417	0.0420273	0.00989019	0.00917577	0.00786875	0.0116881	0.0164231	0.0125897	0.0359402	0.0404498	0.0114682	0.0112629	0.0386956	0.00698201	0.0192825	0.0160126	0.0559367	0.0207574	0.0233608	0.00638571	0.0145086	0.0326082	0.0250273	0.0212184	0.01742254	0.03524873	0.04724443	0.00686787	0.516019	0.00942714	0.0046178	0.454932	0.00813578	14.47511	0.1759839	-4.049991	4	39.29321	0.4857979	0.00023165	0.0223873	0.325403	3.65198	0.350159	0.702349	1.07906	1.86843	0.299383	0.314069	0.122412	0.264136	0.2232283	0.7883582
5290	-3809.9	-3741.79	-68.1175	6.053021	0.2052399	0.9412326	0.0172966	0.0106603	0.16947	0.0293155	0.0670984	0.013464	0.0193565	0.0420265	0.0212403	0.018472	0.021231	0.0460112	0.0243876	0.00746422	0.0145884	0.0110528	0.0178238	0.0291236	0.0175556	0.0356408	0.0443411	0.0356049	0.00925059	0.0100341	0.0188401	0.0115313	0.0327058	0.0307251	0.0461749	0.0208513	0.00945119	0.0256575	0.0313424	0.0162971	0.0123277	0.0401189	0.0199415	0.0171457	0.0262815	0.0338767	0.0141874	0.00904967	0.01879625	0.0256599	0.04724443	0.0129285	0.568822	0.01038	0.00201517	0.394843	0.0110109	14.47511	0.1759839	-3.974098	4	39.29321	0.4857979	0.000633592	0.0368521	0.397195	3.56532	0.125084	0.458346	0.989536	2.42703	0.285377	0.297525	0.143846	0.273252	0.2232283	0.7883582
5300	-3812.04	-3745.83	-66.206	6.053021	0.1720474	1.297878	0.0371092	0.0129209	0.0357673	0.0373714	0.110591	0.013464	0.0302659	0.00941485	0.0231388	0.0171637	0.0217597	0.0217068	0.0118066	0.0120024	0.012917	0.0246611	0.016948	0.038217	0.0204251	0.0305242	0.0836537	0.0229047	0.00730839	0.01038	0.0231668	0.0109524	0.0333591	0.0315091	0.0187545	0.0176002	0.0300291	0.00809903	0.0449091	0.0159493	0.0123277	0.0443661	0.0183332	0.0346683	0.00655218	0.00746542	0.0403824	0.0184898	0.02006268	0.0265955	0.04724443	0.00893799	0.559298	0.00818453	0.0083658	0.404388	0.0108265	14.47511	0.1759839	-3.908894	4	39.29321	0.4857979	0.000172926	0.019363	0.306912	3.67355	0.192344	0.551048	1.03596	2.22064	0.301969	0.294751	0.148044	0.255236	0.2232283	0.7883582
5310	-3800.26	-3740.87	-59.3876	6.053021	0.1625252	1.837814	0.079051	0.00837265	0.0215684	0.0149576	0.0163781	0.0346734	0.0360702	0.036567	0.0141074	0.0219824	0.0273405	0.0220079	0.030587	0.00574661	0.00591338	0.0252611	0.0208581	0.0245454	0.0159088	0.026625	0.00940891	0.0140052	0.0119972	0.00480582	0.0153544	0.0168371	0.0116249	0.033152	0.0261145	0.0153169	0.0311371	0.0284245	0.019847	0.0140082	0.0154108	0.0167598	0.0330078	0.0200931	0.0474027	0.0147896	0.0155837	0.0172838	0.02270272	0.03462223	0.04724443	0.00773905	0.590034	0.00970336	0.00330228	0.381298	0.00792385	14.47511	0.1759839	-3.78527	4	39.29321	0.4857979	0.000108003	0.0153249	0.279199	3.70537	0.273114	0.636579	1.06535	2.02496	0.296625	0.302357	0.123451	0.277567	0.2232283	0.7883582
5320	-3817.05	-3745.29	-71.7542	6.053021	0.1722893	1.620798	0.0107436	0.036539	0.0621524	0.0166672	0.0138383	0.0317262	0.0573637	0.0256326	0.0249239	0.0227081	0.0102805	0.0234511	0.0361841	0.00540912	0.0169766	0.0936054	0.0219422	0.0222678	0.0200321	0.0450901	0.00891549	0.036861	0.01995	0.0155246	0.0210484	0.0145836	0.0433014	0.0498957	0.0314796	0.0366498	0.0494862	0.0390931	0.0507562	0.0342437	0.0373922	0.0152558	0.0382427	0.0214447	0.0105675	0.0244663	0.0368286	0.0157743	0.02678183	0.03106021	0.04724443	0.00935835	0.5255	0.00443353	0.00212518	0.448489	0.0100942	14.47511	0.1759839	-3.620032	4	39.29321	0.4857979	0.000174888	0.0194717	0.307607	3.67275	0.243394	0.607502	1.05679	2.09231	0.276696	0.300021	0.130487	0.292796	0.2232283	0.7883582
5330	-3817	-3746.08	-70.9213	6.053021	0.1899127	1.488966	0.0259698	0.036539	0.012483	0.0170888	0.027978	0.0377543	0.0297559	0.0357804	0.0223778	0.0155558	0.0706797	0.015801	0.0213107	0.00571444	0.0124442	0.133618	0.030709	0.0270912	0.021407	0.0529551	0.00882001	0.0184455	0.0167297	0.0127247	0.0125128	0.0125352	0.0151572	0.0480752	0.0129952	0.00929714	0.0251866	0.00854425	0.0429925	0.0500844	0.0169598	0.0177794	0.0307742	0.0120607	0.0412516	0.0697005	0.0160751	0.0298853	0.02150814	0.02690607	0.04724443	0.0084032	0.519188	0.0104229	0.00349394	0.443102	0.0153898	14.47511	0.1759839	-3.839324	4	39.29321	0.4857979	0.000368095	0.0281663	0.356822	3.61464	0.223613	0.586709	1.04977	2.13991	0.271149	0.331057	0.146074	0.251721	0.2232283	0.7883582
5340	-3810.95	-3747.49	-63.4575	6.053021	0.1686666	2.679542	0.00605118	0.0203906	0.0157304	0.0265633	0.0558183	0.0177783	0.0348772	0.009561	0.0236544	0.0303378	0.0178441	0.015211	0.0142706	0.00921128	0.00879656	0.0153366	0.0200743	0.0358908	0.0193506	0.0408275	0.0257458	0.016128	0.00749734	0.0113081	0.0287525	0.00817732	0.00825715	0.0513227	0.118628	0.024605	0.0114961	0.0259567	0.0117636	0.0397963	0.0306916	0.0186907	0.0279398	0.0278586	0.00945149	0.013241	0.0158416	0.0298853	0.01909604	0.02927063	0.04724443	0.00372603	0.471625	0.0103437	0.0186713	0.484894	0.0107395	14.47511	0.1759839	-3.958274	4	39.29321	0.4857979	0.000147208	0.0178747	0.297153	3.68483	0.362844	0.712085	1.0804	1.84467	0.331303	0.283273	0.120597	0.264827	0.2232283	0.7883582
5350	-3807.65	-3744.8	-62.8573	6.053021	0.1831423	0.6963022	0.0216667	0.0301375	0.0207616	0.0142544	0.0236397	0.0202433	0.0360463	0.0312756	0.0219915	0.0369369	0.0321617	0.0201026	0.0179601	0.00764099	0.0184154	0.0154665	0.0190484	0.0305492	0.00709612	0.0332475	0.0235524	0.014867	0.0170679	0.00965601	0.0170577	0.0219217	0.110496	0.0294946	0.0241706	0.0163734	0.0238492	0.0200881	0.0601705	0.0142034	0.00826415	0.0317753	0.0186934	0.108014	0.0293274	0.0199719	0.0146854	0.0199171	0.02311301	0.02307821	0.04724443	0.00662321	0.488301	0.0100217	0.00255801	0.484783	0.00771314	14.47511	0.1759839	-3.76736	4	39.29321	0.4857979	0.000281302	0.0246513	0.338253	3.63681	0.0733986	0.36178	0.92349	2.64133	0.291439	0.308776	0.124289	0.275496	0.2232283	0.7883582
5360	-3805.22	-3740.71	-64.5072	6.053021	0.1717756	0.8632163	0.0332502	0.0103383	0.010332	0.0241144	0.0356013	0.00910042	0.029917	0.0202724	0.0278731	0.0170736	0.0277584	0.0201026	0.0255548	0.00673201	0.0130171	0.0168582	0.0218239	0.0228006	0.0108184	0.0341162	0.0225348	0.0534089	0.00873794	0.01135	0.0220608	0.00971131	0.0532531	0.0506418	0.0156916	0.00795917	0.0304857	0.0208932	0.0117017	0.0882865	0.00434351	0.029332	0.0360659	0.0160627	0.00894624	0.0231358	0.0128799	0.0585791	0.02012402	0.01815011	0.04724443	0.00960807	0.551274	0.00267623	0.00815302	0.41889	0.00939847	14.47511	0.1759839	-3.905841	4	39.29321	0.4857979	0.000170742	0.0192412	0.306131	3.67446	0.108922	0.431393	0.973042	2.48664	0.30329	0.310682	0.114623	0.271404	0.2232283	0.7883582
5370	-3816.34	-3747.94	-68.4026	6.053021	0.2008126	2.013084	0.0298594	0.0152387	0.0182108	0.0309775	0.0167215	0.0619695	0.0318977	0.04462	0.0241381	0.0418036	0.0139953	0.0400533	0.0255548	0.00849736	0.0100058	0.0413892	0.0174852	0.0308983	0.0219701	0.0413105	0.049223	0.0463215	0.0178462	0.00899761	0.0176729	0.0392753	0.00959145	0.0215603	0.00485708	0.00957843	0.0106602	0.0356373	0.0231064	0.028626	0.0252583	0.0600209	0.0296038	0.0189411	0.0206698	0.0176511	0.0178543	0.00800624	0.01870762	0.0306712	0.04724443	0.0132812	0.477751	0.0075843	0.000926783	0.479418	0.0210388	14.47511	0.1759839	-3.978824	4	39.29321	0.4857979	0.00054625	0.0342456	0.385776	3.57943	0.294832	0.656398	1.07031	1.97846	0.311783	0.293663	0.153614	0.240939	0.2232283	0.7883582
5380	-3809.01	-3739.92	-69.0911	6.053021	0.1721511	1.033941	0.0196919	0.0328782	0.0276994	0.0459541	0.0396073	0.00644869	0.0247321	0.025315	0.0327979	0.0346022	0.0284189	0.0408025	0.0156596	0.0106913	0.0082401	0.00845669	0.0254225	0.0187434	0.0183034	0.035781	0.0738442	0.0371414	0.0200208	0.00917024	0.00750406	0.00610519	0.0268797	0.0442608	0.0396249	0.0294103	0.0400232	0.0111641	0.0184843	0.0459473	0.0282937	0.0285717	0.00520101	0.0166054	0.0211394	0.0212467	0.0410103	0.0116653	0.02442184	0.02672978	0.04724443	0.0112305	0.575948	0.00545811	0.0107539	0.391652	0.0049568	14.47511	0.1759839	-3.712278	4	39.29321	0.4857979	0.000173766	0.0194096	0.30721	3.67321	0.143676	0.486721	1.0054	2.3642	0.293537	0.293418	0.136479	0.276566	0.2232283	0.7883582
5390	-3806.56	-3740.06	-66.5082	6.053021	0.2075731	2.482019	0.0177668	0.0212486	0.0212178	0.0359809	0.033988	0.0380951	0.0262106	0.0110939	0.0223189	0.0260227	0.0268822	0.0200245	0.0264555	0.0110315	0.00640086	0.0140384	0.0257434	0.0286858	0.0164365	0.038387	0.0122766	0.0615962	0.0106468	0.013796	0.0221818	0.00675209	0.0435151	0.0395845	0.042065	0.020383	0.0427523	0.0375717	0.0145993	0.0221725	0.0059943	0.0120724	0.0129104	0.0191187	0.0180222	0.081123	0.0354086	0.0358584	0.0201397	0.03027461	0.04724443	0.00800875	0.501486	0.00532321	0.0119679	0.457981	0.0152339	14.47511	0.1759839	-3.905062	4	39.29321	0.4857979	0.00068336	0.0382555	0.403132	3.55793	0.344745	0.698109	1.07842	1.87873	0.281599	0.31089	0.130326	0.277185	0.2232283	0.7883582
5400	-3800.63	-3742.72	-57.9095	6.053021	0.2002625	1.389702	0.0177668	0.0232887	0.0368018	0.028152	0.0457104	0.0221245	0.0348168	0.0125383	0.0264297	0.0054824	0.0268822	0.00873215	0.00917064	0.00500966	0.0126238	0.00667724	0.0190101	0.0321223	0.0160029	0.0345881	0.024303	0.0107137	0.0166841	0.0169656	0.0141051	0.0205077	0.0071778	0.0189925	0.0307073	0.0122931	0.0187851	0.0113487	0.0421544	0.0175521	0.0255727	0.0549998	0.0294291	0.019444	0.0227787	0.0103794	0.04302	0.00739829	0.01796227	0.02968658	0.04724443	0.010565	0.53972	0.00239634	0.00629072	0.423974	0.0170531	14.47511	0.1759839	-4.019482	4	39.29321	0.4857979	0.000536029	0.0339271	0.384343	3.58119	0.20777	0.569105	1.04323	2.1799	0.294169	0.298724	0.13461	0.272498	0.2232283	0.7883582
5410	-3801.51	-3739.27	-62.2424	6.053021	0.1760131	0.6223561	0.0147236	0.0154527	0.0368673	0.0214347	0.0240828	0.00449467	0.0269732	0.0263224	0.0373261	0.0285968	0.0156745	0.0065875	0.0204258	0.00787998	0.0114905	0.0501909	0.0198323	0.0270785	0.0178296	0.0341443	0.023992	0.0270499	0.0133631	0.00973746	0.0222327	0.0156167	0.0162044	0.0739265	0.0135794	0.0114115	0.0197328	0.00646546	0.0719041	0.0655659	0.0121977	0.0157024	0.010458	0.0157009	0.00932212	0.02579	0.0388251	0.0101929	0.02050668	0.02587369	0.04724443	0.0153382	0.46181	0.00228883	0.00670699	0.505676	0.0081803	14.47511	0.1759839	-3.887005	4	39.29321	0.4857979	0.000207233	0.0211833	0.318239	3.66037	0.0577493	0.324473	0.892309	2.72547	0.299391	0.298803	0.148696	0.253109	0.2232283	0.7883582
5420	-3803.36	-3746.35	-57.0086	6.053021	0.2253552	0.6886177	0.0210109	0.0267235	0.0104232	0.0511046	0.0158606	0.0319363	0.017928	0.0506972	0.0303035	0.030175	0.0163027	0.0538219	0.0125434	0.00699706	0.0100961	0.0114723	0.0215011	0.0279906	0.0249525	0.0365003	0.0211329	0.0156948	0.0172167	0.0160012	0.013596	0.00688981	0.0155169	0.0268133	0.0315915	0.0144906	0.0144612	0.00840831	0.0281253	0.026903	0.0123421	0.0304967	0.00819995	0.0346068	0.038654	0.0216828	0.0140606	0.0243441	0.02220308	0.02649033	0.04724443	0.0145952	0.499527	0.0114565	0.0138763	0.451849	0.00869578	14.47511	0.1759839	-3.807524	4	39.29321	0.4857979	0.00115487	0.0495632	0.446557	3.50273	0.0717588	0.35811	0.920576	2.64955	0.274839	0.29769	0.133737	0.293735	0.2232283	0.7883582
5430	-3802.58	-3745.72	-56.8693	6.053021	0.2294169	0.456911	0.0456924	0.0131642	0.0352264	0.013754	0.0190805	0.0197102	0.0220178	0.0187358	0.0257831	0.0121948	0.0186694	0.0067538	0.0410197	0.00781583	0.00714418	0.0155025	0.0173733	0.0341542	0.0299614	0.0303386	0.073824	0.0157971	0.016071	0.00699322	0.0178039	0.0222812	0.0203935	0.0663959	0.0190421	0.0303129	0.0127218	0.0133102	0.0209065	0.0135643	0.0271902	0.0198403	0.0297312	0.0212909	0.021282	0.0246149	0.024252	0.0144832	0.02219617	0.01839876	0.04724443	0.0107639	0.499776	0.00590346	0.00733516	0.44916	0.0270611	14.47511	0.1759839	-3.807835	4	39.29321	0.4857979	0.00128712	0.0522823	0.456024	3.49041	0.0257073	0.222858	0.786194	2.96524	0.29223	0.31436	0.126266	0.267144	0.2232283	0.7883582
5440	-3810.35	-3741.41	-68.9468	6.053021	0.2276515	3.167574	0.022696	0.0908081	0.0211813	0.0720412	0.0118528	0.02044	0.0217269	0.0236659	0.0294462	0.0113061	0.00469001	0.0119106	0.0140567	0.00749225	0.00979556	0.0220393	0.0184074	0.026406	0.0150481	0.0292888	0.0177619	0.00748178	0.0136736	0.00728291	0.0124899	0.0316228	0.0616029	0.043608	0.0231962	0.0299278	0.0202109	0.039931	0.0171333	0.0143664	0.00900964	0.0175796	0.0462883	0.0163814	0.0335978	0.0454863	0.0125487	0.0456273	0.02242485	0.03613999	0.04724443	0.0133474	0.491734	0.00755852	0.00329424	0.466657	0.0174083	14.47511	0.1759839	-3.797586	4	39.29321	0.4857979	0.00122846	0.0510948	0.45193	3.49575	0.401824	0.740403	1.08323	1.77455	0.311338	0.287983	0.145385	0.255295	0.2232283	0.7883582
