Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	alpha_morpho	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	branch_rates_morpho	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
9370	-3810.5	-3739.92	-70.5795	5.477854	0.193196	2.664529	0.0193073	0.0163938	0.00870213	0.0153347	0.0119503	0.00753191	0.0307284	0.0105453	0.0221423	0.0103653	0.0360114	0.0146565	0.00916812	0.0167203	0.0295874	0.0276377	0.0243315	0.0112744	0.00807863	0.0054697	0.0227982	0.0104663	0.0116169	0.0304603	0.0223765	0.0135908	0.0105781	0.0358091	0.0228468	0.0317167	0.0230044	0.0250565	0.0501195	0.0293794	0.0177929	0.0115905	0.00522238	0.0143839	0.0253351	0.0622246	0.0100108	0.0338094	0.01768051	0.03022822	0.02051935	0.0112205	0.479717	0.005676	0.00705174	0.485687	0.0106478	21.50685	0.1313571	-4.035292	1	40.45256	0.3079583	0.000416523	0.0299447	0.365668	3.60397	0.36152	0.711082	1.08027	1.84713	0.26955	0.316102	0.139156	0.275192	0.1518765	0.8648945
9380	-3810.29	-3743.89	-66.4014	5.477854	0.1778563	1.21612	0.0272775	0.0290241	0.0128158	0.0112453	0.0344594	0.0107643	0.0391097	0.00984931	0.0183726	0.0295901	0.0320256	0.0129611	0.0125243	0.00978496	0.0132819	0.0523476	0.0261212	0.014085	0.00605395	0.0113883	0.0288047	0.0146556	0.0134153	0.0288619	0.015548	0.0190687	0.0110262	0.021079	0.0151999	0.0368559	0.0230165	0.016444	0.0159428	0.029391	0.0237179	0.0296569	0.0326919	0.00833787	0.0229919	0.0101875	0.0115443	0.0289143	0.01935181	0.02443264	0.02051935	0.0115205	0.490133	0.0040553	0.00935934	0.474191	0.0107403	21.50685	0.1313571	-3.94497	1	40.45256	0.3079583	0.000224798	0.0220562	0.323457	3.65426	0.177962	0.5333	1.02826	2.26047	0.3025	0.289752	0.14251	0.265237	0.1518765	0.8648945
9390	-3816.77	-3747.99	-68.777	5.477854	0.204276	1.144682	0.0201147	0.0202541	0.0128158	0.0229856	0.034283	0.0254864	0.0168118	0.0250769	0.0266089	0.0159857	0.0183085	0.0188084	0.0323939	0.00699809	0.0132819	0.0396139	0.0187347	0.0398082	0.0295536	0.00761935	0.0292514	0.0111371	0.0134286	0.0204134	0.02317	0.0114773	0.0173545	0.0564926	0.0189335	0.0162364	0.0305921	0.018296	0.0138464	0.030479	0.0159051	0.0272013	0.0201084	0.0284316	0.0240673	0.0176287	0.0336529	0.0374192	0.02310909	0.02279179	0.02051935	0.015431	0.433225	0.00397055	0.00361257	0.537584	0.00617712	21.50685	0.1313571	-3.767529	1	40.45256	0.3079583	0.000613795	0.0362782	0.394725	3.56838	0.164885	0.516303	1.02037	2.29844	0.3006	0.275755	0.136744	0.286901	0.1518765	0.8648945
9400	-3805.48	-3740.9	-64.5851	5.477854	0.1871545	1.656252	0.00470491	0.0134604	0.00968821	0.0616714	0.00979372	0.0116103	0.0168118	0.0285107	0.0337626	0.0118769	0.0469017	0.0154618	0.0202767	0.0123856	0.0124902	0.0298033	0.0210207	0.0137884	0.00776294	0.00612065	0.0165386	0.015091	0.00589734	0.0226336	0.0193229	0.0173941	0.0141217	0.0280039	0.0103504	0.0138918	0.0200615	0.00969974	0.00957646	0.0212223	0.0157824	0.02605	0.00910973	0.0239024	0.0140505	0.0170983	0.0492803	0.0222642	0.01627126	0.02713016	0.02051935	0.0149445	0.468952	0.00450821	0.00669553	0.492322	0.0125773	21.50685	0.1313571	-4.118355	1	40.45256	0.3079583	0.000330677	0.0267091	0.34931	3.62365	0.248483	0.612655	1.05842	2.08045	0.277413	0.310708	0.156227	0.255652	0.1518765	0.8648945
9410	-3806.33	-3742.56	-63.7717	5.477854	0.2043408	0.3588279	0.0164575	0.00395872	0.0169665	0.031858	0.0330411	0.0210292	0.00976877	0.00820617	0.00859572	0.0208568	0.017462	0.0162145	0.0194819	0.0233933	0.0129516	0.0312972	0.0232553	0.0118237	0.00849917	0.00420822	0.0193333	0.0137995	0.00770696	0.0145746	0.0171734	0.00921318	0.0154888	0.011519	0.00698459	0.0187843	0.0243899	0.0138661	0.00957646	0.036787	0.011605	0.0408033	0.0333518	0.0339638	0.00686092	0.0190979	0.00564165	0.0397763	0.01528004	0.01785353	0.02051935	0.0106766	0.473488	0.00981667	0.00405716	0.498972	0.00299009	21.50685	0.1313571	-4.181208	1	40.45256	0.3079583	0.000615111	0.0363167	0.394892	3.56818	0.0112501	0.150404	0.682588	3.15576	0.297153	0.293667	0.151255	0.257925	0.1518765	0.8648945
9420	-3799.82	-3738.18	-61.6375	5.477854	0.1757154	1.810655	0.0206704	0.00571677	0.00810916	0.0293843	0.0390704	0.0118321	0.0266028	0.018922	0.0189892	0.00690914	0.0231554	0.016359	0.0159801	0.0302703	0.00659541	0.0324045	0.0186933	0.00512554	0.0135368	0.00631595	0.0188821	0.00907817	0.0059109	0.0310515	0.0178539	0.0143914	0.00591203	0.0193484	0.019471	0.0134368	0.0147279	0.0155608	0.0073307	0.0258519	0.0158321	0.0202693	0.0209195	0.0221328	0.0150541	0.0309786	0.0143453	0.0127678	0.01499573	0.02831975	0.02051935	0.0135921	0.471689	0.00977937	0.00583722	0.497076	0.0020269	21.50685	0.1313571	-4.19999	1	40.45256	0.3079583	0.000204494	0.0210439	0.317393	3.66136	0.269575	0.63324	1.06444	2.03275	0.283928	0.290909	0.154891	0.270272	0.1518765	0.8648945
9430	-3804.23	-3741.18	-63.0515	5.477854	0.2118773	0.8381492	0.00888007	0.0186672	0.00341679	0.0206555	0.0124313	0.0384962	0.023451	0.0166411	0.0129358	0.00896607	0.0192259	0.0120416	0.0135787	0.0298596	0.0204753	0.0392701	0.0197755	0.0101127	0.0113784	0.00863188	0.01518	0.00841072	0.0147941	0.0287709	0.00996368	0.00399543	0.0201246	0.0312509	0.0055028	0.0154444	0.0375072	0.0134952	0.00839294	0.0199553	0.0329899	0.0125137	0.0201261	0.0119112	0.0127902	0.0131547	0.0387977	0.0213431	0.01551707	0.02504491	0.02051935	0.0145386	0.479189	0.0131135	0.00490744	0.482892	0.00535983	21.50685	0.1313571	-4.165815	1	40.45256	0.3079583	0.000782218	0.0408962	0.41394	3.54438	0.103647	0.422051	0.96699	2.50731	0.267191	0.311366	0.139828	0.281616	0.1518765	0.8648945
9440	-3807.28	-3739.65	-67.6325	5.477854	0.1934032	2.463878	0.022509	0.00526399	0.0444268	0.0129893	0.0202535	0.0095684	0.0104238	0.0179235	0.0210996	0.0270712	0.0215249	0.00764433	0.0320636	0.00866773	0.0111859	0.0337268	0.0258755	0.0122868	0.00986915	0.00799865	0.0157041	0.0107283	0.00693778	0.0438082	0.0181407	0.00745553	0.0148286	0.0312509	0.00834819	0.0338748	0.0179776	0.00849015	0.0153446	0.0257371	0.0185008	0.0243428	0.0290278	0.0130677	0.0217106	0.0137631	0.00898069	0.0452363	0.01852648	0.02815454	0.02051935	0.0151408	0.406879	0.0118393	0.00532255	0.558003	0.0028149	21.50685	0.1313571	-3.988554	1	40.45256	0.3079583	0.000419726	0.0300586	0.366222	3.6033	0.343005	0.696735	1.07821	1.88205	0.294025	0.278215	0.155046	0.272715	0.1518765	0.8648945
9450	-3813.23	-3739.16	-74.0738	5.477854	0.170758	1.220898	0.0107871	0.0237089	0.018628	0.0165907	0.0375933	0.0227532	0.0139927	0.0207182	0.0273277	0.0354758	0.0202941	0.0100532	0.0364749	0.0392132	0.0102473	0.0364614	0.0157478	0.011106	0.00875981	0.00857118	0.017428	0.0131667	0.0102514	0.0170174	0.0153605	0.0142487	0.0190447	0.0474826	0.00948124	0.014385	0.0164736	0.0165395	0.045113	0.0406949	0.0538203	0.0410771	0.024921	0.0117168	0.0277052	0.0624651	0.0190956	0.0353799	0.02176719	0.02340685	0.02051935	0.00824269	0.463537	0.00332939	0.00529697	0.509584	0.0100103	21.50685	0.1313571	-3.827351	1	40.45256	0.3079583	0.000162749	0.0187884	0.303201	3.67785	0.17882	0.534384	1.02875	2.25804	0.281297	0.32245	0.138401	0.257852	0.1518765	0.8648945
9460	-3811.95	-3742.26	-69.6903	5.477854	0.1823979	2.107094	0.0192451	0.00921012	0.0173645	0.0399336	0.0144353	0.0235309	0.0217667	0.0973261	0.009391	0.0175535	0.0133522	0.016887	0.0163253	0.0207212	0.0236343	0.0299226	0.021808	0.0252088	0.0144063	0.00602746	0.0134491	0.00681055	0.00969228	0.0161104	0.0163551	0.00960889	0.00907104	0.0292097	0.0143005	0.0085597	0.0125602	0.00623398	0.00949333	0.0290752	0.0164139	0.00794132	0.0130917	0.0784306	0.0144979	0.0115636	0.00638711	0.0181386	0.01925148	0.02272381	0.02051935	0.00564263	0.489238	0.00936284	0.0174636	0.473332	0.00496062	21.50685	0.1313571	-3.950167	1	40.45256	0.3079583	0.000272774	0.0242778	0.336185	3.63926	0.305732	0.665939	1.07245	1.95588	0.286887	0.284225	0.149739	0.279149	0.1518765	0.8648945
9470	-3808.15	-3743.49	-64.6593	5.477854	0.1821255	0.7859544	0.0267864	0.0137742	0.0182426	0.0150523	0.0307508	0.0135499	0.0291209	0.0376585	0.0256048	0.0207712	0.0272144	0.00983774	0.00366516	0.0151741	0.0174798	0.0239377	0.0139067	0.0300531	0.013888	0.00587778	0.0290796	0.0122882	0.00682032	0.0391363	0.0152357	0.0133679	0.00603778	0.0177847	0.0147687	0.0285112	0.0153661	0.0207101	0.0115336	0.0330977	0.0135577	0.0193618	0.0178399	0.0429045	0.0140081	0.0172971	0.0165417	0.00952961	0.01813005	0.01689525	0.02051935	0.0129034	0.521735	0.00646165	0.017006	0.431063	0.010831	21.50685	0.1313571	-4.010184	1	40.45256	0.3079583	0.0002697	0.0241417	0.335427	3.64016	0.0925666	0.401417	0.952986	2.55303	0.284188	0.311771	0.127668	0.276373	0.1518765	0.8648945
9480	-3806.52	-3741.28	-65.2455	5.477854	0.1868999	1.738623	0.0267864	0.0123684	0.0182833	0.0228955	0.0277571	0.0155528	0.0134865	0.0111904	0.0214559	0.0184734	0.0202043	0.00614702	0.0348741	0.0264488	0.0282949	0.0289903	0.0155261	0.011739	0.0119882	0.00852737	0.0248182	0.0193262	0.00804624	0.040931	0.0140532	0.0110989	0.00929335	0.0386837	0.036675	0.0141802	0.0286972	0.00733366	0.0175323	0.0229564	0.0163052	0.0153622	0.0261612	0.00919585	0.0376472	0.0250851	0.0165417	0.0165416	0.01643557	0.02872036	0.02051935	0.00981079	0.525226	0.00583664	0.00968717	0.445888	0.00355083	21.50685	0.1313571	-4.108308	1	40.45256	0.3079583	0.000327369	0.0265763	0.348613	3.62448	0.259945	0.623991	1.06183	2.05424	0.291571	0.278423	0.139381	0.290625	0.1518765	0.8648945
9490	-3800.35	-3748.54	-51.8133	5.477854	0.161308	0.8294079	0.00629653	0.0199087	0.00834042	0.0158528	0.0085652	0.0173492	0.0195852	0.0057507	0.00717035	0.0123134	0.0157023	0.00958114	0.00512798	0.00860868	0.0259633	0.0252979	0.0212588	0.00754394	0.00609381	0.012518	0.0148871	0.011893	0.0154196	0.0137851	0.0140532	0.00956074	0.00554626	0.017426	0.0170547	0.0179649	0.0132683	0.0277212	0.0175323	0.0222336	0.0241871	0.00821562	0.0154463	0.0208521	0.00957864	0.00809534	0.0133922	0.0227341	0.0157623	0.02160056	0.02051935	0.00779275	0.516989	0.00352262	0.0287548	0.438896	0.00404515	21.50685	0.1313571	-4.150135	1	40.45256	0.3079583	0.000101289	0.0148436	0.275609	3.70945	0.101799	0.41871	0.964782	2.51471	0.302901	0.288494	0.150384	0.258221	0.1518765	0.8648945
9500	-3795.88	-3743.93	-51.9519	5.477854	0.1682394	0.7448402	0.0107001	0.0160476	0.0181507	0.0252996	0.0212325	0.00681748	0.00695419	0.00725983	0.0173229	0.00528984	0.0151632	0.00930054	0.00512798	0.012292	0.0143284	0.0319615	0.017344	0.00985162	0.00524793	0.00565388	0.0229782	0.0124277	0.0157597	0.0102717	0.0103657	0.00917973	0.0147037	0.019029	0.0210502	0.0172199	0.0223045	0.0125806	0.03447	0.0271212	0.0128034	0.0103526	0.0125858	0.0208363	0.00585493	0.0125125	0.0107608	0.023199	0.01353229	0.0216949	0.02051935	0.0152888	0.417057	0.00222353	0.0128945	0.54564	0.00689692	21.50685	0.1313571	-4.302676	1	40.45256	0.3079583	0.000144177	0.0176909	0.295913	3.68625	0.0837804	0.383941	0.940415	2.59186	0.304026	0.272791	0.157055	0.266129	0.1518765	0.8648945
9510	-3806.91	-3741.39	-65.5258	5.477854	0.2116076	1.950143	0.00866813	0.00803036	0.00633976	0.0144696	0.0304144	0.0148754	0.0180637	0.0153896	0.00888911	0.0270654	0.0212725	0.01109	0.0120479	0.0136401	0.064189	0.0308013	0.0226106	0.00731414	0.0053623	0.00622635	0.0229782	0.0142707	0.0127881	0.0394401	0.0132433	0.0153921	0.0114174	0.0283009	0.00860872	0.0193604	0.0196294	0.015926	0.00303909	0.0141723	0.0508963	0.00591633	0.0151024	0.00990399	0.0116932	0.00655952	0.0240106	0.00448334	0.01471612	0.03683982	0.02051935	0.0207452	0.514956	0.00791063	0.00575639	0.444531	0.00610096	21.50685	0.1313571	-4.218812	1	40.45256	0.3079583	0.00077575	0.0407288	0.413268	3.54523	0.28725	0.649605	1.06869	1.99445	0.282511	0.291268	0.148054	0.278167	0.1518765	0.8648945
9520	-3804.64	-3741.79	-62.8548	5.477854	0.1617651	1.532032	0.00771483	0.0047272	0.0196898	0.0138215	0.00888623	0.0183955	0.027471	0.0360936	0.0108542	0.0176347	0.0251523	0.01109	0.0114073	0.00994613	0.00291797	0.0383897	0.0249464	0.00890791	0.00656192	0.0113003	0.0306633	0.0131189	0.0164757	0.0277657	0.0160911	0.00705113	0.0141969	0.0228975	0.0215745	0.00428804	0.0171343	0.00633565	0.00706594	0.0459278	0.0230965	0.00685094	0.0196359	0.0202983	0.00742535	0.0074472	0.0084372	0.00426286	0.01227389	0.02200426	0.02051935	0.00937777	0.496222	0.00637352	0.00252132	0.478192	0.00731421	21.50685	0.1313571	-4.400281	1	40.45256	0.3079583	0.000103771	0.0150234	0.276958	3.70791	0.230229	0.593803	1.05225	2.12372	0.308231	0.296985	0.14433	0.250455	0.1518765	0.8648945
9530	-3796.09	-3740.03	-56.0504	5.477854	0.1778903	0.3614851	0.00903411	0.0128456	0.0148159	0.0113956	0.00816377	0.00724477	0.00707588	0.0218262	0.0388507	0.00881273	0.00988433	0.00891196	0.0134719	0.0151127	0.00995661	0.0386882	0.0229581	0.00977237	0.00720471	0.00607037	0.0201503	0.0139296	0.01898	0.0143231	0.01309	0.00467491	0.01	0.0192032	0.023873	0.00847891	0.0162062	0.0211566	0.0288768	0.053729	0.00500574	0.00939519	0.0165332	0.0120962	0.0168684	0.00946093	0.00951302	0.0367975	0.01384064	0.01182184	0.02051935	0.0132286	0.450141	0.000338012	0.00781217	0.526424	0.00205678	21.50685	0.1313571	-4.280146	1	40.45256	0.3079583	0.000225133	0.0220725	0.323553	3.65415	0.0115725	0.152458	0.685998	3.14997	0.307821	0.289744	0.130611	0.271824	0.1518765	0.8648945
9540	-3800.32	-3738.15	-62.1772	5.477854	0.1723255	1.236136	0.0137744	0.0174373	0.00661166	0.0304884	0.0940179	0.0129852	0.0163994	0.00869373	0.00939769	0.0172823	0.0140119	0.0499159	0.0131628	0.00967526	0.0148969	0.0289016	0.0164779	0.00752421	0.0102729	0.00576736	0.0263667	0.0104761	0.00962262	0.0224875	0.0146714	0.00967474	0.00867062	0.018024	0.00561113	0.0227708	0.00771298	0.0303808	0.0205604	0.0331545	0.0204798	0.016182	0.00642667	0.01573	0.0166046	0.0118074	0.0147115	0.00925542	0.0145939	0.023146	0.02051935	0.0112379	0.525356	0.00645368	0.0104597	0.431496	0.0149973	21.50685	0.1313571	-4.227152	1	40.45256	0.3079583	0.000175183	0.019488	0.307711	3.67263	0.18154	0.537804	1.03027	2.25039	0.282188	0.309288	0.138022	0.270502	0.1518765	0.8648945
9550	-3811.4	-3747.7	-63.7012	5.477854	0.1683194	0.9780056	0.0201266	0.00912367	0.0100401	0.0393398	0.00862946	0.0107158	0.0234558	0.00819801	0.0219342	0.017121	0.00542339	0.0144546	0.00724132	0.0152782	0.0144876	0.0212607	0.0148506	0.0680342	0.0124022	0.00707579	0.0132675	0.0136822	0.00561497	0.013476	0.0107113	0.00928873	0.018869	0.0220606	0.0104524	0.0284439	0.00837272	0.0414924	0.0399471	0.0316681	0.0319491	0.0157511	0.0285085	0.00807107	0.0235809	0.0123012	0.00818235	0.00687742	0.01581392	0.02071227	0.02051935	0.0200663	0.512382	0.00367461	0.00625797	0.444945	0.0126748	21.50685	0.1313571	-4.146865	1	40.45256	0.3079583	0.00014474	0.0177252	0.296145	3.68598	0.132545	0.47004	0.996258	2.40116	0.305899	0.29196	0.124	0.278141	0.1518765	0.8648945
9560	-3830.44	-3748.21	-82.2312	5.477854	0.2110446	1.496877	0.0626713	0.0784584	0.0229388	0.0159902	0.0165447	0.0214883	0.012261	0.00764108	0.0312063	0.016411	0.0135693	0.0396582	0.0115944	0.0328308	0.00514012	0.0330546	0.0235589	0.0346023	0.00862606	0.0109421	0.0168435	0.00802574	0.0178029	0.0116909	0.0211491	0.00576474	0.0406975	0.0261419	0.0104222	0.0339775	0.0081208	0.0386995	0.00326863	0.0416795	0.00751168	0.0496822	0.0156427	0.00823966	0.0277834	0.00713896	0.0110291	0.0201414	0.02047867	0.01796509	0.02051935	0.0140126	0.491978	0.00905573	0.00333155	0.471547	0.0100744	21.50685	0.1313571	-3.888371	1	40.45256	0.3079583	0.000762366	0.0403802	0.411864	3.54699	0.22484	0.588036	1.05024	2.13689	0.301959	0.307704	0.125337	0.265	0.1518765	0.8648945
9570	-3807.68	-3739.52	-68.1598	5.477854	0.2044766	4.040207	0.00856115	0.0380634	0.00827839	0.00996536	0.0208084	0.0147219	0.0208388	0.0490269	0.017009	0.0258675	0.00778834	0.0226641	0.0150684	0.0244971	0.0133988	0.0314138	0.0156207	0.0424863	0.0090764	0.00999711	0.0145422	0.0101931	0.00616192	0.0175232	0.018454	0.0109449	0.016324	0.0450821	0.0128921	0.0223128	0.0301965	0.00826662	0.0245809	0.0192403	0.0322362	0.015599	0.0327698	0.00910619	0.0267685	0.0106298	0.0196165	0.0159588	0.01587201	0.02322001	0.02051935	0.0229966	0.474346	0.00768387	0.00345355	0.485862	0.00565842	21.50685	0.1313571	-4.143198	1	40.45256	0.3079583	0.000617878	0.0363973	0.39524	3.56774	0.456557	0.776588	1.08439	1.68246	0.289863	0.306699	0.13372	0.269719	0.1518765	0.8648945
9580	-3809.48	-3738.09	-71.3951	5.477854	0.1773476	1.313975	0.0183549	0.0111308	0.024872	0.0279606	0.0184774	0.0184222	0.0342637	0.0522069	0.0126096	0.0182278	0.00839204	0.0226641	0.0328289	0.0315157	0.0107502	0.0312024	0.0202913	0.0694301	0.00720894	0.00834965	0.0194443	0.0174764	0.0114603	0.0384026	0.0183505	0.0125706	0.00930055	0.0447804	0.0113987	0.0244263	0.0355979	0.0231773	0.0116626	0.0267332	0.0271999	0.0217798	0.0143836	0.0138717	0.0133277	0.0208354	0.0383801	0.0173573	0.01801716	0.01807665	0.02051935	0.0126973	0.458894	0.00564753	0.00271989	0.514647	0.00539495	21.50685	0.1313571	-4.01643	1	40.45256	0.3079583	0.000219844	0.0218137	0.32202	3.65595	0.195103	0.554349	1.03733	2.21321	0.282248	0.304033	0.133023	0.280696	0.1518765	0.8648945
9590	-3807.96	-3739.08	-68.884	5.477854	0.1673113	2.026987	0.0191045	0.0119309	0.00972521	0.0143258	0.0529816	0.0349823	0.00569414	0.0111682	0.0125408	0.0107003	0.00839204	0.0117403	0.031765	0.0175316	0.0319152	0.0399492	0.0183761	0.0286911	0.00693319	0.00864291	0.0247817	0.011218	0.0248186	0.0408723	0.0118944	0.00792171	0.0156505	0.00989785	0.0154729	0.00811652	0.045116	0.0140147	0.00923531	0.0469745	0.0317962	0.0222866	0.0175248	0.0138717	0.00762864	0.0148486	0.00514715	0.0177252	0.01761737	0.02613163	0.02051935	0.0140989	0.497754	0.00518157	0.00553766	0.474025	0.00340271	21.50685	0.1313571	-4.03887	1	40.45256	0.3079583	0.000137753	0.0172947	0.293215	3.68935	0.296475	0.657853	1.07065	1.97502	0.311402	0.301054	0.126707	0.260837	0.1518765	0.8648945
9600	-3802.02	-3739.14	-62.8841	5.477854	0.1690921	1.865017	0.0161785	0.0147772	0.0169367	0.0229616	0.0146792	0.0127575	0.036273	0.0111682	0.0125408	0.0126739	0.00659893	0.00875309	0.00825315	0.0128624	0.0129003	0.0365083	0.0242892	0.00807213	0.00776751	0.00484346	0.0220478	0.0159046	0.00789089	0.0158522	0.0171865	0.00961004	0.0127929	0.0458156	0.0255041	0.011788	0.0123282	0.00931531	0.0240384	0.0485405	0.0252193	0.0418434	0.0144788	0.0132421	0.0286715	0.0127257	0.0312085	0.0137969	0.01486924	0.02095345	0.02051935	0.0151985	0.452452	0.00286959	0.00671957	0.510994	0.0117662	21.50685	0.1313571	-4.208461	1	40.45256	0.3079583	0.000150275	0.0180587	0.298386	3.6834	0.276611	0.639847	1.06621	2.01733	0.282478	0.31255	0.135738	0.269234	0.1518765	0.8648945
9610	-3803.31	-3743.58	-59.7231	5.477854	0.1753545	1.885946	0.0293919	0.0251515	0.0145997	0.0334861	0.016739	0.0154942	0.0206476	0.00294289	0.0127177	0.00866511	0.00786299	0.00722021	0.00866643	0.0157235	0.0365727	0.0320873	0.0219185	0.0327382	0.00857152	0.00607224	0.017741	0.0109382	0.00640232	0.0233622	0.0129543	0.00410876	0.0166785	0.010631	0.0214831	0.0152969	0.00757712	0.0168219	0.0166585	0.0257165	0.0104338	0.00993868	0.0103284	0.0187748	0.0154023	0.0205004	0.00933653	0.0171263	0.01376175	0.02602466	0.02051935	0.0183592	0.465317	0.00147481	0.0138879	0.490248	0.0107129	21.50685	0.1313571	-4.285862	1	40.45256	0.3079583	0.000201211	0.0208755	0.316367	3.66256	0.279269	0.64231	1.06685	2.01157	0.304408	0.317767	0.117965	0.25986	0.1518765	0.8648945
9620	-3804.01	-3742.56	-61.4545	5.477854	0.162789	0.9848186	0.0151655	0.0159098	0.0108986	0.00647568	0.0133216	0.00579739	0.00457423	0.00835876	0.0103017	0.0120603	0.00458195	0.00632466	0.0271042	0.0182242	0.00949494	0.0250338	0.0215082	0.0222062	0.00453278	0.0142166	0.0150409	0.010263	0.00952116	0.0333877	0.014708	0.0192978	0.00787315	0.03331	0.00710689	0.012765	0.0280861	0.0160122	0.0123867	0.0417459	0.0606231	0.00993868	0.0120507	0.0147966	0.0167736	0.00616678	0.023533	0.0162651	0.01568076	0.02745528	0.02051935	0.0126301	0.60295	0.00295396	0.0094206	0.364435	0.00761072	21.50685	0.1313571	-4.155321	1	40.45256	0.3079583	0.000109502	0.0154303	0.279976	3.70448	0.133915	0.472141	0.997438	2.39651	0.286413	0.304495	0.135558	0.273534	0.1518765	0.8648945
9630	-3809.56	-3741.44	-68.1105	5.477854	0.1584285	4.113394	0.0200003	0.0333994	0.0277228	0.0224535	0.0435763	0.0124502	0.0156745	0.0123097	0.0325224	0.00331678	0.0155463	0.00911845	0.00739327	0.015545	0.0313781	0.0290495	0.0167546	0.00915954	0.00451629	0.00904131	0.0160465	0.00924526	0.0179016	0.0248962	0.00639442	0.0116638	0.00968757	0.0288133	0.00842811	0.00453141	0.0125057	0.00641932	0.0205457	0.0179817	0.0376727	0.025254	0.0338564	0.0156495	0.010164	0.011217	0.00832315	0.013825	0.01266213	0.02588541	0.02051935	0.015819	0.575029	0.00308531	0.00957755	0.394283	0.00220666	21.50685	0.1313571	-4.36914	1	40.45256	0.3079583	8.66777e-05	0.0137372	0.267076	3.7191	0.460485	0.779041	1.08437	1.67611	0.281517	0.318249	0.132621	0.267612	0.1518765	0.8648945
9640	-3811.6	-3746.71	-64.8847	5.477854	0.2319678	1.041388	0.0239266	0.0155449	0.0158881	0.00421302	0.00531761	0.00853524	0.0232876	0.00932453	0.00526076	0.0329935	0.00858268	0.00481634	0.0142942	0.0193162	0.0171163	0.0384182	0.0199364	0.00177745	0.0144422	0.00517118	0.0204594	0.0166927	0.00884275	0.0203265	0.0120276	0.0182128	0.0190988	0.0121823	0.0150935	0.0078228	0.00975398	0.00632307	0.0324461	0.029431	0.0118578	0.0063533	0.0154653	0.0153126	0.00857422	0.0133452	0.0303433	0.0586773	0.01266213	0.02124809	0.02051935	0.0129773	0.522207	0.0128084	0.00530621	0.446077	0.00062426	21.50685	0.1313571	-4.36914	1	40.45256	0.3079583	0.00137513	0.0540128	0.461885	3.48273	0.145137	0.488848	1.00653	2.35948	0.313159	0.299039	0.147344	0.240458	0.1518765	0.8648945
9650	-3793.59	-3738.34	-55.2456	5.477854	0.1503167	1.379897	0.0287413	0.00895031	0.00635212	0.00598011	0.020918	0.00871346	0.00437107	0.0151437	0.00986719	0.0250143	0.00845799	0.0214534	0.00943095	0.00840425	0.00680616	0.0300643	0.0138517	0.0185579	0.00998546	0.00768233	0.0155843	0.00948513	0.00925486	0.0423578	0.0129764	0.00414166	0.00540147	0.0277963	0.0207733	0.0074599	0.00453648	0.0210792	0.00486051	0.0321428	0.011239	0.00542844	0.00483882	0.00699832	0.00425095	0.0169453	0.0257263	0.0119129	0.01122712	0.02343088	0.02051935	0.00875529	0.437914	0.00750837	0.011938	0.529891	0.00399326	21.50685	0.1313571	-4.489423	1	40.45256	0.3079583	5.41198e-05	0.0108673	0.242782	3.7463	0.206159	0.567263	1.04251	2.18406	0.302281	0.310492	0.138874	0.248353	0.1518765	0.8648945
9660	-3797.64	-3739.39	-58.2464	5.477854	0.1874776	1.083627	0.0027768	0.0204659	0.0184529	0.0213608	0.00842607	0.0134342	0.0227921	0.00686526	0.0560522	0.00987476	0.0032964	0.00588096	0.00298302	0.00588708	0.0146618	0.034047	0.0157416	0.0185579	0.0116877	0.0064307	0.0166083	0.00839702	0.00792376	0.0294435	0.0158022	0.0046044	0.012555	0.0157063	0.0102935	0.0157628	0.00469912	0.0116735	0.0128795	0.0239988	0.00417398	0.0166337	0.00551402	0.0207949	0.0090673	0.0162613	0.016704	0.00516482	0.01096696	0.02313789	0.02051935	0.01661	0.563067	0.0119838	0.00472235	0.40263	0.000987056	21.50685	0.1313571	-4.512868	1	40.45256	0.3079583	0.00033491	0.026878	0.350194	3.62259	0.153331	0.500521	1.01258	2.33356	0.30408	0.294223	0.146238	0.255459	0.1518765	0.8648945
