Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	alpha_morpho	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	branch_rates_morpho	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
100	-3833.12	-3757.47	-75.6456	6.4487	0.1783961	0.6278414	0.0143727	0.0254635	0.0200086	0.0167852	0.0144486	0.0266923	0.107492	0.0151557	0.0234868	0.0114974	0.0201878	0.0462946	0.0479299	0.0148854	0.0115486	0.0305105	0.0414204	0.0170484	0.00773502	0.00360263	0.0220346	0.00888934	0.00931794	0.0175636	0.00920096	0.0107901	0.00418525	0.0172297	0.0277799	0.0158311	0.0277211	0.00544871	0.0203727	0.0258994	0.0416987	0.0146426	0.021671	0.0101279	0.0134326	0.013025	0.0166026	0.0140701	0.0184856	0.03305742	0.05012292	0.00849432	0.546254	0.0124284	0.00523198	0.423086	0.00450541	27.12571	0.111127	-3.990763	4	43.69569	0.3624906	0.000230145	0.022315	0.32498	3.65248	0.0588964	0.327399	0.894884	2.71882	0.308178	0.29998	0.127119	0.264723	0.1612499	0.68916
110	-3835.13	-3751.24	-83.8825	6.4487	0.1797614	2.862761	0.0115229	0.0191847	0.0137663	0.0215868	0.00618153	0.0227875	0.0797548	0.0165783	0.0113059	0.0126551	0.0265311	0.0334673	0.0763708	0.0182901	0.0125185	0.0320392	0.0571026	0.020607	0.0108771	0.00727633	0.0356397	0.00904509	0.00939926	0.0150663	0.00976142	0.00496409	0.00403225	0.0159258	0.0340671	0.0148375	0.0484855	0.00699908	0.0272208	0.0145426	0.0384683	0.00984574	0.0331435	0.0110774	0.0084885	0.00990458	0.0155116	0.0106672	0.01524289	0.02753866	0.06321631	0.0138775	0.551474	0.0131111	0.00424856	0.402288	0.015001	27.12571	0.09803356	-4.183642	4	43.75732	0.3624906	0.000244091	0.022976	0.328819	3.64796	0.378358	0.723635	1.08175	1.81626	0.28084	0.302356	0.133783	0.283021	0.1612499	0.6079605
120	-3826.27	-3749.65	-76.6249	6.4487	0.1698251	1.167479	0.0240814	0.012844	0.0198133	0.0138654	0.0100779	0.033509	0.0380598	0.0210725	0.00997769	0.0124985	0.0195385	0.0541874	0.075068	0.0147	0.0198405	0.022153	0.0547923	0.0241452	0.0132137	0.00766916	0.0292295	0.00961235	0.0062711	0.0104757	0.0115455	0.00661986	0.0030782	0.0171639	0.0298278	0.0139404	0.0284038	0.00519358	0.035608	0.0211262	0.0252487	0.0101484	0.0257274	0.0112117	0.00717882	0.0239843	0.0117845	0.00868794	0.01502177	0.02324469	0.006471396	0.0113706	0.592607	0.00982327	0.00213887	0.37918	0.0048801	24.18858	0.1240995	-4.198255	4	42.79052	0.3624906	0.000155671	0.018378	0.300508	3.68096	0.16911	0.52189	1.02302	2.28598	0.282924	0.315141	0.121436	0.2805	0.1305709	0.9504377
130	-3815.8	-3745.18	-70.618	6.4487	0.21742	0.639008	0.0120674	0.0222531	0.022827	0.0243579	0.0111591	0.0310428	0.0180513	0.0121744	0.0091414	0.0105483	0.0248937	0.0230788	0.0437232	0.0176341	0.0323513	0.0260879	0.0513177	0.022153	0.0149352	0.00589619	0.0411973	0.00818681	0.00285897	0.0119681	0.0153357	0.00418415	0.0034845	0.0214879	0.0419921	0.0129798	0.0276504	0.00965883	0.0216201	0.011457	0.0315889	0.00724591	0.031765	0.0180424	0.0111782	0.0139535	0.0126817	0.00552075	0.01448833	0.02502791	-0.04484845	0.0187704	0.575643	0.0075302	0.0037373	0.385234	0.00908472	19.77667	0.1592066	-4.234411	4	40.02646	0.3624906	0.000923549	0.0443906	0.427578	3.52711	0.0612403	0.333273	0.899986	2.7055	0.297651	0.30695	0.124003	0.271395	0.1143582	1.392175
140	-3809.44	-3746.89	-62.5483	6.427728	0.1742966	2.030332	0.0183442	0.0112637	0.00669645	0.016978	0.00689593	0.0239215	0.017125	0.0128887	0.00593318	0.0105341	0.0110945	0.0199717	0.0566076	0.011604	0.0341698	0.024045	0.0358794	0.0233144	0.0145439	0.00502257	0.0257146	0.0112272	0.00437676	0.0165546	0.0202669	0.00498301	0.00431573	0.0187249	0.0170688	0.0125036	0.0204488	0.0199822	0.0149996	0.010758	0.0189437	0.00615195	0.0240038	0.0146335	0.0136522	0.0119429	0.00931241	0.0143725	0.01290187	0.03647655	0.03047353	0.0230664	0.480274	0.00216611	0.0101336	0.462055	0.0223048	20.42222	0.1360653	-4.350383	4	39.41736	0.4694711	0.000191814	0.0203857	0.313353	3.66607	0.296869	0.658201	1.07073	1.9742	0.31299	0.298294	0.127094	0.261622	0.1665388	0.8170185
150	-3808.9	-3745.14	-63.7579	6.427728	0.1776555	1.583955	0.0293741	0.00790445	0.00637021	0.0171609	0.0134651	0.021635	0.021871	0.0181873	0.0104383	0.0117416	0.00858442	0.0210666	0.0446807	0.0213353	0.0520433	0.0367853	0.0320273	0.0115941	0.0175362	0.0037182	0.0154415	0.0111966	0.00490134	0.0193483	0.0111057	0.008256	0.00638329	0.0181893	0.0136025	0.0137188	0.00679094	0.0254924	0.0111674	0.0082547	0.0172426	0.00704449	0.0179398	0.0194171	0.0103033	0.0060023	0.0074669	0.0282425	0.01346337	0.02458635	0.004082854	0.0263748	0.561317	0.00210921	0.00604743	0.396947	0.00720429	16.72618	0.1716283	-4.307782	4	38.59425	0.321882	0.000222833	0.0219603	0.32289	3.65493	0.238005	0.601959	1.05499	2.10504	0.273686	0.305919	0.143917	0.276477	0.1757112	0.9767638
160	-3807.02	-3742.59	-64.4281	6.427728	0.173602	0.5437018	0.0120575	0.0131895	0.0046902	0.0190425	0.0146794	0.0137742	0.0192373	0.010565	0.00694092	0.0100251	0.0169884	0.015765	0.0280698	0.0127879	0.0619892	0.0301401	0.0444233	0.00949219	0.00911909	0.0087729	0.024028	0.0101809	0.00451097	0.0255649	0.0105313	0.00512433	0.00389788	0.0157119	0.025071	0.0162418	0.00587705	0.0251437	0.00658072	0.0154203	0.037831	0.00913443	0.00912719	0.024136	0.0145854	0.00683352	0.0113696	0.0211907	0.01332466	0.0176664	-0.002736621	0.0166532	0.594573	0.00233415	0.00718087	0.375795	0.00346282	16.72618	0.1921585	-4.318139	4	38.94046	0.2701268	0.000185824	0.0200671	0.311368	3.66838	0.0417461	0.279491	0.849635	2.82913	0.314361	0.303082	0.125487	0.25707	0.1894219	1.014447
170	-3803.19	-3740.94	-62.2489	6.427728	0.1667193	0.5101078	0.00834208	0.00904096	0.0053523	0.0140912	0.0129619	0.0137032	0.0261885	0.0086554	0.00858574	0.00833567	0.0179173	0.0102575	0.0250772	0.00889054	0.0476181	0.0287492	0.0388358	0.0105129	0.012938	0.00708037	0.0358789	0.0144734	0.00839762	0.0165415	0.0104823	0.0060652	0.00724769	0.0178549	0.0108755	0.0167624	0.0123816	0.0179002	0.0116079	0.0184842	0.0350899	0.0107138	0.00657001	0.0338488	0.0156577	0.00676637	0.0120611	0.0319658	0.01501107	0.02904527	-0.02575978	0.0242274	0.488196	0.00230609	0.00277757	0.474776	0.00771675	21.33838	0.2151817	-4.198968	4	39.10325	0.2701268	0.000133771	0.0170445	0.291491	3.69133	0.0352761	0.258463	0.827486	2.87877	0.268466	0.317722	0.131731	0.282081	0.1894219	1.135992
180	-3804.72	-3742.05	-62.6696	6.427728	0.1649754	1.300462	0.0106343	0.0169123	0.00933371	0.0155434	0.0184806	0.0227798	0.0224473	0.00635737	0.0135341	0.00869783	0.0292683	0.00955173	0.021931	0.00873781	0.0423062	0.0358343	0.046776	0.00870697	0.0153136	0.00889049	0.0288597	0.0106807	0.00979183	0.0170043	0.0120888	0.00543967	0.00765647	0.0189486	0.0105917	0.0222439	0.0178568	0.0165177	0.00803044	0.0167648	0.0136235	0.0115319	0.00636398	0.0253341	0.0123883	0.0127969	0.00893178	0.033978	0.01516666	0.02122217	-0.07982142	0.0248467	0.47817	0.00428973	0.00464037	0.483465	0.00458772	21.33838	0.2093136	-4.188656	4	39.08368	0.2701268	0.000122546	0.0163181	0.286396	3.69716	0.192789	0.551582	1.03619	2.21944	0.275338	0.313274	0.147624	0.263764	0.1294922	1.616419
190	-3804.55	-3739.52	-65.028	6.427728	0.1898899	2.067615	0.0129416	0.00588218	0.0122632	0.0212364	0.0176078	0.0317878	0.0209443	0.00824498	0.0291751	0.0142225	0.0218185	0.00964523	0.0209477	0.0140879	0.025503	0.0316383	0.0404574	0.0106237	0.0158921	0.01168	0.0341994	0.0108558	0.00746429	0.0140233	0.013996	0.00365342	0.00905043	0.0105536	0.00880971	0.0189267	0.028942	0.0145256	0.00609846	0.00631958	0.0142446	0.0166846	0.0123099	0.021939	0.0132706	0.0183889	0.00995874	0.0401073	0.01487218	0.03284522	-0.07982142	0.0186051	0.445759	0.00241069	0.00732848	0.522279	0.00361706	21.33838	0.2093136	-4.208263	4	39.33302	0.2701268	0.000367773	0.0281541	0.35676	3.61472	0.301214	0.662016	1.07159	1.96518	0.28895	0.297265	0.151302	0.262483	0.1294922	1.616419
200	-3803.64	-3739.43	-64.2094	6.427728	0.1862273	0.8178681	0.0198076	0.0121344	0.0153562	0.0156823	0.0174294	0.0293353	0.0297079	0.00755818	0.0124987	0.0236012	0.0504581	0.00885662	0.0231967	0.0146277	0.0231947	0.0299151	0.0364274	0.0116008	0.00586595	0.0132566	0.0314101	0.00914562	0.00771917	0.0115482	0.0195977	0.0026825	0.0110196	0.020665	0.00900487	0.0164683	0.0178628	0.0122952	0.00866961	0.0134304	0.011461	0.0122655	0.0146028	0.0177618	0.0123935	0.0282769	0.0163511	0.0188059	0.01550863	0.02170694	-0.07982142	0.023472	0.509789	0.00228553	0.00757899	0.449307	0.00756682	21.33838	0.2093136	-4.166358	4	39.33302	0.2701268	0.000318746	0.026227	0.346769	3.62669	0.0993548	0.41423	0.961786	2.52463	0.2898	0.292149	0.142137	0.275914	0.1294922	1.616419
210	-3805.26	-3741.38	-63.882	6.427728	0.1982279	1.487575	0.0130212	0.00867235	0.00866848	0.0248045	0.0176208	0.0227055	0.0285628	0.014652	0.00992264	0.0197	0.0237633	0.00804943	0.0154519	0.00772665	0.016154	0.0397621	0.0329516	0.00905457	0.0083305	0.0165931	0.0293729	0.00765996	0.00831832	0.00849707	0.0099489	0.003155	0.0108471	0.0448923	0.0102535	0.0142406	0.0100469	0.0169348	0.0117538	0.0266982	0.0116219	0.0161831	0.0168929	0.016938	0.0175037	0.0385017	0.0120117	0.0325798	0.01517908	0.02200344	-0.05217634	0.0168434	0.559584	0.0055838	0.00962014	0.401796	0.00657243	21.33838	0.1824933	-4.187837	4	39.15208	0.2701268	0.0004994	0.0327594	0.379017	3.58772	0.223397	0.586475	1.04968	2.14044	0.290883	0.281387	0.140323	0.287407	0.1303169	1.40038
220	-3812.63	-3745.82	-66.8105	7.127305	0.2122748	0.6127123	0.00887338	0.016205	0.0074127	0.0259235	0.0188931	0.0290937	0.0372971	0.0114171	0.0142533	0.0246931	0.0187346	0.00674687	0.0138186	0.00907966	0.0128065	0.0422116	0.030313	0.0139758	0.00732581	0.0153728	0.0269077	0.00691156	0.0105093	0.00614142	0.0155988	0.00437015	0.0166663	0.0390421	0.0114656	0.01282	0.0102365	0.0113814	0.0206609	0.0301044	0.0119356	0.0270031	0.0256268	0.0149123	0.0158033	0.0490191	0.0130639	0.0315957	0.01503335	0.0215068	-0.01735007	0.021509	0.491635	0.00890991	0.0112509	0.457994	0.00870116	18.20131	0.1628918	-4.197484	4	39.36003	0.2899091	0.00079182	0.0411433	0.414928	3.54314	0.0557401	0.319265	0.887668	2.73733	0.291175	0.301242	0.134148	0.273434	0.1455418	1.11921
230	-3801.08	-3744.87	-56.2178	7.127305	0.2190361	0.9362807	0.00870717	0.0160972	0.0120623	0.0115059	0.0284784	0.00835409	0.04178	0.00997282	0.0134912	0.0209313	0.0131343	0.0149369	0.0144859	0.00623172	0.0234589	0.049772	0.025888	0.0187985	0.00820811	0.0189988	0.0241472	0.00505414	0.00777565	0.00871777	0.0123488	0.00549527	0.00963649	0.041756	0.0203254	0.0124984	0.0163871	0.0169874	0.0143261	0.0182271	0.0173955	0.00608189	0.0160073	0.0163789	0.0169123	0.037995	0.0105751	0.0179316	0.01535277	0.03213909	0.05255948	0.0128828	0.483777	0.00759686	0.011107	0.47809	0.00654633	16.76347	0.1244241	-4.176459	4	40.6844	0.2899091	0.000967835	0.0454283	0.431495	3.52211	0.124071	0.456724	0.988584	2.43062	0.308818	0.288801	0.138219	0.264162	0.1769836	0.7030263
240	-3811.23	-3747.14	-64.0903	7.127305	0.2104836	2.032004	0.0102571	0.0155633	0.0115883	0.0136417	0.0238007	0.009989	0.0277005	0.00583875	0.0143085	0.00774028	0.0165033	0.016652	0.0352103	0.00903833	0.0193579	0.0468242	0.0403121	0.0102179	0.00981688	0.0266691	0.0189775	0.00584871	0.00651457	0.0123431	0.0116814	0.0039332	0.0242178	0.037402	0.0158296	0.0164991	0.0120435	0.010564	0.013562	0.00918184	0.0133623	0.00793277	0.0178884	0.0267073	0.0164615	0.0280271	0.0256673	0.0316361	0.01146803	0.02938156	0.05255948	0.00907372	0.568147	0.00813143	0.0184861	0.394428	0.00173347	16.76347	0.1244241	-4.468192	4	40.6844	0.2899091	0.000749189	0.040034	0.410461	3.54876	0.297065	0.658374	1.07077	1.97379	0.306399	0.300986	0.127916	0.264699	0.1769836	0.7030263
250	-3803.75	-3749.2	-54.5498	7.127305	0.1801506	1.65317	0.00798314	0.0175158	0.0129769	0.0178141	0.0165878	0.00879388	0.0180126	0.00644392	0.00979777	0.0115465	0.0197587	0.0136468	0.0183528	0.00929269	0.0368486	0.0388729	0.0342667	0.00809854	0.0108576	0.0191656	0.0166322	0.0115568	0.0100178	0.0127478	0.0110309	0.00684746	0.0178958	0.0329062	0.0380288	0.0156413	0.0110544	0.0112714	0.0126545	0.0125702	0.0167793	0.00455071	0.0154157	0.026704	0.0210541	0.0234826	0.0264136	0.017812	0.01503778	0.02806757	0.05255948	0.0144049	0.391141	0.0109455	0.00867678	0.572889	0.00194191	16.76347	0.1244241	-4.19719	4	40.6844	0.2899091	0.000248178	0.023166	0.32991	3.64668	0.248044	0.612213	1.05828	2.08146	0.287388	0.304505	0.138404	0.269703	0.1769836	0.7030263
260	-3796.61	-3739.4	-57.2071	7.127305	0.170264	0.7649795	0.00736154	0.0102693	0.00955633	0.0207934	0.0123092	0.0137375	0.0218008	0.00897323	0.00905508	0.00669309	0.0185383	0.0216999	0.0121061	0.0141369	0.0266925	0.0498378	0.0390005	0.00794443	0.00794469	0.0128835	0.0257269	0.0112864	0.00695557	0.0163324	0.00993396	0.00696084	0.0197932	0.0411723	0.0438243	0.00851492	0.0263329	0.00987588	0.00974046	0.0104064	0.0266969	0.00485508	0.0237162	0.0225528	0.0235496	0.0129065	0.0117222	0.0181685	0.0150848	0.02177642	0.05255948	0.0146168	0.539099	0.00324167	0.0100659	0.43235	0.000626947	16.76347	0.1244241	-4.194068	4	40.6844	0.2899091	0.000158972	0.0185705	0.301776	3.67949	0.0880881	0.392643	0.946758	2.57251	0.288641	0.32265	0.133052	0.255657	0.1769836	0.7030263
270	-3800.56	-3741.88	-58.6783	7.127305	0.1831111	0.4346931	0.00646942	0.0142073	0.0119166	0.0318642	0.0094096	0.0125102	0.0107478	0.00767603	0.0064036	0.00649677	0.014448	0.025827	0.00993086	0.0129339	0.0244241	0.0409514	0.0345837	0.0083593	0.00549992	0.0129631	0.0203841	0.00911784	0.00836256	0.0127914	0.00918497	0.00571583	0.0157837	0.0403602	0.0411818	0.00783766	0.0201651	0.00648658	0.00877265	0.013999	0.0286972	0.00572783	0.0322178	0.0289107	0.021523	0.0273405	0.0193558	0.0194552	0.01305794	0.01886913	0.05255948	0.0166041	0.448972	0.00754108	0.00996151	0.516299	0.000621694	16.76347	0.1244241	-4.338359	4	40.6844	0.2899091	0.000280941	0.0246356	0.338167	3.63692	0.022021	0.207164	0.76625	3.00456	0.317695	0.277348	0.147474	0.257483	0.1769836	0.7030263
